lad22cd,category,count_21,count_11,change
E09000025,A caravan or other mobile or temporary structure,199,74,125
E09000025,Detached,6337,6871,-534
E09000025,"In a commercial building, for example, in an office building, hotel or over a shop",1584,1577,7
E09000025,In a purpose-built block of flats or tenement,50384,36813,13571
E09000025,"Part of a converted or shared house, including bedsits",8950,8774,176
E09000025,Semi detached,11937,10771,1166
E09000025,Terraced,36118,36639,-521
E09000026,A caravan or other mobile or temporary structure,153,65,88
E09000026,Detached,7229,6774,455
E09000026,"In a commercial building, for example, in an office building, hotel or over a shop",1297,1402,-105
E09000026,In a purpose-built block of flats or tenement,26303,23462,2841
E09000026,"Part of a converted or shared house, including bedsits",7297,6440,857
E09000026,Semi detached,27965,26384,1581
E09000026,Terraced,33469,34578,-1109
E09000027,A caravan or other mobile or temporary structure,194,187,7
E09000027,Detached,6683,6669,14
E09000027,"In a commercial building, for example, in an office building, hotel or over a shop",1437,1791,-354
E09000027,In a purpose-built block of flats or tenement,22721,21921,800
E09000027,"Part of a converted or shared house, including bedsits",8075,8057,18
E09000027,Semi detached,20164,19527,637
E09000027,Terraced,21431,21683,-252
E09000028,A caravan or other mobile or temporary structure,216,143,73
E09000028,Detached,2377,2590,-213
E09000028,"In a commercial building, for example, in an office building, hotel or over a shop",1462,1734,-272
E09000028,In a purpose-built block of flats or tenement,84281,74797,9484
E09000028,"Part of a converted or shared house, including bedsits",16318,14115,2203
E09000028,Semi detached,7400,7777,-377
E09000028,Terraced,18764,19266,-502
E09000029,A caravan or other mobile or temporary structure,38,17,21
E09000029,Detached,8611,8379,232
E09000029,"In a commercial building, for example, in an office building, hotel or over a shop",1099,1134,-35
E09000029,In a purpose-built block of flats or tenement,25737,22961,2776
E09000029,"Part of a converted or shared house, including bedsits",3693,3224,469
E09000029,Semi detached,23003,22178,825
E09000029,Terraced,20167,20281,-114
E09000030,A caravan or other mobile or temporary structure,191,98,93
E09000030,Detached,1127,1199,-72
E09000030,"In a commercial building, for example, in an office building, hotel or over a shop",1601,1589,12
E09000030,In a purpose-built block of flats or tenement,97258,80099,17159
E09000030,"Part of a converted or shared house, including bedsits",6967,4970,1997
E09000030,Semi detached,2744,2560,184
E09000030,Terraced,10654,10742,-88
E09000031,A caravan or other mobile or temporary structure,101,41,60
E09000031,Detached,4241,4513,-272
E09000031,"In a commercial building, for example, in an office building, hotel or over a shop",1492,1678,-186
E09000031,In a purpose-built block of flats or tenement,31555,26263,5292
E09000031,"Part of a converted or shared house, including bedsits",13005,11931,1074
E09000031,Semi detached,16840,16420,420
E09000031,Terraced,35667,36015,-348
E09000032,A caravan or other mobile or temporary structure,143,84,59
E09000032,Detached,3031,3200,-169
E09000032,"In a commercial building, for example, in an office building, hotel or over a shop",1969,2479,-510
E09000032,In a purpose-built block of flats or tenement,66056,56993,9063
E09000032,"Part of a converted or shared house, including bedsits",26033,26154,-121
E09000032,Semi detached,9640,9697,-57
E09000032,Terraced,30521,31886,-1365
E09000033,A caravan or other mobile or temporary structure,89,35,54
E09000033,Detached,1047,1229,-182
E09000033,"In a commercial building, for example, in an office building, hotel or over a shop",1957,3061,-1104
E09000033,In a purpose-built block of flats or tenement,66514,69192,-2678
E09000033,"Part of a converted or shared house, including bedsits",16623,22188,-5565
E09000033,Semi detached,1735,1992,-257
E09000033,Terraced,6849,8075,-1226
