lad22cd,category,count_21,count_11,change
E09000031,Main language is not English (English or Welsh in Wales): Cannot speak English,1678,1834,-156
E09000031,Main language is not English (English or Welsh in Wales): Cannot speak English well,11456,12416,-960
E09000032,Main language is English (English or Welsh in Wales),261751,241942,19809
E09000032,Main language is not English (English or Welsh in Wales): Can speak English very well,30641,26096,4545
E09000032,Main language is not English (English or Welsh in Wales): Can speak English well,16100,18049,-1949
E09000032,Main language is not English (English or Welsh in Wales): Cannot speak English,1060,843,217
E09000032,Main language is not English (English or Welsh in Wales): Cannot speak English well,6292,6050,242
E09000033,Main language is English (English or Welsh in Wales),146375,146205,170
E09000033,Main language is not English (English or Welsh in Wales): Can speak English very well,30418,34473,-4055
E09000033,Main language is not English (English or Welsh in Wales): Can speak English well,14911,21678,-6767
E09000033,Main language is not English (English or Welsh in Wales): Cannot speak English,988,1312,-324
E09000033,Main language is not English (English or Welsh in Wales): Cannot speak English well,6296,7699,-1403
