lad22cd,lad22nm,lsoa21cd,category,count_21,count_11,change
E09000002,Barking and Dagenham,E01000028,Two or more types of central heating,68,38,30
E09000002,Barking and Dagenham,E01000029,Electric (including storage heaters) central heating,62,72,-10
E09000002,Barking and Dagenham,E01000029,Gas central heating,551,570,-19
E09000002,Barking and Dagenham,E01000029,No central heating,14,16,-2
E09000002,Barking and Dagenham,E01000029,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000029,Other central heating,2,9,-7
E09000002,Barking and Dagenham,E01000029,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000029,Two or more types of central heating,46,23,23
E09000002,Barking and Dagenham,E01000030,Electric (including storage heaters) central heating,175,93,82
E09000002,Barking and Dagenham,E01000030,Gas central heating,560,606,-46
E09000002,Barking and Dagenham,E01000030,No central heating,24,25,-1
E09000002,Barking and Dagenham,E01000030,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000030,Other central heating,38,18,20
E09000002,Barking and Dagenham,E01000030,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000030,Two or more types of central heating,108,28,80
E09000002,Barking and Dagenham,E01000031,Electric (including storage heaters) central heating,55,52,3
E09000002,Barking and Dagenham,E01000031,Gas central heating,480,505,-25
E09000002,Barking and Dagenham,E01000031,No central heating,6,16,-10
E09000002,Barking and Dagenham,E01000031,Oil central heating,1,0,1
E09000002,Barking and Dagenham,E01000031,Other central heating,11,7,4
E09000002,Barking and Dagenham,E01000031,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000031,Two or more types of central heating,44,18,26
E09000002,Barking and Dagenham,E01000032,Electric (including storage heaters) central heating,64,20,44
E09000002,Barking and Dagenham,E01000032,Gas central heating,532,551,-19
E09000002,Barking and Dagenham,E01000032,No central heating,13,23,-10
E09000002,Barking and Dagenham,E01000032,Oil central heating,2,0,2
E09000002,Barking and Dagenham,E01000032,Other central heating,31,11,20
E09000002,Barking and Dagenham,E01000032,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000032,Two or more types of central heating,78,26,52
E09000002,Barking and Dagenham,E01000033,Electric (including storage heaters) central heating,89,86,3
E09000002,Barking and Dagenham,E01000033,Gas central heating,388,384,4
E09000002,Barking and Dagenham,E01000033,No central heating,8,13,-5
E09000002,Barking and Dagenham,E01000033,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000033,Other central heating,23,26,-3
E09000002,Barking and Dagenham,E01000033,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000033,Two or more types of central heating,43,24,19
E09000002,Barking and Dagenham,E01000034,Electric (including storage heaters) central heating,16,13,3
E09000002,Barking and Dagenham,E01000034,Gas central heating,425,470,-45
E09000002,Barking and Dagenham,E01000034,No central heating,4,7,-3
E09000002,Barking and Dagenham,E01000034,Oil central heating,1,0,1
E09000002,Barking and Dagenham,E01000034,Other central heating,14,15,-1
E09000002,Barking and Dagenham,E01000034,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000034,Two or more types of central heating,51,12,39
E09000002,Barking and Dagenham,E01000035,Electric (including storage heaters) central heating,55,27,28
E09000002,Barking and Dagenham,E01000035,Gas central heating,447,499,-52
E09000002,Barking and Dagenham,E01000035,No central heating,19,14,5
E09000002,Barking and Dagenham,E01000035,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000035,Other central heating,12,9,3
E09000002,Barking and Dagenham,E01000035,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000035,Two or more types of central heating,66,18,48
E09000002,Barking and Dagenham,E01000036,Electric (including storage heaters) central heating,19,15,4
E09000002,Barking and Dagenham,E01000036,Gas central heating,401,398,3
E09000002,Barking and Dagenham,E01000036,No central heating,6,17,-11
E09000002,Barking and Dagenham,E01000036,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000036,Other central heating,8,13,-5
E09000002,Barking and Dagenham,E01000036,"Solid fuel (for example wood, coal) central heating",0,1,-1
E09000002,Barking and Dagenham,E01000036,Two or more types of central heating,38,25,13
E09000002,Barking and Dagenham,E01000037,Electric (including storage heaters) central heating,13,5,8
E09000002,Barking and Dagenham,E01000037,Gas central heating,510,547,-37
E09000002,Barking and Dagenham,E01000037,No central heating,7,8,-1
E09000002,Barking and Dagenham,E01000037,Oil central heating,0,1,-1
E09000002,Barking and Dagenham,E01000037,Other central heating,5,2,3
E09000002,Barking and Dagenham,E01000037,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000037,Two or more types of central heating,54,16,38
E09000002,Barking and Dagenham,E01000038,Electric (including storage heaters) central heating,11,6,5
E09000002,Barking and Dagenham,E01000038,Gas central heating,505,515,-10
E09000002,Barking and Dagenham,E01000038,No central heating,6,10,-4
E09000002,Barking and Dagenham,E01000038,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000038,Other central heating,8,9,-1
E09000002,Barking and Dagenham,E01000038,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000038,Two or more types of central heating,28,23,5
E09000002,Barking and Dagenham,E01000039,Electric (including storage heaters) central heating,38,36,2
E09000002,Barking and Dagenham,E01000039,Gas central heating,537,575,-38
E09000002,Barking and Dagenham,E01000039,No central heating,6,10,-4
E09000002,Barking and Dagenham,E01000039,Oil central heating,1,1,0
E09000002,Barking and Dagenham,E01000039,Other central heating,10,11,-1
E09000002,Barking and Dagenham,E01000039,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000039,Two or more types of central heating,49,26,23
E09000002,Barking and Dagenham,E01000040,Electric (including storage heaters) central heating,53,46,7
E09000002,Barking and Dagenham,E01000040,Gas central heating,503,518,-15
E09000002,Barking and Dagenham,E01000040,No central heating,15,22,-7
E09000002,Barking and Dagenham,E01000040,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000040,Other central heating,24,22,2
E09000002,Barking and Dagenham,E01000040,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000040,Two or more types of central heating,59,32,27
E09000002,Barking and Dagenham,E01000041,Electric (including storage heaters) central heating,25,18,7
E09000002,Barking and Dagenham,E01000041,Gas central heating,488,531,-43
E09000002,Barking and Dagenham,E01000041,No central heating,14,21,-7
E09000002,Barking and Dagenham,E01000041,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000041,Other central heating,12,14,-2
E09000002,Barking and Dagenham,E01000041,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000041,Two or more types of central heating,67,23,44
E09000002,Barking and Dagenham,E01000042,Electric (including storage heaters) central heating,42,50,-8
E09000002,Barking and Dagenham,E01000042,Gas central heating,515,546,-31
E09000002,Barking and Dagenham,E01000042,No central heating,13,17,-4
E09000002,Barking and Dagenham,E01000042,Oil central heating,0,1,-1
E09000002,Barking and Dagenham,E01000042,Other central heating,20,27,-7
E09000002,Barking and Dagenham,E01000042,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000042,Two or more types of central heating,66,38,28
E09000002,Barking and Dagenham,E01000043,Electric (including storage heaters) central heating,31,22,9
E09000002,Barking and Dagenham,E01000043,Gas central heating,352,392,-40
E09000002,Barking and Dagenham,E01000043,No central heating,15,9,6
E09000002,Barking and Dagenham,E01000043,Oil central heating,1,0,1
E09000002,Barking and Dagenham,E01000043,Other central heating,14,13,1
E09000002,Barking and Dagenham,E01000043,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000043,Two or more types of central heating,55,25,30
E09000002,Barking and Dagenham,E01000044,Electric (including storage heaters) central heating,90,53,37
E09000002,Barking and Dagenham,E01000044,Gas central heating,464,493,-29
E09000002,Barking and Dagenham,E01000044,No central heating,17,30,-13
E09000002,Barking and Dagenham,E01000044,Oil central heating,1,0,1
E09000002,Barking and Dagenham,E01000044,Other central heating,13,25,-12
E09000002,Barking and Dagenham,E01000044,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000044,Two or more types of central heating,73,28,45
E09000002,Barking and Dagenham,E01000045,Electric (including storage heaters) central heating,23,25,-2
E09000002,Barking and Dagenham,E01000045,Gas central heating,499,512,-13
E09000002,Barking and Dagenham,E01000045,No central heating,11,19,-8
E09000002,Barking and Dagenham,E01000045,Oil central heating,0,0,0
E09000002,Barking and Dagenham,E01000045,Other central heating,12,13,-1
E09000002,Barking and Dagenham,E01000045,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000045,Two or more types of central heating,40,33,7
E09000002,Barking and Dagenham,E01000046,Electric (including storage heaters) central heating,57,37,20
E09000002,Barking and Dagenham,E01000046,Gas central heating,521,557,-36
E09000002,Barking and Dagenham,E01000046,No central heating,13,22,-9
E09000002,Barking and Dagenham,E01000046,Oil central heating,0,1,-1
E09000002,Barking and Dagenham,E01000046,Other central heating,15,10,5
E09000002,Barking and Dagenham,E01000046,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000046,Two or more types of central heating,54,27,27
E09000002,Barking and Dagenham,E01000049,Electric (including storage heaters) central heating,175,201,-26
E09000002,Barking and Dagenham,E01000049,Gas central heating,296,351,-55
E09000002,Barking and Dagenham,E01000049,No central heating,13,12,1
E09000002,Barking and Dagenham,E01000049,Oil central heating,0,2,-2
E09000002,Barking and Dagenham,E01000049,Other central heating,39,42,-3
E09000002,Barking and Dagenham,E01000049,"Solid fuel (for example wood, coal) central heating",1,0,1
E09000002,Barking and Dagenham,E01000049,Two or more types of central heating,43,35,8
E09000002,Barking and Dagenham,E01000050,Electric (including storage heaters) central heating,96,61,35
E09000002,Barking and Dagenham,E01000050,Gas central heating,425,471,-46
E09000002,Barking and Dagenham,E01000050,No central heating,14,35,-21
E09000002,Barking and Dagenham,E01000050,Oil central heating,1,0,1
E09000002,Barking and Dagenham,E01000050,Other central heating,32,20,12
E09000002,Barking and Dagenham,E01000050,"Solid fuel (for example wood, coal) central heating",0,0,0
E09000002,Barking and Dagenham,E01000050,Two or more types of central heating,58,28,30
