lad22cd,lad22nm,category,count_21
E09000025,Newham,Living in a same-sex couple: Married or in a civil partnership,807
E09000025,Newham,"Living in a couple: Separated, but still married or in a civil partnership",464
E09000025,Newham,Living in an opposite-sex couple: Cohabiting,26409
E09000025,Newham,Living in a same-sex couple: Cohabiting,2558
E09000025,Newham,Not living in a couple: Single (never married and never registered a same-sex civil partnership),104488
E09000025,Newham,Not living in a couple: Married or in a registered civil partnership,13673
E09000025,Newham,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),5830
E09000025,Newham,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,14632
E09000025,Newham,Not living in a couple: Widowed or surviving partner from a civil partnership,9037
E09000026,Redbridge,Living in an opposite-sex couple: Married or in a civil partnership,112189
E09000026,Redbridge,Living in a same-sex couple: Married or in a civil partnership,458
E09000026,Redbridge,"Living in a couple: Separated, but still married or in a civil partnership",363
E09000026,Redbridge,Living in an opposite-sex couple: Cohabiting,16898
E09000026,Redbridge,Living in a same-sex couple: Cohabiting,934
E09000026,Redbridge,Not living in a couple: Single (never married and never registered a same-sex civil partnership),72770
E09000026,Redbridge,Not living in a couple: Married or in a registered civil partnership,9198
E09000026,Redbridge,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),4220
E09000026,Redbridge,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,12189
E09000026,Redbridge,Not living in a couple: Widowed or surviving partner from a civil partnership,11057
E09000027,Richmond upon Thames,Living in an opposite-sex couple: Married or in a civil partnership,73525
E09000027,Richmond upon Thames,Living in a same-sex couple: Married or in a civil partnership,867
E09000027,Richmond upon Thames,"Living in a couple: Separated, but still married or in a civil partnership",181
E09000027,Richmond upon Thames,Living in an opposite-sex couple: Cohabiting,18496
E09000027,Richmond upon Thames,Living in a same-sex couple: Cohabiting,1051
E09000027,Richmond upon Thames,Not living in a couple: Single (never married and never registered a same-sex civil partnership),38745
E09000027,Richmond upon Thames,Not living in a couple: Married or in a registered civil partnership,2242
E09000027,Richmond upon Thames,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),2512
E09000027,Richmond upon Thames,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,9721
E09000027,Richmond upon Thames,Not living in a couple: Widowed or surviving partner from a civil partnership,6666
E09000028,Southwark,Living in an opposite-sex couple: Married or in a civil partnership,58713
E09000028,Southwark,Living in a same-sex couple: Married or in a civil partnership,2126
E09000028,Southwark,"Living in a couple: Separated, but still married or in a civil partnership",440
E09000028,Southwark,Living in an opposite-sex couple: Cohabiting,36928
E09000028,Southwark,Living in a same-sex couple: Cohabiting,4292
E09000028,Southwark,Not living in a couple: Single (never married and never registered a same-sex civil partnership),113149
E09000028,Southwark,Not living in a couple: Married or in a registered civil partnership,6390
E09000028,Southwark,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),6147
E09000028,Southwark,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,15735
E09000028,Southwark,Not living in a couple: Widowed or surviving partner from a civil partnership,7117
E09000029,Sutton,Living in an opposite-sex couple: Married or in a civil partnership,76447
E09000029,Sutton,Living in a same-sex couple: Married or in a civil partnership,454
E09000029,Sutton,"Living in a couple: Separated, but still married or in a civil partnership",271
E09000029,Sutton,Living in an opposite-sex couple: Cohabiting,18752
E09000029,Sutton,Living in a same-sex couple: Cohabiting,944
E09000029,Sutton,Not living in a couple: Single (never married and never registered a same-sex civil partnership),44240
E09000029,Sutton,Not living in a couple: Married or in a registered civil partnership,2460
E09000029,Sutton,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),2834
E09000029,Sutton,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,9861
E09000029,Sutton,Not living in a couple: Widowed or surviving partner from a civil partnership,8182
E09000030,Tower Hamlets,Living in an opposite-sex couple: Married or in a civil partnership,69479
E09000030,Tower Hamlets,Living in a same-sex couple: Married or in a civil partnership,1709
E09000030,Tower Hamlets,"Living in a couple: Separated, but still married or in a civil partnership",201
E09000030,Tower Hamlets,Living in an opposite-sex couple: Cohabiting,33184
E09000030,Tower Hamlets,Living in a same-sex couple: Cohabiting,3724
E09000030,Tower Hamlets,Not living in a couple: Single (never married and never registered a same-sex civil partnership),109704
E09000030,Tower Hamlets,Not living in a couple: Married or in a registered civil partnership,7331
E09000030,Tower Hamlets,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),4439
E09000030,Tower Hamlets,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,10462
E09000030,Tower Hamlets,Not living in a couple: Widowed or surviving partner from a civil partnership,6567
E09000031,Waltham Forest,Living in an opposite-sex couple: Married or in a civil partnership,78093
E09000031,Waltham Forest,Living in a same-sex couple: Married or in a civil partnership,1216
E09000031,Waltham Forest,"Living in a couple: Separated, but still married or in a civil partnership",340
E09000031,Waltham Forest,Living in an opposite-sex couple: Cohabiting,29506
E09000031,Waltham Forest,Living in a same-sex couple: Cohabiting,2320
E09000031,Waltham Forest,Not living in a couple: Single (never married and never registered a same-sex civil partnership),75869
E09000031,Waltham Forest,Not living in a couple: Married or in a registered civil partnership,7331
E09000031,Waltham Forest,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),4526
E09000031,Waltham Forest,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,13321
E09000031,Waltham Forest,Not living in a couple: Widowed or surviving partner from a civil partnership,7933
E09000032,Wandsworth,Living in an opposite-sex couple: Married or in a civil partnership,82063
E09000032,Wandsworth,Living in a same-sex couple: Married or in a civil partnership,1747
E09000032,Wandsworth,"Living in a couple: Separated, but still married or in a civil partnership",238
E09000032,Wandsworth,Living in an opposite-sex couple: Cohabiting,42320
E09000032,Wandsworth,Living in a same-sex couple: Cohabiting,2926
E09000032,Wandsworth,Not living in a couple: Single (never married and never registered a same-sex civil partnership),108531
E09000032,Wandsworth,Not living in a couple: Married or in a registered civil partnership,5203
E09000032,Wandsworth,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),4169
E09000032,Wandsworth,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,14150
E09000032,Wandsworth,Not living in a couple: Widowed or surviving partner from a civil partnership,7719
E09000033,Westminster,Living in an opposite-sex couple: Married or in a civil partnership,48354
E09000033,Westminster,Living in a same-sex couple: Married or in a civil partnership,1245
E09000033,Westminster,"Living in a couple: Separated, but still married or in a civil partnership",269
E09000033,Westminster,Living in an opposite-sex couple: Cohabiting,18454
E09000033,Westminster,Living in a same-sex couple: Cohabiting,1910
E09000033,Westminster,Not living in a couple: Single (never married and never registered a same-sex civil partnership),75760
E09000033,Westminster,Not living in a couple: Married or in a registered civil partnership,6404
E09000033,Westminster,Not living in a couple: Separated (including those who are married and those who are in civil partnerships),3599
E09000033,Westminster,Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,11524
E09000033,Westminster,Not living in a couple: Widowed or surviving partner from a civil partnership,5877
