lad22cd,lad22nm,category,count_21
E09000015,Harrow,Europe: Other Europe: EU countries: Countries that joined the EU between April 2011 and March 2021: Croatia,64
E09000015,Harrow,Europe: Other Europe: Rest of Europe: Turkey,485
E09000015,Harrow,Europe: Other Europe: Rest of Europe: Other Europe,3051
E09000015,Harrow,Africa: North Africa,1375
E09000015,Harrow,Africa: Central and Western Africa: Ghana,915
E09000015,Harrow,Africa: Central and Western Africa: Nigeria,1199
E09000015,Harrow,Africa: Central and Western Africa: Other Central and Western Africa,635
E09000015,Harrow,Africa: South and Eastern Africa: Kenya,10859
E09000015,Harrow,Africa: South and Eastern Africa: Somalia,2455
E09000015,Harrow,Africa: South and Eastern Africa: South Africa,766
E09000015,Harrow,Africa: South and Eastern Africa: Zimbabwe,319
E09000015,Harrow,Africa: South and Eastern Africa: Other South and Eastern Africa,8058
E09000015,Harrow,Africa: Africa not otherwise specified,185
E09000015,Harrow,Middle East and Asia: Middle East: Iran,1331
E09000015,Harrow,Middle East and Asia: Middle East: Iraq,1506
E09000015,Harrow,Middle East and Asia: Middle East: Other Middle East,3303
E09000015,Harrow,Middle East and Asia: Eastern Asia: China,792
E09000015,Harrow,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),820
E09000015,Harrow,Middle East and Asia: Eastern Asia: Other Eastern Asia,430
E09000015,Harrow,Middle East and Asia: Southern Asia: Afghanistan,4825
E09000015,Harrow,Middle East and Asia: Southern Asia: India,26376
E09000015,Harrow,Middle East and Asia: Southern Asia: Pakistan,4485
E09000015,Harrow,Middle East and Asia: Southern Asia: Bangladesh,812
E09000015,Harrow,Middle East and Asia: Southern Asia: Sri Lanka,10706
E09000015,Harrow,Middle East and Asia: Southern Asia: Other Southern Asia,1586
E09000015,Harrow,Middle East and Asia: South-East Asia: Philippines,1172
E09000015,Harrow,Middle East and Asia: South-East Asia: Malaysia,563
E09000015,Harrow,Middle East and Asia: South-East Asia: Singapore,160
E09000015,Harrow,Middle East and Asia: South-East Asia: Other South-East Asia,591
E09000015,Harrow,Middle East and Asia: Central Asia,59
E09000015,Harrow,The Americas and the Caribbean: North America: United States,735
E09000015,Harrow,The Americas and the Caribbean: North America: Canada,230
E09000015,Harrow,The Americas and the Caribbean: North America: Other North America,17
E09000015,Harrow,The Americas and the Caribbean: Central America: All Central American countries,52
E09000015,Harrow,The Americas and the Caribbean: South America: All South American countries,1507
E09000015,Harrow,The Americas and the Caribbean: The Caribbean: Jamaica,1505
E09000015,Harrow,The Americas and the Caribbean: The Caribbean: Other Caribbean,993
E09000015,Harrow,Antarctica and Oceania: Australasia: Australia,287
E09000015,Harrow,Antarctica and Oceania: Australasia: New Zealand,136
E09000015,Harrow,Antarctica and Oceania: Australasia: Other Australasia,0
E09000015,Harrow,Antarctica and Oceania: Other Oceania and Antarctica,172
E09000015,Harrow,Other,2
E09000016,Havering,Europe: United Kingdom: England,208603
E09000016,Havering,Europe: United Kingdom: Northern Ireland,443
E09000016,Havering,Europe: United Kingdom: Scotland,1284
E09000016,Havering,Europe: United Kingdom: Wales,830
E09000016,Havering,Europe: United Kingdom: Great Britain not otherwise specified,2
E09000016,Havering,Europe: United Kingdom: United Kingdom not otherwise specified,5
E09000016,Havering,Europe: Other Europe: EU countries: Member countries in March 2001: Ireland,2082
E09000016,Havering,Europe: Other Europe: EU countries: Member countries in March 2001: France,363
E09000016,Havering,Europe: Other Europe: EU countries: Member countries in March 2001: Germany,495
E09000016,Havering,Europe: Other Europe: EU countries: Member countries in March 2001: Italy,752
E09000016,Havering,Europe: Other Europe: EU countries: Member countries in March 2001: Portugal (including Madeira and the Azores),488
E09000016,Havering,Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands),485
E09000016,Havering,Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001,678
E09000016,Havering,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Lithuania,2841
E09000016,Havering,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Poland,1868
E09000016,Havering,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Romania,5393
E09000016,Havering,Europe: Other Europe: EU countries: Countries that joined the EU between April 2001 and March 2011: Other EU countries,2686
E09000016,Havering,Europe: Other Europe: EU countries: Countries that joined the EU between April 2011 and March 2021: Croatia,70
E09000016,Havering,Europe: Other Europe: Rest of Europe: Turkey,588
E09000016,Havering,Europe: Other Europe: Rest of Europe: Other Europe,4233
E09000016,Havering,Africa: North Africa,507
E09000016,Havering,Africa: Central and Western Africa: Ghana,1246
E09000016,Havering,Africa: Central and Western Africa: Nigeria,4137
E09000016,Havering,Africa: Central and Western Africa: Other Central and Western Africa,855
E09000016,Havering,Africa: South and Eastern Africa: Kenya,662
E09000016,Havering,Africa: South and Eastern Africa: Somalia,161
E09000016,Havering,Africa: South and Eastern Africa: South Africa,681
E09000016,Havering,Africa: South and Eastern Africa: Zimbabwe,710
E09000016,Havering,Africa: South and Eastern Africa: Other South and Eastern Africa,1399
E09000016,Havering,Africa: Africa not otherwise specified,22
E09000016,Havering,Middle East and Asia: Middle East: Iran,229
E09000016,Havering,Middle East and Asia: Middle East: Iraq,164
E09000016,Havering,Middle East and Asia: Middle East: Other Middle East,423
E09000016,Havering,Middle East and Asia: Eastern Asia: China,592
E09000016,Havering,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),460
E09000016,Havering,Middle East and Asia: Eastern Asia: Other Eastern Asia,148
E09000016,Havering,Middle East and Asia: Southern Asia: Afghanistan,228
E09000016,Havering,Middle East and Asia: Southern Asia: India,4603
E09000016,Havering,Middle East and Asia: Southern Asia: Pakistan,2505
E09000016,Havering,Middle East and Asia: Southern Asia: Bangladesh,1910
E09000016,Havering,Middle East and Asia: Southern Asia: Sri Lanka,764
E09000016,Havering,Middle East and Asia: Southern Asia: Other Southern Asia,102
E09000016,Havering,Middle East and Asia: South-East Asia: Philippines,1138
E09000016,Havering,Middle East and Asia: South-East Asia: Malaysia,281
E09000016,Havering,Middle East and Asia: South-East Asia: Singapore,90
E09000016,Havering,Middle East and Asia: South-East Asia: Other South-East Asia,525
E09000016,Havering,Middle East and Asia: Central Asia,72
E09000016,Havering,The Americas and the Caribbean: North America: United States,363
E09000016,Havering,The Americas and the Caribbean: North America: Canada,153
