lad22cd,lad22nm,category,count_21
E09000017,Hillingdon,Arrived in the UK: Aged 18 to 19 years,7573
E09000017,Hillingdon,Arrived in the UK: Aged 20 to 24 years,23086
E09000017,Hillingdon,Arrived in the UK: Aged 25 to 29 years,20613
E09000017,Hillingdon,Arrived in the UK: Aged 30 to 44 years,24737
E09000017,Hillingdon,Arrived in the UK: Aged 45 to 59 years,6135
E09000017,Hillingdon,Arrived in the UK: Aged 60 to 64 years,778
E09000017,Hillingdon,Arrived in the UK: Aged 65 to 74 years,922
E09000017,Hillingdon,Arrived in the UK: Aged 75 to 84 years,221
E09000017,Hillingdon,Arrived in the UK: Aged 85 to 89 years,29
E09000017,Hillingdon,Arrived in the UK: Aged 90 years and over,5
E09000018,Hounslow,Born in the UK,145556
E09000018,Hounslow,Arrived in the UK: Aged 0 to 4 years,11398
E09000018,Hounslow,Arrived in the UK: Aged 5 to 7 years,5356
E09000018,Hounslow,Arrived in the UK: Aged 8 to 9 years,3607
E09000018,Hounslow,Arrived in the UK: Aged 10 to 14 years,8478
E09000018,Hounslow,Arrived in the UK: Aged 15 years,1976
E09000018,Hounslow,Arrived in the UK: Aged 16 to 17 years,5130
E09000018,Hounslow,Arrived in the UK: Aged 18 to 19 years,7673
E09000018,Hounslow,Arrived in the UK: Aged 20 to 24 years,27221
E09000018,Hounslow,Arrived in the UK: Aged 25 to 29 years,26223
E09000018,Hounslow,Arrived in the UK: Aged 30 to 44 years,34220
E09000018,Hounslow,Arrived in the UK: Aged 45 to 59 years,8670
E09000018,Hounslow,Arrived in the UK: Aged 60 to 64 years,1106
E09000018,Hounslow,Arrived in the UK: Aged 65 to 74 years,1218
E09000018,Hounslow,Arrived in the UK: Aged 75 to 84 years,302
E09000018,Hounslow,Arrived in the UK: Aged 85 to 89 years,39
E09000018,Hounslow,Arrived in the UK: Aged 90 years and over,6
E09000019,Islington,Born in the UK,130213
E09000019,Islington,Arrived in the UK: Aged 0 to 4 years,5992
E09000019,Islington,Arrived in the UK: Aged 5 to 7 years,2419
E09000019,Islington,Arrived in the UK: Aged 8 to 9 years,1574
E09000019,Islington,Arrived in the UK: Aged 10 to 14 years,4041
E09000019,Islington,Arrived in the UK: Aged 15 years,1105
E09000019,Islington,Arrived in the UK: Aged 16 to 17 years,4018
E09000019,Islington,Arrived in the UK: Aged 18 to 19 years,6344
E09000019,Islington,Arrived in the UK: Aged 20 to 24 years,19507
E09000019,Islington,Arrived in the UK: Aged 25 to 29 years,20466
E09000019,Islington,Arrived in the UK: Aged 30 to 44 years,17465
E09000019,Islington,Arrived in the UK: Aged 45 to 59 years,2654
E09000019,Islington,Arrived in the UK: Aged 60 to 64 years,343
E09000019,Islington,Arrived in the UK: Aged 65 to 74 years,332
E09000019,Islington,Arrived in the UK: Aged 75 to 84 years,100
E09000019,Islington,Arrived in the UK: Aged 85 to 89 years,10
E09000019,Islington,Arrived in the UK: Aged 90 years and over,6
E09000020,Kensington and Chelsea,Born in the UK,66063
E09000020,Kensington and Chelsea,Arrived in the UK: Aged 0 to 4 years,5762
E09000020,Kensington and Chelsea,Arrived in the UK: Aged 5 to 7 years,2283
E09000020,Kensington and Chelsea,Arrived in the UK: Aged 8 to 9 years,1361
E09000020,Kensington and Chelsea,Arrived in the UK: Aged 10 to 14 years,3630
E09000020,Kensington and Chelsea,Arrived in the UK: Aged 15 years,987
E09000020,Kensington and Chelsea,Arrived in the UK: Aged 16 to 17 years,3282
E09000020,Kensington and Chelsea,Arrived in the UK: Aged 18 to 19 years,4559
E09000020,Kensington and Chelsea,Arrived in the UK: Aged 20 to 24 years,13915
