lad22cd,lad22nm,lsoa21cd,"Asian, Asian British or Asian Welsh: Bangladeshi","Asian, Asian British or Asian Welsh: Chinese","Asian, Asian British or Asian Welsh: Indian","Asian, Asian British or Asian Welsh: Other Asian","Asian, Asian British or Asian Welsh: Pakistani","Black, Black British, Black Welsh, Caribbean or African: African","Black, Black British, Black Welsh, Caribbean or African: Caribbean","Black, Black British, Black Welsh, Caribbean or African: Other Black",Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,Mixed or Multiple ethnic groups: White and Asian,Mixed or Multiple ethnic groups: White and Black African,Mixed or Multiple ethnic groups: White and Black Caribbean,Other ethnic group: Any other ethnic group,Other ethnic group: Arab,"White: English, Welsh, Scottish, Northern Irish or British",White: Gypsy or Irish Traveller,White: Irish,White: Other White
E09000030,Tower Hamlets,E01004324,947,16,31,18,11,49,11,9,18,9,3,11,16,9,277,0,16,123
E09000030,Tower Hamlets,E01004326,522,24,24,51,22,50,14,21,23,23,5,6,33,24,373,1,18,210
E09000031,Waltham Forest,E01004327,39,16,62,42,79,162,133,32,21,8,14,28,33,22,323,0,22,177
E09000031,Waltham Forest,E01004328,47,19,74,56,142,182,185,70,32,9,20,44,44,33,365,4,24,490
E09000031,Waltham Forest,E01004329,116,53,103,48,146,239,255,54,19,14,18,27,29,30,378,1,25,376
E09000031,Waltham Forest,E01004330,75,43,51,53,108,173,213,48,32,13,20,27,30,19,418,0,38,473
E09000031,Waltham Forest,E01004331,106,30,66,65,128,328,198,40,40,29,29,36,29,18,406,0,8,300
E09000031,Waltham Forest,E01004332,116,26,62,72,146,179,187,55,58,15,31,29,53,22,357,5,19,417
E09000031,Waltham Forest,E01004333,40,39,82,46,216,222,118,58,50,13,27,43,74,12,431,0,27,271
E09000031,Waltham Forest,E01004334,43,10,42,61,116,217,175,83,31,15,23,36,55,22,382,0,15,181
E09000031,Waltham Forest,E01004335,70,16,58,56,193,430,187,101,22,6,29,51,67,23,375,0,16,143
E09000031,Waltham Forest,E01004336,134,44,103,118,285,160,140,35,20,7,18,36,47,11,209,3,16,313
E09000031,Waltham Forest,E01004337,90,18,119,106,214,133,155,78,27,15,35,19,30,75,455,6,30,361
E09000031,Waltham Forest,E01004338,122,32,80,96,219,150,139,37,25,19,8,19,40,7,286,1,29,463
E09000031,Waltham Forest,E01004339,45,11,82,60,193,139,129,76,21,19,12,24,58,106,447,4,27,361
E09000031,Waltham Forest,E01004340,39,20,74,56,164,243,227,62,39,19,36,52,57,19,423,5,19,295
E09000031,Waltham Forest,E01004341,50,11,66,53,130,316,191,73,52,11,20,43,40,40,383,0,22,256
E09000031,Waltham Forest,E01004342,83,15,44,118,278,178,131,52,21,25,44,50,69,65,619,2,14,335
E09000031,Waltham Forest,E01004343,12,14,30,76,103,66,140,53,29,26,13,51,35,8,943,0,30,165
E09000031,Waltham Forest,E01004344,17,14,58,124,183,178,223,86,35,26,26,48,53,29,489,4,13,234
E09000031,Waltham Forest,E01004345,10,4,36,81,237,156,206,63,76,35,23,43,44,30,535,6,34,306
E09000031,Waltham Forest,E01004346,7,5,26,62,153,122,109,49,20,13,15,32,38,39,765,1,29,228
E09000031,Waltham Forest,E01004347,23,13,34,105,124,127,136,40,35,20,36,40,37,25,847,0,36,305
E09000031,Waltham Forest,E01004348,28,22,61,188,250,202,267,96,33,51,20,45,82,26,726,18,52,521
E09000031,Waltham Forest,E01004349,24,3,4,31,28,94,47,14,21,11,20,25,22,0,966,0,12,117
E09000031,Waltham Forest,E01004350,5,0,14,27,46,44,60,23,22,11,6,25,25,3,1266,1,41,134
E09000031,Waltham Forest,E01004351,0,2,8,24,14,24,53,7,21,20,6,18,26,6,1242,1,35,94
E09000031,Waltham Forest,E01004352,0,9,6,21,19,14,25,17,10,18,5,20,11,15,1561,0,37,132
E09000031,Waltham Forest,E01004353,0,1,10,35,23,14,26,0,12,10,6,25,18,5,1497,0,25,99
E09000031,Waltham Forest,E01004354,0,15,11,26,22,37,21,15,22,17,9,48,11,1,1338,3,33,139
E09000031,Waltham Forest,E01004355,10,4,21,24,68,53,84,25,26,14,13,31,24,14,1053,0,19,116
E09000031,Waltham Forest,E01004356,5,20,24,36,68,80,54,12,21,8,5,38,41,6,1073,1,24,114
E09000031,Waltham Forest,E01004357,25,16,20,46,46,110,48,39,22,14,5,13,30,8,933,4,26,151
E09000031,Waltham Forest,E01004358,3,2,22,26,31,50,35,18,27,13,9,29,23,2,1174,0,40,143
E09000031,Waltham Forest,E01004359,1,10,22,27,50,36,43,28,20,22,7,20,16,3,1211,1,42,114
E09000031,Waltham Forest,E01004360,5,8,48,13,39,15,40,10,9,16,4,21,31,12,956,2,19,83
E09000031,Waltham Forest,E01004361,4,2,13,21,31,21,66,16,19,4,4,25,30,12,912,0,18,96
E09000031,Waltham Forest,E01004362,24,17,84,35,73,82,117,27,26,23,11,25,41,30,705,1,50,243
E09000031,Waltham Forest,E01004363,9,11,164,121,255,34,125,39,16,16,10,19,44,11,411,0,22,258
E09000031,Waltham Forest,E01004364,47,13,102,68,420,148,152,62,16,10,8,31,44,35,372,0,45,165
E09000031,Waltham Forest,E01004365,103,88,103,223,632,140,130,49,21,10,8,24,123,14,261,1,11,348
E09000031,Waltham Forest,E01004366,22,11,125,81,284,92,158,40,30,23,22,27,36,47,619,0,36,238
E09000031,Waltham Forest,E01004367,45,32,105,106,386,68,148,47,15,22,5,17,32,18,299,2,24,266
E09000031,Waltham Forest,E01004368,46,21,86,84,388,101,143,27,19,22,9,27,53,23,456,0,53,317
E09000031,Waltham Forest,E01004369,60,32,63,91,184,144,97,21,68,19,15,18,51,39,372,15,22,455
E09000031,Waltham Forest,E01004370,50,14,47,90,195,116,194,52,25,14,9,26,68,19,445,7,32,383
E09000031,Waltham Forest,E01004371,58,12,84,91,154,100,172,27,30,15,13,24,39,35,503,3,31,312
E09000031,Waltham Forest,E01004372,22,12,51,48,99,123,106,85,27,20,19,25,81,79,615,10,38,371
E09000031,Waltham Forest,E01004373,73,34,81,97,251,118,148,35,64,19,17,11,52,20,300,4,32,423
E09000031,Waltham Forest,E01004374,61,28,156,75,216,103,162,44,35,12,23,35,48,24,463,0,54,351
E09000031,Waltham Forest,E01004375,81,30,87,133,251,114,85,45,31,19,18,14,65,31,371,3,28,449
E09000031,Waltham Forest,E01004376,77,56,166,132,394,106,88,31,40,21,29,13,65,27,234,1,17,497
E09000031,Waltham Forest,E01004377,18,8,38,55,172,108,145,39,31,18,13,41,31,10,877,0,26,152
E09000031,Waltham Forest,E01004378,27,9,49,43,159,77,183,50,26,18,17,63,35,20,787,2,47,221
E09000031,Waltham Forest,E01004379,1,35,50,23,16,44,58,14,18,11,12,23,36,5,976,0,20,88
E09000031,Waltham Forest,E01004380,10,8,31,28,61,38,58,9,18,17,19,33,22,1,1035,0,32,91
E09000031,Waltham Forest,E01004381,22,16,61,51,68,51,78,21,29,26,6,52,20,6,1143,0,45,120
E09000031,Waltham Forest,E01004382,43,9,18,45,79,181,120,81,39,11,15,28,59,17,695,0,33,147
E09000031,Waltham Forest,E01004383,4,3,33,35,64,34,60,25,27,12,14,43,51,5,1086,8,15,115
E09000031,Waltham Forest,E01004384,18,5,16,51,76,121,114,31,25,10,22,51,48,7,1066,3,20,139
E09000031,Waltham Forest,E01004385,13,2,29,39,21,68,47,45,24,26,8,30,20,19,868,0,30,95
E09000031,Waltham Forest,E01004386,22,5,38,16,8,19,47,13,21,18,3,24,22,5,1265,1,31,103
E09000031,Waltham Forest,E01004387,0,2,25,21,25,32,23,12,14,26,2,15,28,1,1171,2,36,65
E09000031,Waltham Forest,E01004388,5,7,32,23,46,56,37,13,15,13,3,19,14,20,1047,2,25,104
E09000031,Waltham Forest,E01004389,16,5,16,35,46,39,49,29,13,11,1,36,31,4,1119,5,19,139
E09000031,Waltham Forest,E01004390,13,5,16,7,36,48,84,31,22,19,12,22,32,5,1076,1,21,146
E09000031,Waltham Forest,E01004391,21,27,50,68,189,81,109,42,39,18,5,31,47,34,676,6,43,363
E09000031,Waltham Forest,E01004392,47,26,73,152,424,108,116,39,31,48,14,24,74,47,591,0,38,431
E09000031,Waltham Forest,E01004393,15,15,43,107,118,181,106,271,27,12,25,21,55,249,781,3,27,335
E09000031,Waltham Forest,E01004394,21,19,68,109,272,139,130,55,20,21,15,43,46,26,532,1,35,269
E09000031,Waltham Forest,E01004395,20,24,32,45,223,58,113,45,24,14,10,19,50,24,602,2,29,279
E09000031,Waltham Forest,E01004396,19,14,42,216,298,25,83,62,22,23,5,30,45,35,524,0,32,379
E09000031,Waltham Forest,E01004397,28,44,134,168,419,143,139,47,45,28,21,25,50,43,529,4,30,419
E09000031,Waltham Forest,E01004398,50,5,72,96,250,147,151,53,33,31,11,53,52,20,677,4,17,244
E09000031,Waltham Forest,E01004399,40,7,51,95,204,242,180,61,20,15,18,42,37,12,492,24,29,164
E09000031,Waltham Forest,E01004400,4,20,28,106,110,133,206,63,27,12,10,39,67,22,543,3,27,303
E09000031,Waltham Forest,E01004401,15,29,38,188,112,177,151,69,36,15,13,49,79,6,656,1,25,443
E09000031,Waltham Forest,E01004402,16,9,23,130,212,182,197,38,28,13,17,39,67,17,546,3,19,248
E09000031,Waltham Forest,E01004403,18,11,34,85,168,188,155,60,27,23,13,35,47,12,668,12,33,228
E09000031,Waltham Forest,E01004404,48,25,36,123,170,197,209,69,32,15,32,35,57,62,531,1,30,377
E09000031,Waltham Forest,E01004405,26,21,68,118,283,105,127,43,18,14,21,38,37,23,420,2,14,274
E09000031,Waltham Forest,E01004406,25,30,44,125,285,141,120,34,39,21,17,25,57,29,403,0,28,436
E09000031,Waltham Forest,E01004407,25,7,35,50,112,332,148,63,35,9,152,39,34,74,304,4,10,200
E09000031,Waltham Forest,E01004408,24,35,43,104,196,96,104,47,22,24,15,17,28,21,658,2,27,286
E09000031,Waltham Forest,E01004409,1,13,51,80,246,84,62,26,31,22,21,15,43,21,603,0,26,316
E09000031,Waltham Forest,E01004410,12,13,29,71,125,140,153,56,46,16,21,50,61,26,795,1,30,253
E09000031,Waltham Forest,E01004411,35,18,74,102,313,88,100,24,35,11,20,19,63,24,479,3,23,290
E09000031,Waltham Forest,E01004412,14,36,37,64,188,79,76,22,29,28,6,35,24,20,763,0,34,284
E09000031,Waltham Forest,E01004413,8,7,26,31,57,43,107,35,10,11,9,40,35,9,1031,2,21,82
E09000031,Waltham Forest,E01004414,10,16,52,31,26,45,93,22,19,17,8,28,24,7,984,0,21,204
E09000031,Waltham Forest,E01004415,35,3,34,29,58,44,101,22,21,12,4,33,41,16,963,1,22,120
E09000031,Waltham Forest,E01004416,4,2,13,41,50,55,73,43,16,11,21,51,30,22,1124,0,26,115
E09000031,Waltham Forest,E01004417,15,9,30,56,56,97,90,25,27,23,10,41,52,8,868,0,42,214
E09000031,Waltham Forest,E01004418,13,20,39,51,85,91,109,25,47,20,5,40,40,12,830,8,41,177
E09000031,Waltham Forest,E01004419,25,1,66,49,110,81,106,29,18,10,4,17,50,12,590,0,7,149
E09000031,Waltham Forest,E01004420,29,18,132,129,568,198,180,53,19,15,12,28,78,19,316,9,34,297
E09000031,Waltham Forest,E01004421,7,21,220,173,617,118,184,71,65,10,13,21,57,66,262,6,16,222
E09000031,Waltham Forest,E01004422,13,27,120,115,133,108,222,56,31,6,5,24,77,11,387,7,23,297
E09000031,Waltham Forest,E01004423,33,19,54,64,288,163,155,72,23,5,13,29,32,54,267,0,9,257
E09000031,Waltham Forest,E01004424,26,35,84,66,353,228,197,94,18,21,31,37,71,33,242,2,12,283
E09000031,Waltham Forest,E01004425,29,17,58,62,176,294,173,109,46,21,23,57,76,31,514,6,28,370
E09000031,Waltham Forest,E01004426,70,12,84,92,426,189,251,109,39,19,3,29,39,38,426,11,28,288
E09000031,Waltham Forest,E01004427,27,21,73,81,176,231,252,60,44,42,34,36,86,45,414,1,22,468
E09000031,Waltham Forest,E01004428,33,6,37,59,180,280,227,119,31,15,16,42,49,50,406,0,24,189
E09000031,Waltham Forest,E01004429,82,15,70,63,231,218,190,65,24,13,16,45,25,19,347,1,30,318
E09000031,Waltham Forest,E01004430,94,78,158,124,266,180,135,62,31,20,29,22,75,22,353,1,26,524
E09000031,Waltham Forest,E01004432,28,37,42,103,258,182,203,52,23,13,14,23,47,33,322,1,35,339
E09000031,Waltham Forest,E01004434,77,13,68,93,342,180,263,98,44,10,27,35,60,53,375,0,15,292
E09000031,Waltham Forest,E01004435,23,13,66,113,275,202,215,80,22,28,26,27,57,46,417,2,34,387
E09000031,Waltham Forest,E01004436,37,9,170,89,173,77,107,36,25,18,9,20,25,54,599,0,45,219
E09000031,Waltham Forest,E01004437,38,7,110,61,182,125,126,49,29,18,19,37,46,34,615,4,34,351
E09000031,Waltham Forest,E01004438,71,26,254,93,142,88,83,32,20,25,23,31,44,61,625,2,25,420
E09000031,Waltham Forest,E01004439,50,28,109,77,169,117,156,32,40,22,12,23,29,19,512,1,25,257
E09000031,Waltham Forest,E01004440,60,23,246,83,129,155,122,36,50,29,17,55,33,61,594,2,45,424
E09000031,Waltham Forest,E01004441,30,18,206,54,86,56,68,25,21,30,9,14,18,37,702,1,37,209
E09000031,Waltham Forest,E01004442,58,17,116,59,98,75,82,61,39,28,21,25,43,29,713,1,41,248
E09000031,Waltham Forest,E01004443,35,44,159,141,706,127,78,29,35,26,8,11,64,17,337,3,21,325
E09000031,Waltham Forest,E01004444,29,20,108,149,425,261,188,104,42,26,38,38,97,67,711,2,33,543
E09000031,Waltham Forest,E01004445,10,24,59,90,148,53,54,22,21,8,3,21,38,24,281,6,11,191
E09000031,Waltham Forest,E01004446,23,14,73,106,290,100,138,52,31,25,9,19,103,16,536,5,30,345
E09000031,Waltham Forest,E01004447,13,29,122,155,363,96,154,45,26,17,9,15,35,18,439,4,25,310
E09000031,Waltham Forest,E01004448,14,10,51,56,178,173,163,74,20,17,18,50,62,53,542,2,24,390
E09000031,Waltham Forest,E01004449,60,9,77,106,355,187,162,64,39,14,25,77,43,31,421,2,17,149
E09000031,Waltham Forest,E01004450,8,16,13,55,39,42,98,39,26,18,10,37,37,13,1018,0,33,153
E09000031,Waltham Forest,E01004451,13,7,33,62,32,58,133,24,44,10,19,29,33,13,1035,5,22,154
E09000031,Waltham Forest,E01004452,16,10,28,56,48,80,89,25,41,11,11,28,37,7,941,8,26,168
E09000031,Waltham Forest,E01004453,10,7,52,61,105,89,162,43,22,31,4,47,43,10,722,0,18,199
E09000031,Waltham Forest,E01004454,12,3,32,63,141,102,100,55,17,16,5,27,61,16,864,1,22,177
E09000031,Waltham Forest,E01004455,22,9,74,83,133,131,105,62,19,29,10,26,46,13,555,2,26,192
E09000031,Waltham Forest,E01004456,37,7,17,55,68,258,210,75,22,1,24,29,29,11,593,5,13,103
E09000031,Waltham Forest,E01004457,33,36,42,151,228,117,141,51,33,17,22,27,59,30,584,5,37,281
E09000031,Waltham Forest,E01004458,54,43,61,160,253,123,91,54,31,12,7,24,71,18,493,1,33,333
E09000031,Waltham Forest,E01004459,56,14,16,107,176,223,145,64,27,7,14,33,59,38,488,0,9,159
E09000031,Waltham Forest,E01004460,10,30,48,173,223,137,150,51,31,26,20,52,57,15,581,8,25,318
E09000031,Waltham Forest,E01004462,2,29,75,163,377,106,152,55,34,19,9,15,38,33,407,0,22,259
E09000031,Waltham Forest,E01004463,15,16,28,65,79,115,106,35,34,37,18,40,41,25,936,0,52,361
E09000031,Waltham Forest,E01004464,24,6,40,96,169,242,117,60,29,26,23,35,46,18,439,2,17,190
E09000031,Waltham Forest,E01004465,14,2,40,82,177,71,129,53,22,27,22,18,26,18,596,2,34,169
E09000031,Waltham Forest,E01004466,5,7,44,39,207,59,89,21,24,19,14,28,23,11,835,0,28,170
E09000031,Waltham Forest,E01004467,22,13,83,117,199,256,160,107,25,18,30,35,94,35,545,2,31,383
E09000031,Waltham Forest,E01004468,25,9,60,58,159,83,147,21,23,16,12,26,15,19,712,0,38,198
E09000031,Waltham Forest,E01004469,41,11,52,85,210,226,115,52,28,15,24,43,61,22,428,0,23,204
E09000031,Waltham Forest,E01004470,20,13,34,54,146,145,142,51,28,19,28,27,54,7,479,4,25,248
E09000031,Waltham Forest,E01004471,6,15,35,96,162,181,184,42,25,13,18,32,52,35,552,0,17,259
E09000032,Wandsworth,E01004472,4,33,44,62,17,45,55,15,14,21,19,12,12,0,1301,1,72,280
E09000032,Wandsworth,E01004473,2,26,57,37,39,50,45,14,24,27,3,15,10,6,1098,0,49,196
E09000032,Wandsworth,E01004474,8,11,55,53,44,101,55,30,30,24,9,15,26,11,1125,0,60,209
E09000032,Wandsworth,E01004475,13,17,40,20,45,63,73,17,24,24,8,15,15,1,844,0,61,126
E09000032,Wandsworth,E01004476,12,28,29,45,66,40,58,9,27,19,3,9,19,5,751,1,39,215
E09000032,Wandsworth,E01004477,3,16,31,23,6,9,8,2,10,13,3,4,3,2,1181,0,40,318
E09000032,Wandsworth,E01004478,3,38,31,16,11,7,37,7,29,31,2,8,8,8,1067,1,46,176
E09000032,Wandsworth,E01004479,6,14,22,18,13,16,22,16,12,24,3,2,10,1,1196,1,31,141
E09000032,Wandsworth,E01004480,13,56,66,27,37,62,26,26,11,20,10,16,16,3,987,1,84,192
E09000032,Wandsworth,E01004481,21,18,89,53,98,46,53,30,27,25,11,23,29,7,897,1,48,211
E09000032,Wandsworth,E01004482,4,22,126,41,92,58,79,43,27,16,5,20,19,10,774,1,47,204
E09000032,Wandsworth,E01004483,18,50,107,46,128,93,106,38,32,35,9,27,16,15,1024,0,42,333
E09000032,Wandsworth,E01004484,8,19,38,18,26,51,71,37,21,24,6,34,15,11,913,5,32,194
E09000032,Wandsworth,E01004485,5,12,61,17,83,64,62,22,29,21,14,28,12,7,956,1,45,229
E09000032,Wandsworth,E01004486,9,26,29,34,12,31,54,17,25,21,7,18,8,5,953,0,40,189
E09000032,Wandsworth,E01004487,1,11,21,41,25,93,71,23,11,44,8,15,13,5,956,0,47,175
E09000032,Wandsworth,E01004488,9,20,48,23,34,50,78,23,20,19,6,29,16,2,955,0,62,117
E09000032,Wandsworth,E01004489,2,12,34,26,34,49,61,24,23,17,15,26,16,3,933,0,29,137
E09000032,Wandsworth,E01004490,1,9,20,18,42,15,27,19,18,20,11,8,12,5,1094,2,33,156
E09000032,Wandsworth,E01004491,10,46,105,177,133,201,117,38,24,22,14,36,48,29,852,4,64,230
E09000032,Wandsworth,E01004492,13,22,44,36,99,63,90,54,28,23,3,32,16,8,901,2,39,246
E09000032,Wandsworth,E01004493,0,13,16,38,89,45,77,11,13,24,8,24,16,10,1060,0,42,275
E09000032,Wandsworth,E01004494,2,27,31,40,58,67,81,28,27,17,14,42,21,11,930,0,30,240
E09000032,Wandsworth,E01004495,26,8,47,58,128,257,116,34,27,11,9,35,13,25,512,2,21,207
E09000032,Wandsworth,E01004496,4,7,55,28,73,41,29,11,23,21,15,11,27,2,1196,0,37,376
E09000032,Wandsworth,E01004497,4,18,25,8,26,41,49,26,15,25,7,26,13,4,968,2,31,157
E09000032,Wandsworth,E01004498,4,21,29,37,26,23,27,10,21,13,7,17,7,7,1176,1,38,241
E09000032,Wandsworth,E01004499,10,13,53,34,34,54,39,14,19,18,4,13,18,9,892,0,44,323
E09000032,Wandsworth,E01004500,7,43,29,43,23,12,36,9,15,16,11,22,31,11,875,1,48,390
E09000032,Wandsworth,E01004501,4,27,22,37,26,63,27,29,21,17,12,28,22,19,874,0,48,306
E09000032,Wandsworth,E01004502,0,33,17,47,57,6,12,8,30,28,8,17,8,11,1096,0,52,225
E09000032,Wandsworth,E01004503,1,17,31,34,47,44,27,8,40,14,4,12,25,26,979,0,61,302
E09000032,Wandsworth,E01004504,5,7,21,45,209,16,16,6,28,11,6,11,14,9,900,0,28,191
E09000032,Wandsworth,E01004505,2,37,40,56,24,22,11,13,34,17,6,5,46,39,885,1,31,347
E09000032,Wandsworth,E01004506,2,36,55,63,9,18,26,15,30,31,16,15,26,19,1064,0,52,446
E09000032,Wandsworth,E01004507,1,43,41,72,23,28,22,11,44,20,6,15,26,23,1004,2,50,407
E09000032,Wandsworth,E01004508,10,31,50,34,6,49,68,23,17,28,8,24,25,8,1296,2,66,274
E09000032,Wandsworth,E01004510,10,23,19,54,19,83,46,54,22,25,19,24,14,6,1203,0,64,260
E09000032,Wandsworth,E01004511,6,12,40,26,28,15,20,2,21,34,3,23,7,2,1145,0,48,290
E09000032,Wandsworth,E01004512,0,16,35,21,34,22,32,13,19,13,3,22,11,6,1074,0,30,143
E09000032,Wandsworth,E01004513,14,36,26,61,88,135,85,39,50,26,16,28,31,14,824,0,52,341
E09000032,Wandsworth,E01004514,10,9,15,17,22,31,54,12,17,14,7,12,12,12,1181,2,32,226
E09000032,Wandsworth,E01004515,6,19,27,59,20,121,123,41,19,31,20,36,17,10,865,0,40,238
E09000032,Wandsworth,E01004516,1,29,106,82,74,77,99,23,27,31,20,39,10,4,958,0,56,174
E09000032,Wandsworth,E01004517,8,16,43,69,88,181,172,59,46,27,22,64,26,25,742,3,33,340
E09000032,Wandsworth,E01004518,9,10,79,60,80,77,127,30,31,25,14,39,29,5,847,2,38,244
E09000032,Wandsworth,E01004519,21,15,103,166,108,114,135,93,29,18,25,34,13,4,618,0,41,230
E09000032,Wandsworth,E01004520,4,11,136,115,93,61,105,43,27,25,22,22,7,6,518,3,40,128
E09000032,Wandsworth,E01004521,1,22,56,63,117,197,186,90,33,22,35,43,48,22,734,2,46,235
E09000032,Wandsworth,E01004522,2,11,64,102,85,166,148,44,21,15,14,46,37,4,569,1,37,280
E09000032,Wandsworth,E01004523,10,13,60,77,70,76,79,36,25,12,8,33,22,0,827,1,33,200
E09000032,Wandsworth,E01004524,25,15,65,55,112,202,186,30,38,20,13,41,29,1,550,4,41,244
E09000032,Wandsworth,E01004525,32,63,152,224,174,138,70,46,22,21,4,31,26,19,489,7,50,282
E09000032,Wandsworth,E01004526,7,12,113,176,131,107,72,28,35,17,17,21,13,18,553,3,42,234
E09000032,Wandsworth,E01004527,12,20,145,152,153,106,94,65,16,26,7,22,16,17,538,1,42,216
E09000032,Wandsworth,E01004528,26,24,89,92,92,136,136,51,36,13,15,33,24,41,501,0,26,185
E09000032,Wandsworth,E01004529,14,19,102,176,115,104,77,49,43,17,23,42,29,10,840,0,36,390
E09000032,Wandsworth,E01004530,15,33,123,135,109,92,85,49,23,35,13,23,25,11,770,1,63,281
E09000032,Wandsworth,E01004531,15,17,146,106,170,100,116,60,28,40,21,54,20,3,602,1,56,169
E09000032,Wandsworth,E01004532,13,8,71,46,39,69,97,41,21,38,9,27,12,6,797,0,32,161
E09000032,Wandsworth,E01004533,26,19,78,72,89,60,113,46,18,20,10,38,31,2,609,0,42,125
E09000032,Wandsworth,E01004534,2,18,39,29,6,31,29,32,30,19,9,20,13,8,1267,0,47,251
E09000032,Wandsworth,E01004535,13,14,37,65,64,417,220,135,34,11,39,62,39,36,338,0,25,209
E09000032,Wandsworth,E01004536,17,39,64,43,15,237,137,88,35,27,23,56,40,12,787,1,52,377
E09000032,Wandsworth,E01004537,16,25,36,65,52,288,214,80,47,12,21,58,36,16,604,0,27,284
E09000032,Wandsworth,E01004538,31,16,26,92,48,270,155,77,44,15,13,63,31,16,735,2,41,326
E09000032,Wandsworth,E01004539,5,14,41,95,55,328,224,143,62,20,31,63,50,26,576,0,25,340
E09000032,Wandsworth,E01004540,4,28,25,47,9,190,105,50,43,14,22,42,38,11,1064,2,53,336
E09000032,Wandsworth,E01004541,15,18,24,65,35,227,254,89,17,12,13,66,27,21,537,0,32,185
E09000032,Wandsworth,E01004542,5,7,21,11,17,38,63,3,16,31,8,8,6,3,1192,3,29,160
E09000032,Wandsworth,E01004543,4,4,19,28,11,33,38,12,19,21,8,18,17,3,1301,0,45,210
E09000032,Wandsworth,E01004544,7,17,53,19,7,39,59,24,8,22,6,8,18,9,1024,0,37,176
E09000032,Wandsworth,E01004545,5,28,44,28,21,27,21,17,25,13,4,11,9,6,1035,1,59,224
E09000032,Wandsworth,E01004546,2,16,51,17,36,46,41,13,19,24,6,9,5,5,1005,0,34,177
E09000032,Wandsworth,E01004547,9,6,70,18,26,79,116,35,29,18,6,15,17,10,768,0,42,136
E09000032,Wandsworth,E01004548,16,33,90,73,61,45,70,25,49,25,9,16,18,8,1157,0,59,298
E09000032,Wandsworth,E01004549,14,32,62,31,66,34,83,29,32,32,3,39,10,7,975,0,34,181
E09000032,Wandsworth,E01004550,1,7,28,34,13,80,47,13,28,21,9,32,34,4,949,0,49,185
E09000032,Wandsworth,E01004551,7,27,25,64,13,129,91,40,17,32,15,37,21,7,927,2,54,256
E09000032,Wandsworth,E01004552,2,31,28,30,14,22,39,16,17,32,6,24,12,9,1218,0,91,391
E09000032,Wandsworth,E01004553,11,10,29,15,13,47,45,8,11,12,8,17,15,0,1083,4,59,253
E09000032,Wandsworth,E01004554,5,22,27,20,1,11,41,4,16,30,8,16,5,1,1055,0,32,313
E09000032,Wandsworth,E01004555,7,15,13,19,9,15,19,9,20,32,9,12,7,6,1149,0,49,298
E09000032,Wandsworth,E01004556,5,6,16,8,8,13,27,8,16,27,6,17,5,5,1122,0,47,276
E09000032,Wandsworth,E01004557,4,9,23,17,2,28,35,13,19,24,7,9,19,2,1094,0,26,209
E09000032,Wandsworth,E01004558,4,14,31,8,7,37,42,16,21,17,4,19,8,1,1183,0,58,240
E09000032,Wandsworth,E01004559,3,4,15,10,1,29,34,10,19,17,7,3,10,3,997,0,28,207
E09000032,Wandsworth,E01004560,2,16,16,63,17,98,67,24,12,19,10,26,31,19,1052,1,30,451
E09000032,Wandsworth,E01004563,11,43,37,80,38,240,214,72,37,22,29,77,44,18,483,0,41,475
E09000032,Wandsworth,E01004564,0,12,16,25,10,110,85,50,33,27,18,38,21,24,1253,1,55,280
E09000032,Wandsworth,E01004565,4,8,15,20,4,69,41,26,20,15,12,23,13,9,922,1,33,154
E09000032,Wandsworth,E01004566,4,11,18,23,3,25,22,8,24,17,5,13,26,13,984,2,39,330
E09000032,Wandsworth,E01004567,26,56,41,126,42,394,242,154,49,24,18,66,61,36,680,0,28,300
E09000032,Wandsworth,E01004568,12,12,31,69,24,147,80,56,32,19,15,40,20,20,834,1,23,230
E09000032,Wandsworth,E01004569,12,21,57,83,101,167,77,32,40,31,25,58,45,24,1185,3,63,415
E09000032,Wandsworth,E01004570,14,7,27,98,63,200,70,23,56,33,36,86,45,23,745,6,38,334
E09000032,Wandsworth,E01004571,6,17,37,114,62,177,90,41,27,14,28,25,52,25,827,1,44,458
E09000032,Wandsworth,E01004572,2,10,38,41,19,81,34,19,19,4,0,13,43,15,674,0,17,269
E09000032,Wandsworth,E01004573,6,25,39,112,78,74,32,13,25,21,12,27,24,16,691,0,21,380
E09000032,Wandsworth,E01004574,4,16,29,97,61,270,87,45,33,18,23,99,48,31,677,1,29,243
E09000032,Wandsworth,E01004575,5,26,47,59,56,94,91,35,17,27,8,45,40,11,910,1,31,307
E09000032,Wandsworth,E01004576,11,12,18,64,63,60,63,28,52,18,4,18,21,27,737,3,33,332
E09000032,Wandsworth,E01004577,8,23,16,22,17,51,73,47,20,31,8,21,27,5,1146,0,45,397
E09000032,Wandsworth,E01004579,1,19,27,28,8,48,103,21,9,14,10,15,27,15,1015,1,44,210
E09000032,Wandsworth,E01004580,5,23,39,78,8,147,99,20,29,40,21,28,26,20,1034,1,49,425
E09000032,Wandsworth,E01004581,2,24,41,60,7,85,59,18,24,17,14,19,28,19,946,2,43,409
E09000032,Wandsworth,E01004582,10,26,33,60,28,71,38,30,40,28,20,37,43,46,1127,0,45,465
E09000032,Wandsworth,E01004583,0,37,19,48,9,71,55,15,35,20,8,20,26,38,994,0,38,373
