LSOA11CD,ward_gss,lsoa_ward_weight,gss
E01001161,E09000008_12,1,E09000008
E01001162,E09000008_06,1,E09000008
E01001163,E09000008_06,1,E09000008
E01001163,E09000008_12,0,E09000008
E01001164,E09000008_06,1,E09000008
E01001165,E09000008_26,1,E09000008
E01001166,E09000008_26,1,E09000008
E01001167,E09000008_26,1,E09000008
E01001168,E09000008_26,1,E09000008
E01001169,E09000008_26,1,E09000008
E01001170,E09000008_26,1,E09000008
E01001171,E09000008_26,1,E09000008
E01001172,E09000008_26,1,E09000008
E01001173,E09000008_16,0.420276498,E09000008
E01001173,E09000008_23,0.455299539,E09000008
E01001173,E09000008_26,0.124423963,E09000008
E01001174,E09000008_27,1,E09000008
E01001175,E09000008_27,1,E09000008
E01001176,E09000008_27,1,E09000008
E01001177,E09000008_27,1,E09000008
E01001178,E09000008_27,1,E09000008
E01001179,E09000008_27,1,E09000008
E01001180,E09000008_27,1,E09000008
E01001181,E09000008_27,1,E09000008
E01001182,E09000008_27,1,E09000008
E01001183,E09000008_27,1,E09000008
E01001184,E09000008_27,1,E09000008
E01001185,E09000008_28,1,E09000008
E01001186,E09000008_28,1,E09000008
E01001187,E09000008_02,0.057598039,E09000008
E01001187,E09000008_28,0.942401961,E09000008
E01001188,E09000008_28,1,E09000008
E01001189,E09000008_28,1,E09000008
E01001190,E09000008_24,0,E09000008
E01001190,E09000008_28,1,E09000008
E01001191,E09000008_28,1,E09000008
E01001192,E09000008_28,1,E09000008
E01001193,E09000008_02,0,E09000008
E01001193,E09000008_28,1,E09000008
E01001194,E09000008_28,1,E09000008
E01001195,E09000009_10,1,E09000009
E01001196,E09000009_05,0.711488251,E09000009
E01001196,E09000009_10,0.288511749,E09000009
E01001197,E09000009_10,1,E09000009
E01001198,E09000009_05,1,E09000009
E01001199,E09000009_05,0.106382979,E09000009
E01001199,E09000009_10,0.893617021,E09000009
E01001200,E09000009_05,0.401060071,E09000009
E01001200,E09000009_10,0.123674912,E09000009
E01001200,E09000009_19,0.475265018,E09000009
E01001201,E09000009_05,0.122317597,E09000009
E01001201,E09000009_10,0.667381974,E09000009
E01001201,E09000009_19,0.210300429,E09000009
E01001202,E09000009_10,0.088122605,E09000009
E01001202,E09000009_19,0.911877395,E09000009
E01001203,E09000009_19,1,E09000009
E01001204,E09000009_18,1,E09000009
E01001205,E09000009_18,1,E09000009
E01001206,E09000009_18,1,E09000009
E01001207,E09000009_18,1,E09000009
E01001208,E09000009_18,1,E09000009
E01001209,E09000009_18,1,E09000009
E01001210,E09000009_18,1,E09000009
E01001211,E09000009_18,1,E09000009
E01001212,E09000009_18,1,E09000009
E01001213,E09000009_02,0.826347305,E09000009
E01001213,E09000009_20,0.173652695,E09000009
E01001214,E09000009_02,1,E09000009
E01001215,E09000009_02,1,E09000009
E01001216,E09000009_02,1,E09000009
E01001217,E09000009_02,1,E09000009
E01001218,E09000009_02,1,E09000009
E01001219,E09000009_02,1,E09000009
E01001220,E09000009_02,1,E09000009
E01001221,E09000009_03,1,E09000009
E01001221,E09000009_04,0,E09000009
E01001221,E09000009_24,0,E09000009
E01001222,E09000009_03,0.444096134,E09000009
E01001222,E09000009_24,0.555903866,E09000009
E01001223,E09000009_03,0.726235741,E09000009
E01001223,E09000009_07,0.273764259,E09000009
E01001224,E09000009_03,1,E09000009
E01001225,E09000009_03,1,E09000009
E01001226,E09000009_03,1,E09000009
E01001227,E09000009_03,1,E09000009
E01001228,E09000009_03,1,E09000009
E01001229,E09000009_04,1,E09000009
E01001230,E09000009_04,1,E09000009
E01001231,E09000009_04,1,E09000009
E01001232,E09000009_04,1,E09000009
E01001233,E09000009_04,1,E09000009
E01001234,E09000009_04,0.863736264,E09000009
E01001234,E09000009_07,0.136263736,E09000009
E01001235,E09000009_03,0.186666667,E09000009
E01001235,E09000009_04,0.561904762,E09000009
E01001235,E09000009_07,0.251428571,E09000009
E01001236,E09000009_03,0.080256822,E09000009
E01001236,E09000009_04,0.919743178,E09000009
E01001237,E09000009_04,1,E09000009
E01001238,E09000009_05,0.333607231,E09000009
E01001238,E09000009_10,0.666392769,E09000009
E01001239,E09000009_05,0.235993209,E09000009
E01001239,E09000009_10,0.764006791,E09000009
E01001240,E09000009_05,1,E09000009
E01001241,E09000009_05,1,E09000009
E01001242,E09000009_05,1,E09000009
E01001243,E09000009_05,1,E09000009
E01001244,E09000009_05,1,E09000009
E01001244,E09000009_23,0,E09000009
E01001245,E09000009_05,0.231847134,E09000009
E01001245,E09000009_23,0.768152866,E09000009
E01001246,E09000009_10,1,E09000009
E01001247,E09000009_10,1,E09000009
E01001248,E09000009_08,0.607876712,E09000009
E01001248,E09000009_13,0.392123288,E09000009
E01001249,E09000009_08,1,E09000009
E01001250,E09000009_08,1,E09000009
E01001251,E09000009_08,1,E09000009
E01001252,E09000009_08,1,E09000009
E01001253,E09000009_08,1,E09000009
E01001254,E09000009_08,1,E09000009
E01001255,E09000009_08,0.875,E09000009
E01001255,E09000009_13,0.125,E09000009
E01001257,E09000009_06,1,E09000009
E01001258,E09000009_06,0.813069909,E09000009
E01001258,E09000009_09,0.186930091,E09000009
E01001259,E09000009_06,0.67184466,E09000009
E01001259,E09000009_09,0.32815534,E09000009
E01001260,E09000009_01,1,E09000009
E01001260,E09000009_06,0,E09000009
E01001261,E09000009_01,0.150385604,E09000009
E01001261,E09000009_06,0.849614396,E09000009
E01001262,E09000009_06,1,E09000009
E01001262,E09000009_09,0,E09000009
E01001263,E09000009_06,1,E09000009
E01001264,E09000009_06,1,E09000009
E01001265,E09000009_01,1,E09000009
E01001266,E09000009_01,1,E09000009
E01001267,E09000009_01,0.761565836,E09000009
E01001267,E09000009_06,0.238434164,E09000009
E01001268,E09000009_01,0.066358025,E09000009
E01001268,E09000009_06,0.933641975,E09000009
E01001269,E09000009_01,0.887387387,E09000009
E01001269,E09000009_11,0.112612613,E09000009
E01001270,E09000009_01,0.631487889,E09000009
E01001270,E09000009_14,0.368512111,E09000009
E01001271,E09000009_01,0.866987179,E09000009
E01001271,E09000009_11,0.133012821,E09000009
E01001272,E09000009_01,1,E09000009
E01001273,E09000009_07,1,E09000009
E01001274,E09000009_07,1,E09000009
E01001275,E09000009_03,0,E09000009
E01001275,E09000009_07,1,E09000009
E01001276,E09000009_07,1,E09000009
E01001277,E09000009_07,1,E09000009
E01001278,E09000009_07,1,E09000009
E01001279,E09000009_07,1,E09000009
E01001280,E09000009_07,1,E09000009
E01001281,E09000009_07,1,E09000009
E01001282,E09000009_12,1,E09000009
E01001283,E09000009_12,1,E09000009
E01001284,E09000009_12,1,E09000009
E01001285,E09000009_12,1,E09000009
E01001286,E09000009_12,1,E09000009
E01001287,E09000009_12,1,E09000009
E01001288,E09000009_12,1,E09000009
E01001289,E09000009_12,1,E09000009
E01001290,E09000009_12,1,E09000009
E01001291,E09000009_09,1,E09000009
E01001292,E09000009_02,0.261904762,E09000009
E01001292,E09000009_09,0.738095238,E09000009
E01001293,E09000009_09,1,E09000009
E01001294,E09000009_09,1,E09000009
E01001295,E09000009_09,1,E09000009
E01001296,E09000009_09,1,E09000009
E01001297,E09000009_02,0.061264822,E09000009
E01001297,E09000009_09,0.938735178,E09000009
E01001298,E09000009_02,0.099808061,E09000009
E01001298,E09000009_09,0.900191939,E09000009
E01001299,E09000009_13,1,E09000009
E01001300,E09000009_13,1,E09000009
E01001301,E09000009_13,1,E09000009
E01001302,E09000009_13,1,E09000009
E01001303,E09000009_13,1,E09000009
E01001304,E09000009_13,1,E09000009
E01001305,E09000009_13,1,E09000009
E01001306,E09000009_13,1,E09000009
E01001307,E09000009_11,1,E09000009
E01001308,E09000009_11,1,E09000009
E01001308,E09000009_17,0,E09000009
E01001309,E09000009_11,1,E09000009
E01001310,E09000009_11,1,E09000009
E01001311,E09000009_11,1,E09000009
E01001312,E09000009_11,1,E09000009
E01001313,E09000009_11,1,E09000009
E01001314,E09000009_11,1,E09000009
E01001315,E09000009_01,0,E09000009
E01001315,E09000009_11,0.096456693,E09000009
E01001315,E09000009_14,0.903543307,E09000009
E01001316,E09000009_14,1,E09000009
E01001317,E09000009_14,1,E09000009
E01001318,E09000009_14,1,E09000009
E01001319,E09000009_14,1,E09000009
E01001320,E09000009_14,1,E09000009
E01001321,E09000009_14,1,E09000009
E01001322,E09000009_14,1,E09000009
E01001323,E09000009_14,1,E09000009
E01001324,E09000009_15,1,E09000009
E01001325,E09000009_15,1,E09000009
E01001326,E09000009_15,1,E09000009
E01001327,E09000009_15,1,E09000009
E01001328,E09000009_15,1,E09000009
E01001329,E09000009_15,1,E09000009
E01001330,E09000009_15,1,E09000009
E01001331,E09000009_15,1,E09000009
E01001332,E09000009_15,1,E09000009
E01001333,E09000009_16,0.161564626,E09000009
E01001333,E09000009_21,0.838435374,E09000009
E01001334,E09000009_16,1,E09000009
E01001335,E09000009_16,1,E09000009
E01001336,E09000009_16,1,E09000009
E01001337,E09000009_16,1,E09000009
E01001338,E09000009_16,0.344522968,E09000009
E01001338,E09000009_20,0.655477032,E09000009
E01001339,E09000009_16,1,E09000009
E01001340,E09000009_16,1,E09000009
E01001341,E09000009_17,1,E09000009
E01001342,E09000009_17,1,E09000009
E01001343,E09000009_17,1,E09000009
E01001344,E09000009_17,1,E09000009
E01001345,E09000009_17,1,E09000009
E01001346,E09000009_17,1,E09000009
E01001347,E09000009_17,1,E09000009
E01001348,E09000009_17,1,E09000009
E01001349,E09000009_17,1,E09000009
E01001350,E09000009_04,0.620825147,E09000009
E01001350,E09000009_10,0.379174853,E09000009
E01001351,E09000009_10,0.336551724,E09000009
E01001351,E09000009_19,0.663448276,E09000009
E01001352,E09000009_04,0.922131148,E09000009
E01001352,E09000009_10,0.077868852,E09000009
E01001353,E09000009_19,1,E09000009
E01001354,E09000009_04,0.196969697,E09000009
E01001354,E09000009_10,0.164983165,E09000009
E01001354,E09000009_19,0.638047138,E09000009
E01001355,E09000009_19,1,E09000009
E01001356,E09000009_19,1,E09000009
E01001357,E09000009_19,1,E09000009
E01001358,E09000009_19,1,E09000009
E01001359,E09000009_20,0.526770294,E09000009
E01001359,E09000009_22,0.473229706,E09000009
E01001360,E09000009_20,1,E09000009
E01001361,E09000009_20,1,E09000009
E01001362,E09000009_20,0.822898032,E09000009
E01001362,E09000009_22,0.177101968,E09000009
E01001363,E09000009_22,1,E09000009
E01001364,E09000009_20,0.611320755,E09000009
E01001364,E09000009_22,0.388679245,E09000009
E01001365,E09000009_20,0,E09000009
E01001365,E09000009_22,1,E09000009
E01001366,E09000009_21,1,E09000009
E01001367,E09000009_21,1,E09000009
E01001368,E09000009_21,1,E09000009
E01001369,E09000009_16,0.288167939,E09000009
E01001369,E09000009_21,0.711832061,E09000009
E01001370,E09000009_21,1,E09000009
E01001371,E09000009_16,0.252525253,E09000009
E01001371,E09000009_21,0.747474747,E09000009
E01001372,E09000009_16,0.827935223,E09000009
E01001372,E09000009_21,0.172064777,E09000009
E01001373,E09000009_21,1,E09000009
E01001374,E09000009_23,1,E09000009
E01001375,E09000009_23,1,E09000009
E01001376,E09000009_23,1,E09000009
E01001377,E09000009_23,1,E09000009
E01001379,E09000009_23,1,E09000009
E01001380,E09000009_23,1,E09000009
E01001381,E09000009_23,1,E09000009
E01001382,E09000009_24,1,E09000009
E01001383,E09000009_24,1,E09000009
E01001384,E09000009_24,1,E09000009
E01001385,E09000009_24,1,E09000009
E01001386,E09000009_24,1,E09000009
E01001387,E09000009_03,0,E09000009
E01001387,E09000009_24,1,E09000009
E01001388,E09000009_24,1,E09000009
E01001389,E09000009_24,1,E09000009
E01001390,E09000010_15,1,E09000010
E01001391,E09000010_02,0.541666667,E09000010
E01001391,E09000010_15,0.458333333,E09000010
E01001392,E09000010_15,1,E09000010
E01001393,E09000010_15,1,E09000010
E01001394,E09000010_02,1,E09000010
E01001395,E09000010_02,1,E09000010
E01001396,E09000010_02,1,E09000010
E01001397,E09000010_02,1,E09000010
E01001398,E09000010_05,1,E09000010
E01001399,E09000010_05,1,E09000010
E01001400,E09000010_05,1,E09000010
E01001401,E09000010_05,0.124752475,E09000010
E01001401,E09000010_20,0.875247525,E09000010
E01001402,E09000010_05,0.642450142,E09000010
E01001402,E09000010_10,0.357549858,E09000010
E01001402,E09000010_25,0,E09000010
E01001403,E09000010_05,1,E09000010
E01001404,E09000010_05,0.463137996,E09000010
E01001404,E09000010_12,0.536862004,E09000010
E01001405,E09000010_05,1,E09000010
E01001406,E09000010_05,0.157352941,E09000010
E01001406,E09000010_20,0.842647059,E09000010
E01001407,E09000010_24,1,E09000010
E01001408,E09000010_24,1,E09000010
E01001409,E09000010_20,0.772839506,E09000010
E01001409,E09000010_24,0.227160494,E09000010
E01001410,E09000010_20,0.091984231,E09000010
E01001410,E09000010_24,0.908015769,E09000010
E01001411,E09000010_24,1,E09000010
E01001412,E09000010_19,0.114369501,E09000010
E01001412,E09000010_24,0.885630499,E09000010
E01001413,E09000010_24,1,E09000010
E01001414,E09000010_24,1,E09000010
E01001415,E09000010_07,1,E09000010
E01001416,E09000010_16,1,E09000010
E01001417,E09000010_07,1,E09000010
E01001418,E09000010_07,1,E09000010
E01001418,E09000010_16,0,E09000010
E01001419,E09000010_07,0.165413534,E09000010
E01001419,E09000010_16,0.834586466,E09000010
E01001420,E09000010_07,1,E09000010
E01001421,E09000010_07,0.428383706,E09000010
E01001421,E09000010_16,0.078843627,E09000010
E01001421,E09000010_21,0.492772668,E09000010
E01001422,E09000010_07,1,E09000010
E01001423,E09000010_08,0.588871716,E09000010
E01001423,E09000010_11,0.411128284,E09000010
E01001424,E09000010_08,1,E09000010
E01001425,E09000010_08,1,E09000010
E01001426,E09000010_08,1,E09000010
E01001427,E09000010_08,1,E09000010
E01001428,E09000010_08,1,E09000010
E01001429,E09000010_08,0.806926407,E09000010
E01001429,E09000010_11,0,E09000010
E01001429,E09000010_14,0.193073593,E09000010
E01001430,E09000010_08,1,E09000010
E01001431,E09000010_08,1,E09000010
E01001432,E09000010_08,1,E09000010
E01001433,E09000010_03,1,E09000010
E01001434,E09000010_03,1,E09000010
E01001435,E09000010_03,1,E09000010
E01001436,E09000010_03,1,E09000010
E01001437,E09000010_03,1,E09000010
E01001437,E09000010_18,0,E09000010
E01001438,E09000010_03,1,E09000010
E01001439,E09000010_03,0.809927361,E09000010
E01001439,E09000010_06,0.190072639,E09000010
E01001440,E09000010_03,0.110169492,E09000010
E01001440,E09000010_06,0.889830508,E09000010
E01001441,E09000010_03,1,E09000010
E01001441,E09000010_09,0,E09000010
E01001442,E09000010_09,1,E09000010
E01001444,E09000010_09,1,E09000010
E01001445,E09000010_09,1,E09000010
E01001446,E09000010_09,1,E09000010
E01001447,E09000010_09,1,E09000010
E01001448,E09000010_09,1,E09000010
E01001449,E09000010_09,1,E09000010
E01001450,E09000010_05,0.364669421,E09000010
E01001450,E09000010_10,0.40392562,E09000010
E01001450,E09000010_22,0.231404959,E09000010
E01001451,E09000010_05,0.082212257,E09000010
E01001451,E09000010_10,0.798206278,E09000010
E01001451,E09000010_19,0.119581465,E09000010
E01001451,E09000010_22,0,E09000010
E01001452,E09000010_05,0.228865979,E09000010
E01001452,E09000010_10,0.771134021,E09000010
E01001453,E09000010_10,0.610447761,E09000010
E01001453,E09000010_19,0.062686567,E09000010
E01001453,E09000010_21,0.326865672,E09000010
E01001454,E09000010_10,1,E09000010
E01001455,E09000010_05,0.802385009,E09000010
E01001455,E09000010_10,0.197614991,E09000010
E01001456,E09000010_10,0.921649485,E09000010
E01001456,E09000010_25,0.078350515,E09000010
E01001457,E09000010_10,0,E09000010
E01001457,E09000010_19,0.931956258,E09000010
E01001457,E09000010_22,0.068043742,E09000010
E01001458,E09000010_11,1,E09000010
E01001459,E09000010_11,1,E09000010
E01001460,E09000010_11,1,E09000010
E01001461,E09000010_11,1,E09000010
E01001462,E09000010_11,1,E09000010
E01001463,E09000010_11,1,E09000010
E01001464,E09000010_11,1,E09000010
E01001465,E09000010_11,1,E09000010
E01001466,E09000010_11,1,E09000010
E01001467,E09000010_11,1,E09000010
E01001468,E09000010_19,1,E09000010
E01001469,E09000010_19,1,E09000010
E01001470,E09000010_19,1,E09000010
E01001471,E09000010_19,1,E09000010
E01001472,E09000010_19,1,E09000010
E01001473,E09000010_16,0.718360071,E09000010
E01001473,E09000010_19,0.281639929,E09000010
E01001474,E09000010_19,1,E09000010
E01001475,E09000010_16,1,E09000010
E01001476,E09000010_13,1,E09000010
E01001477,E09000010_13,1,E09000010
E01001478,E09000010_13,1,E09000010
E01001479,E09000010_13,1,E09000010
E01001479,E09000010_14,0,E09000010
E01001480,E09000010_11,0.30990991,E09000010
E01001480,E09000010_13,0.69009009,E09000010
E01001481,E09000010_13,1,E09000010
E01001482,E09000010_13,1,E09000010
E01001483,E09000010_13,1,E09000010
E01001484,E09000010_13,1,E09000010
E01001485,E09000010_14,1,E09000010
E01001486,E09000010_14,1,E09000010
E01001487,E09000010_13,0.342898135,E09000010
E01001487,E09000010_14,0.657101865,E09000010
E01001488,E09000010_14,1,E09000010
E01001489,E09000010_13,0.114678899,E09000010
E01001489,E09000010_14,0.885321101,E09000010
E01001491,E09000010_14,1,E09000010
E01001492,E09000010_14,1,E09000010
E01001493,E09000010_12,0.679886686,E09000010
E01001493,E09000010_25,0.320113314,E09000010
E01001494,E09000010_12,1,E09000010
E01001495,E09000010_17,0.916221034,E09000010
E01001495,E09000010_25,0.083778966,E09000010
E01001496,E09000010_12,0.873920553,E09000010
E01001496,E09000010_17,0.126079447,E09000010
E01001497,E09000010_12,1,E09000010
E01001498,E09000010_17,1,E09000010
E01001499,E09000010_12,1,E09000010
E01001500,E09000010_12,0.315992293,E09000010
E01001500,E09000010_17,0.684007707,E09000010
E01001501,E09000010_01,0.137878788,E09000010
E01001501,E09000010_17,0.862121212,E09000010
E01001502,E09000010_18,1,E09000010
E01001503,E09000010_13,0.538577912,E09000010
E01001503,E09000010_18,0.461422088,E09000010
E01001504,E09000010_03,0.587890625,E09000010
E01001504,E09000010_18,0.412109375,E09000010
E01001505,E09000010_03,0.340989399,E09000010
E01001505,E09000010_06,0.390459364,E09000010
E01001505,E09000010_18,0.268551237,E09000010
E01001506,E09000010_03,0.25311943,E09000010
E01001506,E09000010_18,0.74688057,E09000010
E01001507,E09000010_06,0.09625,E09000010
E01001507,E09000010_18,0.90375,E09000010
E01001508,E09000010_18,1,E09000010
E01001509,E09000010_18,1,E09000010
E01001510,E09000010_18,1,E09000010
E01001511,E09000010_18,0.21732746,E09000010
E01001511,E09000010_20,0.78267254,E09000010
E01001512,E09000010_20,0.929161747,E09000010
E01001512,E09000010_22,0.070838253,E09000010
E01001513,E09000010_06,0.588050314,E09000010
E01001513,E09000010_20,0.411949686,E09000010
E01001514,E09000010_20,1,E09000010
E01001515,E09000010_20,1,E09000010
E01001516,E09000010_06,0.944024206,E09000010
E01001516,E09000010_20,0.055975794,E09000010
E01001517,E09000010_06,1,E09000010
E01001518,E09000010_20,1,E09000010
E01001519,E09000010_01,0,E09000010
E01001519,E09000010_21,1,E09000010
E01001520,E09000010_21,1,E09000010
E01001521,E09000010_01,0.209235209,E09000010
E01001521,E09000010_21,0.790764791,E09000010
E01001522,E09000010_16,1,E09000010
E01001523,E09000010_16,0.210174029,E09000010
E01001523,E09000010_21,0.789825971,E09000010
E01001524,E09000010_21,1,E09000010
E01001525,E09000010_21,1,E09000010
E01001526,E09000010_21,1,E09000010
E01001527,E09000010_01,0.711507293,E09000010
E01001527,E09000010_17,0.288492707,E09000010
E01001528,E09000010_15,1,E09000010
E01001529,E09000010_01,0.195364238,E09000010
E01001529,E09000010_15,0.804635762,E09000010
E01001530,E09000010_01,0.102204409,E09000010
E01001530,E09000010_15,0.897795591,E09000010
E01001531,E09000010_01,0.235416667,E09000010
E01001531,E09000010_17,0.220833333,E09000010
E01001531,E09000010_21,0.54375,E09000010
E01001532,E09000010_01,0.686308492,E09000010
E01001532,E09000010_17,0.313691508,E09000010
E01001533,E09000010_01,1,E09000010
E01001534,E09000010_01,0.857859532,E09000010
E01001534,E09000010_15,0.142140468,E09000010
E01001535,E09000010_01,1,E09000010
E01001536,E09000010_22,1,E09000010
E01001537,E09000010_22,0.276243094,E09000010
E01001537,E09000010_24,0.723756906,E09000010
E01001538,E09000010_20,0.26523888,E09000010
E01001538,E09000010_22,0.682042834,E09000010
E01001538,E09000010_24,0.052718287,E09000010
E01001539,E09000010_22,1,E09000010
E01001540,E09000010_22,0.54556804,E09000010
E01001540,E09000010_24,0.45443196,E09000010
E01001541,E09000010_22,1,E09000010
E01001542,E09000010_22,1,E09000010
E01001543,E09000010_20,0.273631841,E09000010
E01001543,E09000010_22,0.726368159,E09000010
E01001544,E09000010_20,0.054347826,E09000010
E01001544,E09000010_22,0.945652174,E09000010
E01001545,E09000010_04,1,E09000010
E01001546,E09000010_04,1,E09000010
E01001547,E09000010_04,1,E09000010
E01001548,E09000010_04,1,E09000010
E01001548,E09000010_06,0,E09000010
E01001549,E09000010_04,0,E09000010
E01001549,E09000010_06,1,E09000010
E01001550,E09000010_06,1,E09000010
E01001551,E09000010_04,1,E09000010
E01001552,E09000010_04,1,E09000010
E01001553,E09000010_02,0.210227273,E09000010
E01001553,E09000010_23,0.789772727,E09000010
E01001554,E09000010_23,1,E09000010
E01001555,E09000010_23,1,E09000010
E01001556,E09000010_02,1,E09000010
E01001557,E09000010_23,1,E09000010
E01001558,E09000010_23,1,E09000010
E01001559,E09000010_23,1,E09000010
E01001560,E09000010_02,0.30956848,E09000010
E01001560,E09000010_23,0.69043152,E09000010
E01001562,E09000010_23,1,E09000010
E01001563,E09000010_17,0.126736111,E09000010
E01001563,E09000010_25,0.873263889,E09000010
E01001564,E09000010_25,1,E09000010
E01001565,E09000010_17,0.285950413,E09000010
E01001565,E09000010_21,0.07107438,E09000010
E01001565,E09000010_25,0.642975207,E09000010
E01001566,E09000010_17,1,E09000010
E01001567,E09000010_10,0.072669826,E09000010
E01001567,E09000010_21,0.101105845,E09000010
E01001567,E09000010_25,0.826224329,E09000010
E01001568,E09000010_21,0,E09000010
E01001568,E09000010_25,1,E09000010
E01001569,E09000010_25,1,E09000010
E01001570,E09000010_05,0.241565452,E09000010
E01001570,E09000010_12,0.609986505,E09000010
E01001570,E09000010_25,0.148448043,E09000010
E01001571,E09000011_01,1,E09000011
E01001572,E09000011_01,1,E09000011
E01001573,E09000011_01,1,E09000011
E01001574,E09000011_01,1,E09000011
E01001575,E09000011_01,1,E09000011
E01001576,E09000011_01,1,E09000011
E01001577,E09000011_01,1,E09000011
E01001578,E09000011_01,1,E09000011
E01001579,E09000011_01,1,E09000011
E01001580,E09000011_02,1,E09000011
E01001581,E09000011_02,1,E09000011
E01001582,E09000011_02,1,E09000011
E01001583,E09000011_02,1,E09000011
E01001584,E09000011_02,1,E09000011
E01001585,E09000011_02,1,E09000011
E01001586,E09000011_02,1,E09000011
E01001587,E09000011_02,1,E09000011
E01001588,E09000011_04,1,E09000011
E01001589,E09000011_04,1,E09000011
E01001590,E09000011_04,1,E09000011
E01001591,E09000011_04,1,E09000011
E01001592,E09000011_03,0.932717678,E09000011
E01001592,E09000011_04,0.067282322,E09000011
E01001593,E09000011_03,1,E09000011
E01001594,E09000011_03,0.741656366,E09000011
E01001594,E09000011_04,0.258343634,E09000011
E01001595,E09000011_03,1,E09000011
E01001595,E09000011_04,0,E09000011
E01001596,E09000011_15,1,E09000011
E01001597,E09000011_15,1,E09000011
E01001598,E09000011_15,1,E09000011
E01001599,E09000011_15,1,E09000011
E01001600,E09000011_15,1,E09000011
E01001601,E09000011_15,1,E09000011
E01001602,E09000011_15,1,E09000011
E01001603,E09000011_15,1,E09000011
E01001604,E09000011_06,0,E09000011
E01001604,E09000011_07,0.831423895,E09000011
E01001604,E09000011_08,0.168576105,E09000011
E01001605,E09000011_07,1,E09000011
E01001606,E09000011_07,1,E09000011
E01001607,E09000011_06,0.050793651,E09000011
E01001607,E09000011_07,0.949206349,E09000011
E01001608,E09000011_07,0.102521008,E09000011
E01001608,E09000011_08,0.897478992,E09000011
E01001609,E09000011_08,1,E09000011
E01001610,E09000011_07,1,E09000011
E01001611,E09000011_07,1,E09000011
E01001613,E09000011_08,1,E09000011
E01001614,E09000011_08,1,E09000011
E01001615,E09000011_08,0.540506329,E09000011
E01001615,E09000011_14,0.070886076,E09000011
E01001615,E09000011_15,0.388607595,E09000011
E01001617,E09000011_08,1,E09000011
E01001618,E09000011_08,1,E09000011
E01001619,E09000011_08,0.927184466,E09000011
E01001619,E09000011_15,0.072815534,E09000011
E01001620,E09000011_06,1,E09000011
E01001621,E09000011_06,1,E09000011
E01001623,E09000011_06,1,E09000011
E01001624,E09000011_06,0.309968847,E09000011
E01001624,E09000011_07,0.593457944,E09000011
E01001624,E09000011_12,0.096573209,E09000011
E01001625,E09000011_06,1,E09000011
E01001629,E09000011_16,0,E09000011
E01001629,E09000011_20,0.218785796,E09000011
E01001629,E09000011_21,0.781214204,E09000011
E01001631,E09000011_16,1,E09000011
E01001631,E09000011_20,0,E09000011
E01001632,E09000011_16,1,E09000011
E01001633,E09000011_16,0.122171946,E09000011
E01001633,E09000011_17,0,E09000011
E01001633,E09000011_22,0.877828054,E09000011
E01001634,E09000011_16,0.66568915,E09000011
E01001634,E09000011_22,0.33431085,E09000011
E01001635,E09000011_16,1,E09000011
E01001636,E09000011_16,1,E09000011
E01001637,E09000011_16,0.540298507,E09000011
E01001637,E09000011_17,0.388059701,E09000011
E01001637,E09000011_22,0.071641791,E09000011
E01001638,E09000011_10,1,E09000011
E01001640,E09000011_09,1,E09000011
E01001640,E09000011_10,0,E09000011
E01001641,E09000011_09,0.40430622,E09000011
E01001641,E09000011_10,0.59569378,E09000011
E01001642,E09000011_10,1,E09000011
E01001644,E09000011_10,1,E09000011
E01001645,E09000011_12,1,E09000011
E01001646,E09000011_03,0.380992431,E09000011
E01001646,E09000011_12,0.619007569,E09000011
E01001647,E09000011_12,1,E09000011
E01001648,E09000011_12,1,E09000011
E01001649,E09000011_12,1,E09000011
E01001650,E09000011_03,1,E09000011
E01001651,E09000011_03,0.842652796,E09000011
E01001651,E09000011_12,0.157347204,E09000011
E01001652,E09000011_03,0.246081505,E09000011
E01001652,E09000011_12,0.753918495,E09000011
E01001653,E09000011_14,1,E09000011
E01001654,E09000011_14,1,E09000011
E01001655,E09000011_14,0.728376328,E09000011
E01001655,E09000011_15,0.271623672,E09000011
E01001656,E09000011_02,1,E09000011
E01001657,E09000011_02,0.549853372,E09000011
E01001657,E09000011_13,0.450146628,E09000011
E01001658,E09000011_13,0.768725361,E09000011
E01001658,E09000011_14,0.231274639,E09000011
E01001659,E09000011_06,0,E09000011
E01001659,E09000011_14,1,E09000011
E01001660,E09000011_14,1,E09000011
E01001661,E09000011_14,1,E09000011
E01001662,E09000011_05,1,E09000011
E01001664,E09000011_05,1,E09000011
E01001665,E09000011_05,1,E09000011
E01001666,E09000011_04,0.214285714,E09000011
E01001666,E09000011_11,0.785714286,E09000011
E01001667,E09000011_05,0.927055703,E09000011
E01001667,E09000011_11,0.072944297,E09000011
E01001668,E09000011_05,1,E09000011
E01001669,E09000011_16,0,E09000011
E01001669,E09000011_17,1,E09000011
E01001671,E09000011_17,1,E09000011
E01001672,E09000011_16,1,E09000011
E01001673,E09000011_16,1,E09000011
E01001674,E09000011_01,0.237160121,E09000011
E01001674,E09000011_16,0.762839879,E09000011
E01001675,E09000011_16,1,E09000011
E01001676,E09000011_16,0.626391097,E09000011
E01001676,E09000011_17,0.373608903,E09000011
E01001677,E09000011_16,1,E09000011
E01001678,E09000011_17,1,E09000011
E01001679,E09000011_18,1,E09000011
E01001680,E09000011_18,1,E09000011
E01001681,E09000011_17,0.473572939,E09000011
