lad22cd,lad22nm,category,count_21,count_11,change
E09000006,Bromley,Middle East and Asia: Southern Asia: Bangladesh,150,139,11
E09000006,Bromley,Middle East and Asia: Southern Asia: India,2633,1248,1385
E09000006,Bromley,Middle East and Asia: Southern Asia: Other Southern Asia,79,112,-33
E09000006,Bromley,Middle East and Asia: Southern Asia: Pakistan,246,158,88
E09000006,Bromley,Middle East and Asia: Southern Asia: Sri Lanka,300,287,13
E09000006,Bromley,No passport held,22817,29602,-6785
E09000006,Bromley,The Americas and the Caribbean: Central America,53,34,19
E09000006,Bromley,The Americas and the Caribbean: North America: Canada,264,202,62
E09000006,Bromley,The Americas and the Caribbean: North America: United States,655,602,53
E09000006,Bromley,The Americas and the Caribbean: South America,1042,462,580
E09000006,Bromley,The Americas and the Caribbean: The Caribbean: Jamaica,474,411,63
E09000006,Bromley,The Americas and the Caribbean: The Caribbean: Other Caribbean,132,145,-13
E09000007,Camden,Africa: Central and Western Africa: Ghana,145,157,-12
E09000007,Camden,Africa: Central and Western Africa: Nigeria,307,421,-114
E09000007,Camden,Africa: Central and Western Africa: Other Central and Western Africa,137,216,-79
E09000007,Camden,Africa: North Africa,561,513,48
E09000007,Camden,Africa: South and Eastern Africa: Kenya,43,81,-38
E09000007,Camden,Africa: South and Eastern Africa: Other South and Eastern Africa,195,356,-161
E09000007,Camden,Africa: South and Eastern Africa: Somalia,30,39,-9
E09000007,Camden,Africa: South and Eastern Africa: South Africa,377,649,-272
E09000007,Camden,Africa: South and Eastern Africa: Zimbabwe,23,62,-39
E09000007,Camden,Antarctica and Oceania: Australasia: Australia,1384,2812,-1428
E09000007,Camden,Antarctica and Oceania: Australasia: New Zealand,437,1114,-677
E09000007,Camden,Antarctica and Oceania: Other Antarctica and Oceania,3,1,2
E09000007,Camden,British Overseas Territories,4,11,-7
E09000007,Camden,Europe: Ireland,3862,5640,-1778
E09000007,Camden,Europe: Other Europe: EU Member countries: France,5594,4364,1230
E09000007,Camden,Europe: Other Europe: EU Member countries: Germany,2101,2910,-809
E09000007,Camden,Europe: Other Europe: EU Member countries: Italy,4836,3693,1143
E09000007,Camden,Europe: Other Europe: EU Member countries: Lithuania,473,243,230
E09000007,Camden,Europe: Other Europe: EU Member countries: Other EU countries,7694,6960,734
E09000007,Camden,Europe: Other Europe: EU Member countries: Poland,1562,2012,-450
E09000007,Camden,Europe: Other Europe: EU Member countries: Portugal,1692,1511,181
E09000007,Camden,Europe: Other Europe: EU Member countries: Romania,993,304,689
E09000007,Camden,Europe: Other Europe: EU Member countries: Spain,2668,1952,716
E09000007,Camden,Europe: Other Europe: Rest of Europe: Other Europe,2284,2012,272
E09000007,Camden,Europe: Other Europe: Rest of Europe: Turkey,585,289,296
E09000007,Camden,Europe: United Kingdom,146556,151560,-5004
E09000007,Camden,Middle East and Asia: Central Asia,111,185,-74
E09000007,Camden,Middle East and Asia: Eastern Asia: China,2273,1386,887
E09000007,Camden,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),351,205,146
E09000007,Camden,Middle East and Asia: Eastern Asia: Japan,1472,1843,-371
E09000007,Camden,Middle East and Asia: Eastern Asia: Other Eastern Asia,566,815,-249
E09000007,Camden,Middle East and Asia: Middle East: Iran,243,361,-118
E09000007,Camden,Middle East and Asia: Middle East: Iraq,30,50,-20
E09000007,Camden,Middle East and Asia: Middle East: Other Middle East,999,933,66
E09000007,Camden,Middle East and Asia: South-East Asia: Malaysia,751,1002,-251
E09000007,Camden,Middle East and Asia: South-East Asia: Other South-East Asia,382,463,-81
E09000007,Camden,Middle East and Asia: South-East Asia: Philippines,904,722,182
E09000007,Camden,Middle East and Asia: South-East Asia: Singapore,480,701,-221
E09000007,Camden,Middle East and Asia: Southern Asia: Afghanistan,50,94,-44
E09000007,Camden,Middle East and Asia: Southern Asia: Bangladesh,753,1024,-271
E09000007,Camden,Middle East and Asia: Southern Asia: India,1606,1360,246
E09000007,Camden,Middle East and Asia: Southern Asia: Other Southern Asia,39,101,-62
E09000007,Camden,Middle East and Asia: Southern Asia: Pakistan,233,283,-50
E09000007,Camden,Middle East and Asia: Southern Asia: Sri Lanka,74,154,-80
E09000007,Camden,No passport held,7475,10595,-3120
E09000007,Camden,The Americas and the Caribbean: Central America,240,250,-10
E09000007,Camden,The Americas and the Caribbean: North America: Canada,1024,1298,-274
E09000007,Camden,The Americas and the Caribbean: North America: United States,3968,5093,-1125
E09000007,Camden,The Americas and the Caribbean: South America,1356,1288,68
E09000007,Camden,The Americas and the Caribbean: The Caribbean: Jamaica,63,79,-16
E09000007,Camden,The Americas and the Caribbean: The Caribbean: Other Caribbean,141,171,-30
E09000008,Croydon,Africa: Central and Western Africa: Ghana,2512,2605,-93
E09000008,Croydon,Africa: Central and Western Africa: Nigeria,2236,2388,-152
E09000008,Croydon,Africa: Central and Western Africa: Other Central and Western Africa,839,872,-33
E09000008,Croydon,Africa: North Africa,351,290,61
E09000008,Croydon,Africa: South and Eastern Africa: Kenya,125,209,-84
E09000008,Croydon,Africa: South and Eastern Africa: Other South and Eastern Africa,1179,1964,-785
E09000008,Croydon,Africa: South and Eastern Africa: Somalia,39,10,29
E09000008,Croydon,Africa: South and Eastern Africa: South Africa,352,644,-292
E09000008,Croydon,Africa: South and Eastern Africa: Zimbabwe,337,667,-330
E09000008,Croydon,Antarctica and Oceania: Australasia: Australia,325,348,-23
E09000008,Croydon,Antarctica and Oceania: Australasia: New Zealand,206,189,17
