lad22cd,lad22nm,lsoa21cd,category,count_21
E09000002,Barking and Dagenham,E01000056,Not answered,102
E09000002,Barking and Dagenham,E01000057,No religion,344
E09000002,Barking and Dagenham,E01000057,Christian,840
E09000002,Barking and Dagenham,E01000057,Buddhist,10
E09000002,Barking and Dagenham,E01000057,Hindu,15
E09000002,Barking and Dagenham,E01000057,Jewish,0
E09000002,Barking and Dagenham,E01000057,Muslim,229
E09000002,Barking and Dagenham,E01000057,Sikh,6
E09000002,Barking and Dagenham,E01000057,Other religion,8
E09000002,Barking and Dagenham,E01000057,Not answered,97
E09000002,Barking and Dagenham,E01000058,No religion,394
E09000002,Barking and Dagenham,E01000058,Christian,1072
E09000002,Barking and Dagenham,E01000058,Buddhist,9
E09000002,Barking and Dagenham,E01000058,Hindu,22
E09000002,Barking and Dagenham,E01000058,Jewish,0
E09000002,Barking and Dagenham,E01000058,Muslim,512
E09000002,Barking and Dagenham,E01000058,Sikh,3
E09000002,Barking and Dagenham,E01000058,Other religion,5
E09000002,Barking and Dagenham,E01000058,Not answered,120
E09000002,Barking and Dagenham,E01000059,No religion,457
E09000002,Barking and Dagenham,E01000059,Christian,889
E09000002,Barking and Dagenham,E01000059,Buddhist,6
E09000002,Barking and Dagenham,E01000059,Hindu,11
E09000002,Barking and Dagenham,E01000059,Jewish,4
E09000002,Barking and Dagenham,E01000059,Muslim,236
E09000002,Barking and Dagenham,E01000059,Sikh,2
E09000002,Barking and Dagenham,E01000059,Other religion,7
E09000002,Barking and Dagenham,E01000059,Not answered,99
E09000002,Barking and Dagenham,E01000060,No religion,497
E09000002,Barking and Dagenham,E01000060,Christian,1086
E09000002,Barking and Dagenham,E01000060,Buddhist,6
E09000002,Barking and Dagenham,E01000060,Hindu,27
E09000002,Barking and Dagenham,E01000060,Jewish,1
E09000002,Barking and Dagenham,E01000060,Muslim,443
E09000002,Barking and Dagenham,E01000060,Sikh,1
E09000002,Barking and Dagenham,E01000060,Other religion,17
E09000002,Barking and Dagenham,E01000060,Not answered,101
E09000002,Barking and Dagenham,E01000061,No religion,624
E09000002,Barking and Dagenham,E01000061,Christian,831
E09000002,Barking and Dagenham,E01000061,Buddhist,4
E09000002,Barking and Dagenham,E01000061,Hindu,61
E09000002,Barking and Dagenham,E01000061,Jewish,0
E09000002,Barking and Dagenham,E01000061,Muslim,297
E09000002,Barking and Dagenham,E01000061,Sikh,2
E09000002,Barking and Dagenham,E01000061,Other religion,7
E09000002,Barking and Dagenham,E01000061,Not answered,95
E09000002,Barking and Dagenham,E01000062,No religion,465
E09000002,Barking and Dagenham,E01000062,Christian,1252
E09000002,Barking and Dagenham,E01000062,Buddhist,11
E09000002,Barking and Dagenham,E01000062,Hindu,43
E09000002,Barking and Dagenham,E01000062,Jewish,0
E09000002,Barking and Dagenham,E01000062,Muslim,307
E09000002,Barking and Dagenham,E01000062,Sikh,26
E09000002,Barking and Dagenham,E01000062,Other religion,7
E09000002,Barking and Dagenham,E01000062,Not answered,109
E09000002,Barking and Dagenham,E01000063,No religion,439
E09000002,Barking and Dagenham,E01000063,Christian,849
E09000002,Barking and Dagenham,E01000063,Buddhist,6
E09000002,Barking and Dagenham,E01000063,Hindu,47
E09000002,Barking and Dagenham,E01000063,Jewish,1
E09000002,Barking and Dagenham,E01000063,Muslim,284
E09000002,Barking and Dagenham,E01000063,Sikh,45
E09000002,Barking and Dagenham,E01000063,Other religion,12
E09000002,Barking and Dagenham,E01000063,Not answered,98
E09000002,Barking and Dagenham,E01000064,No religion,445
E09000002,Barking and Dagenham,E01000064,Christian,1206
E09000002,Barking and Dagenham,E01000064,Buddhist,13
E09000002,Barking and Dagenham,E01000064,Hindu,42
E09000002,Barking and Dagenham,E01000064,Jewish,0
E09000002,Barking and Dagenham,E01000064,Muslim,428
E09000002,Barking and Dagenham,E01000064,Sikh,11
E09000002,Barking and Dagenham,E01000064,Other religion,10
E09000002,Barking and Dagenham,E01000064,Not answered,141
E09000002,Barking and Dagenham,E01000065,No religion,480
