lsoa21cd,category,count_21,count_11,change
E01001318,4. Administrative and secretarial occupations,68,80,-12
E01001318,5. Skilled trades occupations,99,79,20
E01001318,"6. Caring, leisure and other service occupations",83,73,10
E01001318,7. Sales and customer service occupations,78,86,-8
E01001318,"8. Process, plant and machine operatives",67,65,2
E01001318,9. Elementary occupations,146,123,23
E01001319,"1. Managers, directors and senior officials",81,58,23
E01001319,2. Professional occupations,153,87,66
E01001319,3. Associate professional and technical occupations,78,27,51
E01001319,4. Administrative and secretarial occupations,81,114,-33
E01001319,5. Skilled trades occupations,93,96,-3
E01001319,"6. Caring, leisure and other service occupations",62,54,8
E01001319,7. Sales and customer service occupations,68,85,-17
E01001319,"8. Process, plant and machine operatives",66,56,10
E01001319,9. Elementary occupations,103,83,20
E01001320,"1. Managers, directors and senior officials",49,38,11
E01001320,2. Professional occupations,90,66,24
E01001320,3. Associate professional and technical occupations,57,16,41
E01001320,4. Administrative and secretarial occupations,47,64,-17
E01001320,5. Skilled trades occupations,85,64,21
E01001320,"6. Caring, leisure and other service occupations",82,72,10
E01001320,7. Sales and customer service occupations,63,68,-5
E01001320,"8. Process, plant and machine operatives",61,50,11
E01001320,9. Elementary occupations,124,108,16
E01001321,"1. Managers, directors and senior officials",86,64,22
E01001321,2. Professional occupations,179,137,42
E01001321,3. Associate professional and technical occupations,104,43,61
E01001321,4. Administrative and secretarial occupations,93,127,-34
E01001321,5. Skilled trades occupations,123,94,29
E01001321,"6. Caring, leisure and other service occupations",93,87,6
E01001321,7. Sales and customer service occupations,65,76,-11
E01001321,"8. Process, plant and machine operatives",89,83,6
E01001321,9. Elementary occupations,124,116,8
E01001322,"1. Managers, directors and senior officials",120,78,42
E01001322,2. Professional occupations,165,117,48
E01001322,3. Associate professional and technical occupations,117,44,73
E01001322,4. Administrative and secretarial occupations,80,109,-29
E01001322,5. Skilled trades occupations,106,105,1
E01001322,"6. Caring, leisure and other service occupations",99,80,19
E01001322,7. Sales and customer service occupations,85,84,1
E01001322,"8. Process, plant and machine operatives",73,50,23
E01001322,9. Elementary occupations,141,134,7
E01001323,"1. Managers, directors and senior officials",78,71,7
E01001323,2. Professional occupations,185,139,46
E01001323,3. Associate professional and technical occupations,97,35,62
E01001323,4. Administrative and secretarial occupations,88,105,-17
E01001323,5. Skilled trades occupations,103,97,6
E01001323,"6. Caring, leisure and other service occupations",80,79,1
E01001323,7. Sales and customer service occupations,73,115,-42
E01001323,"8. Process, plant and machine operatives",78,56,22
E01001323,9. Elementary occupations,117,87,30
E01001324,"1. Managers, directors and senior officials",63,69,-6
E01001324,2. Professional occupations,111,108,3
E01001324,3. Associate professional and technical occupations,74,35,39
E01001324,4. Administrative and secretarial occupations,75,118,-43
E01001324,5. Skilled trades occupations,93,75,18
E01001324,"6. Caring, leisure and other service occupations",74,62,12
E01001324,7. Sales and customer service occupations,74,63,11
E01001324,"8. Process, plant and machine operatives",68,55,13
E01001324,9. Elementary occupations,116,82,34
E01001325,"1. Managers, directors and senior officials",100,63,37
E01001325,2. Professional occupations,116,68,48
E01001325,3. Associate professional and technical occupations,95,50,45
E01001325,4. Administrative and secretarial occupations,89,84,5
E01001325,5. Skilled trades occupations,93,80,13
E01001325,"6. Caring, leisure and other service occupations",82,86,-4
E01001325,7. Sales and customer service occupations,85,88,-3
E01001325,"8. Process, plant and machine operatives",74,63,11
E01001325,9. Elementary occupations,108,87,21
E01001326,"1. Managers, directors and senior officials",64,49,15
E01001326,2. Professional occupations,134,113,21
E01001326,3. Associate professional and technical occupations,81,28,53
E01001326,4. Administrative and secretarial occupations,80,79,1
E01001326,5. Skilled trades occupations,92,64,28
E01001326,"6. Caring, leisure and other service occupations",79,79,0
E01001326,7. Sales and customer service occupations,72,60,12
E01001326,"8. Process, plant and machine operatives",90,66,24
E01001326,9. Elementary occupations,100,108,-8
E01001327,"1. Managers, directors and senior officials",89,65,24
E01001327,2. Professional occupations,132,82,50
E01001327,3. Associate professional and technical occupations,79,41,38
E01001327,4. Administrative and secretarial occupations,80,91,-11
E01001327,5. Skilled trades occupations,103,85,18
E01001327,"6. Caring, leisure and other service occupations",87,73,14
E01001327,7. Sales and customer service occupations,82,85,-3
E01001327,"8. Process, plant and machine operatives",77,76,1
E01001327,9. Elementary occupations,133,116,17
E01001328,"1. Managers, directors and senior officials",74,55,19
E01001328,2. Professional occupations,112,75,37
E01001328,3. Associate professional and technical occupations,81,28,53
E01001328,4. Administrative and secretarial occupations,68,72,-4
E01001328,5. Skilled trades occupations,66,65,1
E01001328,"6. Caring, leisure and other service occupations",77,92,-15
E01001328,7. Sales and customer service occupations,106,69,37
E01001328,"8. Process, plant and machine operatives",87,72,15
E01001328,9. Elementary occupations,126,113,13
E01001329,"1. Managers, directors and senior officials",80,61,19
E01001329,2. Professional occupations,143,109,34
E01001329,3. Associate professional and technical occupations,91,36,55
E01001329,4. Administrative and secretarial occupations,77,97,-20
E01001329,5. Skilled trades occupations,91,77,14
E01001329,"6. Caring, leisure and other service occupations",69,77,-8
E01001329,7. Sales and customer service occupations,78,84,-6
E01001329,"8. Process, plant and machine operatives",109,66,43
E01001329,9. Elementary occupations,96,98,-2
E01001330,"1. Managers, directors and senior officials",58,45,13
E01001330,2. Professional occupations,98,61,37
E01001330,3. Associate professional and technical occupations,92,17,75
E01001330,4. Administrative and secretarial occupations,64,70,-6
E01001330,5. Skilled trades occupations,76,82,-6
E01001330,"6. Caring, leisure and other service occupations",98,71,27
E01001330,7. Sales and customer service occupations,75,78,-3
E01001330,"8. Process, plant and machine operatives",80,74,6
E01001330,9. Elementary occupations,112,116,-4
E01001331,"1. Managers, directors and senior officials",59,41,18
E01001331,2. Professional occupations,71,65,6
E01001331,3. Associate professional and technical occupations,62,17,45
E01001331,4. Administrative and secretarial occupations,46,72,-26
E01001331,5. Skilled trades occupations,88,58,30
E01001331,"6. Caring, leisure and other service occupations",103,81,22
E01001331,7. Sales and customer service occupations,80,65,15
E01001331,"8. Process, plant and machine operatives",94,66,28
E01001331,9. Elementary occupations,128,109,19
E01001332,"1. Managers, directors and senior officials",59,37,22
E01001332,2. Professional occupations,104,68,36
E01001332,3. Associate professional and technical occupations,62,32,30
E01001332,4. Administrative and secretarial occupations,73,93,-20
E01001332,5. Skilled trades occupations,72,71,1
E01001332,"6. Caring, leisure and other service occupations",87,77,10
E01001332,7. Sales and customer service occupations,51,74,-23
E01001332,"8. Process, plant and machine operatives",67,59,8
E01001332,9. Elementary occupations,88,77,11
E01001333,"1. Managers, directors and senior officials",63,41,22
E01001333,2. Professional occupations,117,84,33
E01001333,3. Associate professional and technical occupations,63,29,34
E01001333,4. Administrative and secretarial occupations,74,73,1
E01001333,5. Skilled trades occupations,69,84,-15
E01001333,"6. Caring, leisure and other service occupations",98,48,50
E01001333,7. Sales and customer service occupations,103,96,7
E01001333,"8. Process, plant and machine operatives",123,83,40
E01001333,9. Elementary occupations,266,164,102
E01001334,"1. Managers, directors and senior officials",49,28,21
E01001334,2. Professional occupations,58,59,-1
E01001334,3. Associate professional and technical occupations,49,31,18
E01001334,4. Administrative and secretarial occupations,39,57,-18
E01001334,5. Skilled trades occupations,60,44,16
E01001334,"6. Caring, leisure and other service occupations",55,66,-11
E01001334,7. Sales and customer service occupations,60,79,-19
E01001334,"8. Process, plant and machine operatives",74,60,14
E01001334,9. Elementary occupations,101,118,-17
E01001335,"1. Managers, directors and senior officials",148,125,23
E01001335,2. Professional occupations,198,150,48
E01001335,3. Associate professional and technical occupations,123,47,76
E01001335,4. Administrative and secretarial occupations,89,119,-30
E01001335,5. Skilled trades occupations,55,44,11
E01001335,"6. Caring, leisure and other service occupations",24,57,-33
E01001335,7. Sales and customer service occupations,77,85,-8
E01001335,"8. Process, plant and machine operatives",54,71,-17
E01001335,9. Elementary occupations,50,68,-18
E01001336,"1. Managers, directors and senior officials",117,70,47
E01001336,2. Professional occupations,110,95,15
E01001336,3. Associate professional and technical occupations,97,43,54
E01001336,4. Administrative and secretarial occupations,62,97,-35
E01001336,5. Skilled trades occupations,44,43,1
E01001336,"6. Caring, leisure and other service occupations",57,51,6
E01001336,7. Sales and customer service occupations,92,68,24
E01001336,"8. Process, plant and machine operatives",84,62,22
E01001336,9. Elementary occupations,135,89,46
E01001337,"1. Managers, directors and senior officials",111,51,60
E01001337,2. Professional occupations,285,115,170
E01001337,3. Associate professional and technical occupations,157,31,126
E01001337,4. Administrative and secretarial occupations,88,83,5
E01001337,5. Skilled trades occupations,100,70,30
E01001337,"6. Caring, leisure and other service occupations",97,63,34
E01001337,7. Sales and customer service occupations,79,82,-3
E01001337,"8. Process, plant and machine operatives",63,50,13
E01001337,9. Elementary occupations,110,85,25
E01001338,"1. Managers, directors and senior officials",95,91,4
E01001338,2. Professional occupations,119,102,17
E01001338,3. Associate professional and technical occupations,95,38,57
E01001338,4. Administrative and secretarial occupations,65,85,-20
E01001338,5. Skilled trades occupations,66,67,-1
E01001338,"6. Caring, leisure and other service occupations",62,60,2
E01001338,7. Sales and customer service occupations,85,92,-7
E01001338,"8. Process, plant and machine operatives",86,65,21
E01001338,9. Elementary occupations,115,125,-10
E01001339,"1. Managers, directors and senior officials",119,53,66
E01001339,2. Professional occupations,231,90,141
E01001339,3. Associate professional and technical occupations,115,48,67
E01001339,4. Administrative and secretarial occupations,90,81,9
E01001339,5. Skilled trades occupations,56,42,14
E01001339,"6. Caring, leisure and other service occupations",104,63,41
E01001339,7. Sales and customer service occupations,93,79,14
E01001339,"8. Process, plant and machine operatives",92,61,31
E01001339,9. Elementary occupations,93,91,2
E01001340,"1. Managers, directors and senior officials",76,62,14
E01001340,2. Professional occupations,163,195,-32
E01001340,3. Associate professional and technical occupations,101,39,62
E01001340,4. Administrative and secretarial occupations,65,79,-14
E01001340,5. Skilled trades occupations,39,47,-8
E01001340,"6. Caring, leisure and other service occupations",60,68,-8
E01001340,7. Sales and customer service occupations,51,65,-14
E01001340,"8. Process, plant and machine operatives",60,43,17
E01001340,9. Elementary occupations,77,83,-6
E01001341,"1. Managers, directors and senior officials",103,75,28
E01001341,2. Professional occupations,131,105,26
E01001341,3. Associate professional and technical occupations,83,38,45
E01001341,4. Administrative and secretarial occupations,98,99,-1
E01001341,5. Skilled trades occupations,110,133,-23
E01001341,"6. Caring, leisure and other service occupations",55,52,3
E01001341,7. Sales and customer service occupations,96,99,-3
E01001341,"8. Process, plant and machine operatives",81,77,4
E01001341,9. Elementary occupations,91,134,-43
E01001342,"1. Managers, directors and senior officials",105,85,20
E01001342,2. Professional occupations,142,171,-29
E01001342,3. Associate professional and technical occupations,87,38,49
E01001342,4. Administrative and secretarial occupations,85,112,-27
E01001342,5. Skilled trades occupations,135,111,24
E01001342,"6. Caring, leisure and other service occupations",63,51,12
E01001342,7. Sales and customer service occupations,92,93,-1
E01001342,"8. Process, plant and machine operatives",85,96,-11
E01001342,9. Elementary occupations,132,102,30
E01001343,"1. Managers, directors and senior officials",88,72,16
E01001343,2. Professional occupations,127,98,29
E01001343,3. Associate professional and technical occupations,81,37,44
E01001343,4. Administrative and secretarial occupations,71,94,-23
E01001343,5. Skilled trades occupations,93,109,-16
E01001343,"6. Caring, leisure and other service occupations",46,54,-8
E01001343,7. Sales and customer service occupations,53,76,-23
E01001343,"8. Process, plant and machine operatives",52,65,-13
E01001343,9. Elementary occupations,79,98,-19
E01001344,"1. Managers, directors and senior officials",105,108,-3
E01001344,2. Professional occupations,218,206,12
E01001344,3. Associate professional and technical occupations,127,53,74
E01001344,4. Administrative and secretarial occupations,98,141,-43
E01001344,5. Skilled trades occupations,166,157,9
E01001344,"6. Caring, leisure and other service occupations",82,71,11
E01001344,7. Sales and customer service occupations,79,84,-5
E01001344,"8. Process, plant and machine operatives",86,81,5
E01001344,9. Elementary occupations,119,131,-12
E01001345,"1. Managers, directors and senior officials",75,71,4
E01001345,2. Professional occupations,109,78,31
E01001345,3. Associate professional and technical occupations,72,17,55
E01001345,4. Administrative and secretarial occupations,79,72,7
E01001345,5. Skilled trades occupations,108,109,-1
E01001345,"6. Caring, leisure and other service occupations",54,48,6
E01001345,7. Sales and customer service occupations,107,86,21
E01001345,"8. Process, plant and machine operatives",97,105,-8
E01001345,9. Elementary occupations,123,122,1
E01001346,"1. Managers, directors and senior officials",133,97,36
E01001346,2. Professional occupations,188,154,34
E01001346,3. Associate professional and technical occupations,85,21,64
E01001346,4. Administrative and secretarial occupations,78,98,-20
E01001346,5. Skilled trades occupations,141,149,-8
E01001346,"6. Caring, leisure and other service occupations",74,84,-10
E01001346,7. Sales and customer service occupations,62,68,-6
E01001346,"8. Process, plant and machine operatives",68,86,-18
E01001346,9. Elementary occupations,94,94,0
E01001347,"1. Managers, directors and senior officials",115,76,39
E01001347,2. Professional occupations,164,111,53
E01001347,3. Associate professional and technical occupations,127,31,96
E01001347,4. Administrative and secretarial occupations,90,84,6
E01001347,5. Skilled trades occupations,143,134,9
E01001347,"6. Caring, leisure and other service occupations",80,65,15
E01001347,7. Sales and customer service occupations,63,64,-1
E01001347,"8. Process, plant and machine operatives",90,98,-8
E01001347,9. Elementary occupations,121,121,0
E01001348,"1. Managers, directors and senior officials",87,87,0
E01001348,2. Professional occupations,159,172,-13
E01001348,3. Associate professional and technical occupations,95,43,52
E01001348,4. Administrative and secretarial occupations,59,75,-16
E01001348,5. Skilled trades occupations,116,109,7
E01001348,"6. Caring, leisure and other service occupations",53,60,-7
E01001348,7. Sales and customer service occupations,52,53,-1
E01001348,"8. Process, plant and machine operatives",82,66,16
E01001348,9. Elementary occupations,78,98,-20
E01001349,"1. Managers, directors and senior officials",72,74,-2
E01001349,2. Professional occupations,120,92,28
E01001349,3. Associate professional and technical occupations,60,43,17
E01001349,4. Administrative and secretarial occupations,61,60,1
E01001349,5. Skilled trades occupations,83,79,4
E01001349,"6. Caring, leisure and other service occupations",66,56,10
E01001349,7. Sales and customer service occupations,60,61,-1
E01001349,"8. Process, plant and machine operatives",53,56,-3
E01001349,9. Elementary occupations,71,99,-28
E01001350,"1. Managers, directors and senior officials",163,137,26
E01001350,2. Professional occupations,219,185,34
E01001350,3. Associate professional and technical occupations,134,39,95
E01001350,4. Administrative and secretarial occupations,58,80,-22
E01001350,5. Skilled trades occupations,59,50,9
E01001350,"6. Caring, leisure and other service occupations",40,50,-10
E01001350,7. Sales and customer service occupations,31,44,-13
E01001350,"8. Process, plant and machine operatives",17,24,-7
E01001350,9. Elementary occupations,40,47,-7
E01001351,"1. Managers, directors and senior officials",143,97,46
E01001351,2. Professional occupations,258,211,47
E01001351,3. Associate professional and technical occupations,157,56,101
E01001351,4. Administrative and secretarial occupations,59,109,-50
E01001351,5. Skilled trades occupations,72,102,-30
E01001351,"6. Caring, leisure and other service occupations",96,84,12
E01001351,7. Sales and customer service occupations,63,69,-6
E01001351,"8. Process, plant and machine operatives",49,40,9
E01001351,9. Elementary occupations,124,104,20
E01001352,"1. Managers, directors and senior officials",170,142,28
E01001352,2. Professional occupations,284,190,94
E01001352,3. Associate professional and technical occupations,174,54,120
E01001352,4. Administrative and secretarial occupations,70,95,-25
E01001352,5. Skilled trades occupations,46,61,-15
E01001352,"6. Caring, leisure and other service occupations",57,61,-4
E01001352,7. Sales and customer service occupations,32,33,-1
E01001352,"8. Process, plant and machine operatives",21,21,0
E01001352,9. Elementary occupations,73,54,19
E01001353,"1. Managers, directors and senior officials",138,84,54
E01001353,2. Professional occupations,193,207,-14
E01001353,3. Associate professional and technical occupations,122,48,74
E01001353,4. Administrative and secretarial occupations,52,88,-36
E01001353,5. Skilled trades occupations,76,96,-20
E01001353,"6. Caring, leisure and other service occupations",44,62,-18
E01001353,7. Sales and customer service occupations,40,56,-16
E01001353,"8. Process, plant and machine operatives",33,32,1
E01001353,9. Elementary occupations,80,108,-28
E01001354,"1. Managers, directors and senior officials",215,132,83
E01001354,2. Professional occupations,331,301,30
E01001354,3. Associate professional and technical occupations,185,67,118
E01001354,4. Administrative and secretarial occupations,82,96,-14
E01001354,5. Skilled trades occupations,75,82,-7
E01001354,"6. Caring, leisure and other service occupations",47,57,-10
E01001354,7. Sales and customer service occupations,42,34,8
E01001354,"8. Process, plant and machine operatives",26,35,-9
E01001354,9. Elementary occupations,68,72,-4
E01001355,"1. Managers, directors and senior officials",178,88,90
E01001355,2. Professional occupations,326,212,114
E01001355,3. Associate professional and technical occupations,210,55,155
E01001355,4. Administrative and secretarial occupations,85,88,-3
E01001355,5. Skilled trades occupations,77,63,14
E01001355,"6. Caring, leisure and other service occupations",75,58,17
E01001355,7. Sales and customer service occupations,71,51,20
E01001355,"8. Process, plant and machine operatives",39,30,9
E01001355,9. Elementary occupations,69,94,-25
E01001356,"1. Managers, directors and senior officials",44,56,-12
E01001356,2. Professional occupations,93,83,10
E01001356,3. Associate professional and technical occupations,65,34,31
E01001356,4. Administrative and secretarial occupations,58,66,-8
E01001356,5. Skilled trades occupations,40,64,-24
E01001356,"6. Caring, leisure and other service occupations",67,89,-22
E01001356,7. Sales and customer service occupations,40,54,-14
E01001356,"8. Process, plant and machine operatives",49,60,-11
E01001356,9. Elementary occupations,83,127,-44
E01001357,"1. Managers, directors and senior officials",231,33,198
E01001357,2. Professional occupations,484,70,414
E01001357,3. Associate professional and technical occupations,308,25,283
E01001357,4. Administrative and secretarial occupations,109,56,53
E01001357,5. Skilled trades occupations,69,61,8
E01001357,"6. Caring, leisure and other service occupations",95,45,50
E01001357,7. Sales and customer service occupations,90,44,46
E01001357,"8. Process, plant and machine operatives",47,35,12
E01001357,9. Elementary occupations,99,75,24
E01001358,"1. Managers, directors and senior officials",172,39,133
E01001358,2. Professional occupations,322,71,251
E01001358,3. Associate professional and technical occupations,207,23,184
E01001358,4. Administrative and secretarial occupations,72,50,22
E01001358,5. Skilled trades occupations,57,60,-3
E01001358,"6. Caring, leisure and other service occupations",62,60,2
E01001358,7. Sales and customer service occupations,65,50,15
E01001358,"8. Process, plant and machine operatives",43,49,-6
E01001358,9. Elementary occupations,78,98,-20
E01001359,"1. Managers, directors and senior officials",68,66,2
E01001359,2. Professional occupations,105,72,33
E01001359,3. Associate professional and technical occupations,75,34,41
E01001359,4. Administrative and secretarial occupations,66,83,-17
E01001359,5. Skilled trades occupations,72,91,-19
E01001359,"6. Caring, leisure and other service occupations",64,61,3
E01001359,7. Sales and customer service occupations,144,125,19
E01001359,"8. Process, plant and machine operatives",124,103,21
E01001359,9. Elementary occupations,250,226,24
E01001360,"1. Managers, directors and senior officials",79,45,34
E01001360,2. Professional occupations,118,88,30
E01001360,3. Associate professional and technical occupations,71,24,47
E01001360,4. Administrative and secretarial occupations,79,86,-7
E01001360,5. Skilled trades occupations,80,72,8
E01001360,"6. Caring, leisure and other service occupations",58,44,14
E01001360,7. Sales and customer service occupations,108,111,-3
E01001360,"8. Process, plant and machine operatives",118,102,16
E01001360,9. Elementary occupations,285,194,91
E01001361,"1. Managers, directors and senior officials",55,53,2
E01001361,2. Professional occupations,75,62,13
E01001361,3. Associate professional and technical occupations,60,27,33
E01001361,4. Administrative and secretarial occupations,68,66,2
E01001361,5. Skilled trades occupations,71,79,-8
E01001361,"6. Caring, leisure and other service occupations",74,45,29
E01001361,7. Sales and customer service occupations,106,90,16
E01001361,"8. Process, plant and machine operatives",117,72,45
E01001361,9. Elementary occupations,273,191,82
E01001362,"1. Managers, directors and senior officials",61,68,-7
E01001362,2. Professional occupations,105,86,19
E01001362,3. Associate professional and technical occupations,71,26,45
E01001362,4. Administrative and secretarial occupations,76,79,-3
E01001362,5. Skilled trades occupations,96,79,17
E01001362,"6. Caring, leisure and other service occupations",91,47,44
E01001362,7. Sales and customer service occupations,125,121,4
E01001362,"8. Process, plant and machine operatives",120,92,28
E01001362,9. Elementary occupations,285,237,48
E01001363,"1. Managers, directors and senior officials",54,46,8
E01001363,2. Professional occupations,93,55,38
E01001363,3. Associate professional and technical occupations,51,23,28
E01001363,4. Administrative and secretarial occupations,45,61,-16
E01001363,5. Skilled trades occupations,61,54,7
E01001363,"6. Caring, leisure and other service occupations",54,44,10
E01001363,7. Sales and customer service occupations,108,86,22
E01001363,"8. Process, plant and machine operatives",115,79,36
E01001363,9. Elementary occupations,220,191,29
E01001364,"1. Managers, directors and senior officials",43,37,6
E01001364,2. Professional occupations,78,76,2
E01001364,3. Associate professional and technical occupations,68,16,52
E01001364,4. Administrative and secretarial occupations,56,65,-9
E01001364,5. Skilled trades occupations,55,38,17
E01001364,"6. Caring, leisure and other service occupations",53,53,0
E01001364,7. Sales and customer service occupations,108,97,11
E01001364,"8. Process, plant and machine operatives",92,78,14
E01001364,9. Elementary occupations,138,115,23
E01001365,"1. Managers, directors and senior officials",95,71,24
E01001365,2. Professional occupations,120,90,30
E01001365,3. Associate professional and technical occupations,71,34,37
E01001365,4. Administrative and secretarial occupations,82,73,9
E01001365,5. Skilled trades occupations,89,94,-5
E01001365,"6. Caring, leisure and other service occupations",70,61,9
E01001365,7. Sales and customer service occupations,137,126,11
E01001365,"8. Process, plant and machine operatives",134,113,21
E01001365,9. Elementary occupations,244,230,14
E01001366,"1. Managers, directors and senior officials",44,64,-20
E01001366,2. Professional occupations,83,59,24
E01001366,3. Associate professional and technical occupations,48,30,18
E01001366,4. Administrative and secretarial occupations,51,71,-20
E01001366,5. Skilled trades occupations,59,84,-25
E01001366,"6. Caring, leisure and other service occupations",59,67,-8
E01001366,7. Sales and customer service occupations,105,87,18
E01001366,"8. Process, plant and machine operatives",122,113,9
E01001366,9. Elementary occupations,194,188,6
E01001367,"1. Managers, directors and senior officials",69,42,27
E01001367,2. Professional occupations,102,45,57
E01001367,3. Associate professional and technical occupations,81,10,71
E01001367,4. Administrative and secretarial occupations,80,50,30
E01001367,5. Skilled trades occupations,101,109,-8
E01001367,"6. Caring, leisure and other service occupations",82,44,38
E01001367,7. Sales and customer service occupations,119,100,19
E01001367,"8. Process, plant and machine operatives",122,83,39
E01001367,9. Elementary occupations,338,224,114
E01001368,"1. Managers, directors and senior officials",58,60,-2
E01001368,2. Professional occupations,77,55,22
E01001368,3. Associate professional and technical occupations,54,24,30
E01001368,4. Administrative and secretarial occupations,59,56,3
E01001368,5. Skilled trades occupations,74,74,0
E01001368,"6. Caring, leisure and other service occupations",54,44,10
E01001368,7. Sales and customer service occupations,110,105,5
E01001368,"8. Process, plant and machine operatives",82,94,-12
E01001368,9. Elementary occupations,150,159,-9
E01001369,"1. Managers, directors and senior officials",50,62,-12
E01001369,2. Professional occupations,73,93,-20
E01001369,3. Associate professional and technical occupations,58,61,-3
E01001369,4. Administrative and secretarial occupations,52,78,-26
E01001369,5. Skilled trades occupations,64,73,-9
E01001369,"6. Caring, leisure and other service occupations",63,43,20
E01001369,7. Sales and customer service occupations,106,92,14
E01001369,"8. Process, plant and machine operatives",94,87,7
E01001369,9. Elementary occupations,243,185,58
E01001370,"1. Managers, directors and senior officials",67,54,13
E01001370,2. Professional occupations,91,63,28
E01001370,3. Associate professional and technical occupations,74,32,42
E01001370,4. Administrative and secretarial occupations,73,86,-13
E01001370,5. Skilled trades occupations,104,90,14
E01001370,"6. Caring, leisure and other service occupations",64,51,13
E01001370,7. Sales and customer service occupations,124,100,24
E01001370,"8. Process, plant and machine operatives",118,103,15
E01001370,9. Elementary occupations,237,183,54
E01001371,"1. Managers, directors and senior officials",55,62,-7
E01001371,2. Professional occupations,76,77,-1
E01001371,3. Associate professional and technical occupations,70,26,44
E01001371,4. Administrative and secretarial occupations,53,85,-32
E01001371,5. Skilled trades occupations,60,77,-17
E01001371,"6. Caring, leisure and other service occupations",76,73,3
E01001371,7. Sales and customer service occupations,113,114,-1
E01001371,"8. Process, plant and machine operatives",107,98,9
E01001371,9. Elementary occupations,248,184,64
E01001372,"1. Managers, directors and senior officials",69,45,24
E01001372,2. Professional occupations,121,60,61
E01001372,3. Associate professional and technical occupations,88,20,68
E01001372,4. Administrative and secretarial occupations,68,78,-10
E01001372,5. Skilled trades occupations,87,72,15
E01001372,"6. Caring, leisure and other service occupations",63,52,11
E01001372,7. Sales and customer service occupations,128,87,41
E01001372,"8. Process, plant and machine operatives",125,94,31
E01001372,9. Elementary occupations,319,209,110
E01001373,"1. Managers, directors and senior officials",67,41,26
E01001373,2. Professional occupations,86,61,25
E01001373,3. Associate professional and technical occupations,63,14,49
E01001373,4. Administrative and secretarial occupations,57,49,8
E01001373,5. Skilled trades occupations,71,65,6
E01001373,"6. Caring, leisure and other service occupations",70,44,26
E01001373,7. Sales and customer service occupations,97,72,25
E01001373,"8. Process, plant and machine operatives",116,83,33
E01001373,9. Elementary occupations,242,202,40
E01001374,"1. Managers, directors and senior officials",270,183,87
E01001374,2. Professional occupations,363,274,89
E01001374,3. Associate professional and technical occupations,244,66,178
E01001374,4. Administrative and secretarial occupations,69,91,-22
E01001374,5. Skilled trades occupations,56,45,11
E01001374,"6. Caring, leisure and other service occupations",58,57,1
E01001374,7. Sales and customer service occupations,41,44,-3
E01001374,"8. Process, plant and machine operatives",28,22,6
E01001374,9. Elementary occupations,32,45,-13
E01001375,"1. Managers, directors and senior officials",271,219,52
E01001375,2. Professional occupations,321,313,8
E01001375,3. Associate professional and technical occupations,165,55,110
E01001375,4. Administrative and secretarial occupations,59,65,-6
E01001375,5. Skilled trades occupations,23,24,-1
E01001375,"6. Caring, leisure and other service occupations",34,45,-11
E01001375,7. Sales and customer service occupations,28,37,-9
E01001375,"8. Process, plant and machine operatives",6,8,-2
E01001375,9. Elementary occupations,22,26,-4
E01001376,"1. Managers, directors and senior officials",163,120,43
E01001376,2. Professional occupations,236,240,-4
E01001376,3. Associate professional and technical occupations,169,46,123
E01001376,4. Administrative and secretarial occupations,72,93,-21
E01001376,5. Skilled trades occupations,42,56,-14
E01001376,"6. Caring, leisure and other service occupations",75,49,26
E01001376,7. Sales and customer service occupations,35,46,-11
E01001376,"8. Process, plant and machine operatives",37,22,15
E01001376,9. Elementary occupations,59,73,-14
E01001377,"1. Managers, directors and senior officials",233,217,16
E01001377,2. Professional occupations,264,268,-4
E01001377,3. Associate professional and technical occupations,145,55,90
E01001377,4. Administrative and secretarial occupations,64,66,-2
E01001377,5. Skilled trades occupations,9,22,-13
E01001377,"6. Caring, leisure and other service occupations",39,33,6
E01001377,7. Sales and customer service occupations,15,31,-16
E01001377,"8. Process, plant and machine operatives",24,17,7
E01001377,9. Elementary occupations,23,23,0
E01001379,"1. Managers, directors and senior officials",277,211,66
E01001379,2. Professional occupations,315,338,-23
E01001379,3. Associate professional and technical occupations,182,42,140
E01001379,4. Administrative and secretarial occupations,46,63,-17
E01001379,5. Skilled trades occupations,35,36,-1
E01001379,"6. Caring, leisure and other service occupations",36,31,5
E01001379,7. Sales and customer service occupations,18,31,-13
E01001379,"8. Process, plant and machine operatives",10,13,-3
E01001379,9. Elementary occupations,18,27,-9
E01001380,"1. Managers, directors and senior officials",307,182,125
E01001380,2. Professional occupations,497,336,161
E01001380,3. Associate professional and technical occupations,291,63,228
E01001380,4. Administrative and secretarial occupations,82,80,2
E01001380,5. Skilled trades occupations,34,53,-19
E01001380,"6. Caring, leisure and other service occupations",56,43,13
E01001380,7. Sales and customer service occupations,53,41,12
E01001380,"8. Process, plant and machine operatives",25,21,4
E01001380,9. Elementary occupations,40,29,11
E01001381,"1. Managers, directors and senior officials",199,128,71
E01001381,2. Professional occupations,259,225,34
E01001381,3. Associate professional and technical occupations,216,43,173
E01001381,4. Administrative and secretarial occupations,73,95,-22
E01001381,5. Skilled trades occupations,73,86,-13
E01001381,"6. Caring, leisure and other service occupations",75,62,13
E01001381,7. Sales and customer service occupations,50,81,-31
E01001381,"8. Process, plant and machine operatives",38,37,1
E01001381,9. Elementary occupations,58,81,-23
E01001382,"1. Managers, directors and senior officials",174,141,33
E01001382,2. Professional occupations,280,255,25
