category,lad22cd,lad22nm,ward22cd,ward22nm,count_21,count_11,change
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013797,Knightsbridge & Belgravia,236,329,-93
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013798,Lancaster Gate,385,631,-246
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013799,Little Venice,388,438,-50
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013800,Maida Vale,453,500,-47
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013801,Marylebone,288,517,-229
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013802,Pimlico North,339,458,-119
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013803,Pimlico South,515,509,6
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013804,Queen's Park,753,814,-61
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013805,Regent's Park,309,490,-181
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013806,St James's,261,336,-75
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013807,Vincent Square,401,478,-77
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013808,West End,348,501,-153
Occupancy rating of bedrooms: -1,E09000033,Westminster,E05013809,Westbourne,733,792,-59
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013810,Abbey,286,345,-59
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013811,Cannon Hill,149,147,2
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013812,Colliers Wood,381,465,-84
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013813,Cricket Green,629,509,120
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013814,Figge's Marsh,591,501,90
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013815,Graveney,407,412,-5
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013816,Hillside,139,188,-49
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013817,Lavender Fields,459,470,-11
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013818,Longthornton,402,345,57
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013819,Lower Morden,183,204,-21
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013820,Merton Park,117,146,-29
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013821,Pollards Hill,523,397,126
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013822,Ravensbury,364,355,9
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013823,Raynes Park,258,250,8
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013824,St Helier,478,392,86
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013825,Village,98,114,-16
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013826,Wandle,182,215,-33
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013827,West Barnes,166,173,-7
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013828,Wimbledon Park,234,191,43
Occupancy rating of bedrooms: -1,E09000024,Merton,E05013829,Wimbledon Town & Dundonald,163,219,-56
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013882,Cann Hall,800,995,-195
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013883,Cathall,472,571,-99
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013884,Chapel End,485,596,-111
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013885,Chingford Green,197,209,-12
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013886,Endlebury,211,182,29
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013887,Forest,668,652,16
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013888,Grove Green,559,787,-228
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013889,Hale End & Highams Park South,283,219,64
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013890,Hatch Lane & Highams Park North,356,310,46
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013891,High Street,511,651,-140
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013892,Higham Hill,632,547,85
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013893,Hoe Street,688,761,-73
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013894,Larkswood,372,301,71
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013895,Lea Bridge,711,764,-53
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013896,Leyton,673,697,-24
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013897,Leytonstone,419,631,-212
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013898,Markhouse,463,479,-16
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013899,St James,517,526,-9
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013900,Upper Walthamstow,322,267,55
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013901,Valley,420,370,50
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013902,William Morris,580,683,-103
Occupancy rating of bedrooms: -1,E09000031,Waltham Forest,E05013903,Wood Street,430,419,11
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013904,Beckton,802,786,16
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013905,Boleyn,786,744,42
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013906,Canning Town North,587,517,70
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013907,Canning Town South,359,314,45
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013908,Custom House,999,866,133
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013909,East Ham,755,807,-52
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013910,East Ham South,972,889,83
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013911,Forest Gate North,507,609,-102
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013912,Forest Gate South,951,1008,-57
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013913,Green Street East,888,885,3
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013914,Green Street West,794,855,-61
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013915,Little Ilford,1117,1117,0
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013916,Manor Park,891,904,-13
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013917,Maryland,716,766,-50
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013918,Plaistow North,974,940,34
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013919,Plaistow South,732,766,-34
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013920,Plaistow West & Canning Town East,982,1033,-51
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013921,Plashet,549,615,-66
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013922,Royal Albert,632,496,136
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013923,Royal Victoria,540,401,139
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013924,Stratford,854,755,99
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013925,Stratford Olympic Park,291,4,287
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013926,Wall End,807,866,-59
Occupancy rating of bedrooms: -1,E09000025,Newham,E05013927,West Ham,861,938,-77
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013928,Alexandra,66,56,10
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013929,Berrylands,82,97,-15
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013930,Canbury Gardens,184,163,21
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013931,Chessington South & Malden Rushett,174,168,6
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013932,Coombe Hill,101,116,-15
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013933,Coombe Vale,193,188,5
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013934,Green Lane & St James,166,133,33
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013935,Hook & Chessington North,207,142,65
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013936,King George's & Sunray,117,111,6
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013937,Kingston Gate,263,245,18
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013938,Kingston Town,248,279,-31
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013939,Motspur Park & Old Malden East,73,86,-13
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013940,New Malden Village,211,176,35
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013941,Norbiton,406,366,40
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013942,Old Malden,134,115,19
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013943,St Mark's & Seething Wells,205,236,-31
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013944,Surbiton Hill,253,243,10
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013945,Tolworth,249,216,33
Occupancy rating of bedrooms: -1,E09000021,Kingston upon Thames,E05013946,Tudor,95,80,15
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013967,Beam Park,185,93,92
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013968,Cranham,119,79,40
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013969,Elm Park,268,206,62
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013970,Emerson Park,78,55,23
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013971,Gooshays,547,380,167
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013972,Hacton,81,83,-2
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013973,Harold Wood,230,120,110
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013974,Havering-atte-Bower,339,236,103
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013975,Heaton,592,396,196
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013976,Hylands & Harrow Lodge,189,145,44
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013977,Marshalls & Rise Park,151,112,39
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013978,Mawneys,303,187,116
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013979,Rainham & Wennington,279,181,98
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013980,Rush Green & Crowlands,555,248,307
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013981,St Alban's,288,161,127
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013982,St Andrew's,213,178,35
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013983,St Edward's,315,196,119
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013984,South Hornchurch,216,140,76
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013985,Squirrels Heath,226,164,62
Occupancy rating of bedrooms: -1,E09000016,Havering,E05013986,Upminster,99,72,27
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05013987,Beckenham Town & Copers Cope,333,246,87
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05013988,Bickley & Sundridge,163,144,19
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05013989,Biggin Hill,89,68,21
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05013990,Bromley Common & Holwood,280,227,53
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05013991,Bromley Town,366,222,144
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05013992,Chelsfield,72,78,-6
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05013993,Chislehurst,127,114,13
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05013994,Clock House,308,278,30
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05013995,Crystal Palace & Anerley,478,458,20
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05013996,Darwin,39,39,0
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05013997,Farnborough & Crofton,118,128,-10
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05013998,Hayes & Coney Hall,110,104,6
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05013999,Kelsey & Eden Park,179,144,35
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05014000,Mottingham,313,250,63
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05014001,Orpington,195,151,44
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05014002,Penge & Cator,607,637,-30
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05014003,Petts Wood & Knoll,118,117,1
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05014004,Plaistow,272,229,43
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05014005,Shortlands & Park Langley,247,170,77
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05014006,St Mary Cray,416,347,69
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05014007,St Paul's Cray,512,403,109
Occupancy rating of bedrooms: -1,E09000006,Bromley,E05014008,West Wickham,110,92,18
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014009,Balham,317,453,-136
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014010,Battersea Park,840,805,35
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014011,East Putney,355,419,-64
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014012,Falconbrook,635,672,-37
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014013,Furzedown,542,574,-32
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014014,Lavender,207,369,-162
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014015,Nine Elms,127,11,116
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014016,Northcote,111,159,-48
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014017,Roehampton,834,675,159
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014018,St Mary's,388,429,-41
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014019,Shaftesbury & Queenstown,557,659,-102
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014020,South Balham,184,302,-118
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014021,Southfields,189,207,-18
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014022,Thamesfield,210,243,-33
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014023,Tooting Bec,432,571,-139
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014024,Tooting Broadway,598,773,-175
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014025,Trinity,185,274,-89
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014026,Wandle,277,243,34
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014027,Wandsworth Common,281,369,-88
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014028,Wandsworth Town,502,570,-68
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014029,West Hill,550,564,-14
Occupancy rating of bedrooms: -1,E09000032,Wandsworth,E05014030,West Putney,421,421,0
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014053,Abbey,327,270,57
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014054,Alibon,454,349,105
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014055,Barking Riverside,515,306,209
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014056,Beam,371,274,97
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014057,Becontree,445,314,131
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014058,Chadwell Heath,586,344,242
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014059,Eastbrook & Rush Green,244,176,68
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014060,Eastbury,761,627,134
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014061,Gascoigne,754,753,1
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014062,Goresbrook,664,525,139
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014063,Heath,439,298,141
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014064,Longbridge,466,322,144
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014065,Mayesbrook,761,450,311
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014066,Northbury,871,638,233
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014067,Parsloes,700,556,144
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014068,Thames View,293,198,95
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014069,Valence,754,549,205
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014070,Village,652,504,148
Occupancy rating of bedrooms: -1,E09000002,Barking and Dagenham,E05014071,Whalebone,585,341,244
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014072,Abbey Wood,791,629,162
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014073,Blackheath Westcombe,271,292,-21
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014074,Charlton Hornfair,347,338,9
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014075,Charlton Village & Riverside,343,384,-41
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014076,East Greenwich,370,302,68
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014077,Eltham Page,285,221,64
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014078,Eltham Park & Progress,144,117,27
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014079,Eltham Town & Avery Hill,327,283,44
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014080,Greenwich Creekside,356,271,85
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014081,Greenwich Park,267,274,-7
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014082,Greenwich Peninsula,351,147,204
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014083,Kidbrooke Park,288,263,25
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014084,Kidbrooke Village & Sutcliffe,159,85,74
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014085,Middle Park & Horn Park,310,262,48
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014086,"Mottingham, Coldharbour & New Eltham",309,290,19
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014087,Plumstead & Glyndon,1015,987,28
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014088,Plumstead Common,530,457,73
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014089,Shooters Hill,454,422,32
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014090,Thamesmead Moorings,673,605,68
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014091,West Thamesmead,591,472,119
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014092,Woolwich Arsenal,516,403,113
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014093,Woolwich Common,591,649,-58
Occupancy rating of bedrooms: -1,E09000011,Greenwich,E05014094,Woolwich Dockyard,658,738,-80
Occupancy rating of bedrooms: -1,E09000022,Lambeth,E05014095,Brixton Acre Lane,431,766,-335
Occupancy rating of bedrooms: -1,E09000022,Lambeth,E05014096,Brixton North,702,839,-137
