lad22cd,lad22nm,category,count_21
E09000028,Southwark,African language: Amharic,405
E09000028,Southwark,African language: Tigrinya,534
E09000028,Southwark,African language: Somali,833
E09000028,Southwark,African language: Krio,183
E09000028,Southwark,African language: Akan,595
E09000028,Southwark,African language: Yoruba,725
E09000028,Southwark,African language: Igbo,310
E09000028,Southwark,African language: Swahili or Kiswahili,44
E09000028,Southwark,African language: Luganda,68
E09000028,Southwark,African language: Lingala,138
E09000028,Southwark,African language: Shona,15
E09000028,Southwark,African language: Afrikaans,69
E09000028,Southwark,African language: Any other Nigerian language,160
E09000028,Southwark,African language: Any other West African language,394
E09000028,Southwark,African language: Any other African language,165
E09000028,Southwark,Sign language: British Sign Language,120
E09000028,Southwark,Sign language: Any other sign language,9
E09000028,Southwark,Sign language: Any sign communication system,21
E09000028,Southwark,Other language,145
E09000029,Sutton,English (English or Welsh in Wales),173379
E09000029,Sutton,Welsh or Cymraeg (in England only),11
E09000029,Sutton,Other UK language: Gaelic (Irish),9
E09000029,Sutton,Other UK language: Gaelic (Scottish),1
E09000029,Sutton,Other UK language: Manx Gaelic,0
E09000029,Sutton,Other UK language: Gaelic (Not otherwise specified),1
E09000029,Sutton,Other UK language: Cornish,0
E09000029,Sutton,Other UK language: Scots,3
E09000029,Sutton,Other UK language: Ulster Scots,0
E09000029,Sutton,Other UK language: Romany English,4
E09000029,Sutton,Other UK language: Irish Traveller Cant,0
E09000029,Sutton,French,396
E09000029,Sutton,Portuguese,1485
E09000029,Sutton,Spanish,986
E09000029,Sutton,Other European language (EU): Italian,733
E09000029,Sutton,Other European language (EU): German,141
E09000029,Sutton,Other European language (EU): Polish,2640
E09000029,Sutton,Other European language (EU): Slovak,80
E09000029,Sutton,Other European language (EU): Czech,90
E09000029,Sutton,Other European language (EU): Romanian,1504
E09000029,Sutton,Other European language (EU): Lithuanian,386
E09000029,Sutton,Other European language (EU): Latvian,40
E09000029,Sutton,Other European language (EU): Hungarian,367
E09000029,Sutton,Other European language (EU): Bulgarian,1718
E09000029,Sutton,Other European language (EU): Greek,303
E09000029,Sutton,Other European language (EU): Dutch,53
E09000029,Sutton,Other European language (EU): Swedish,35
E09000029,Sutton,Other European language (EU): Danish,21
E09000029,Sutton,Other European language (EU): Finnish,24
E09000029,Sutton,Other European language (EU): Estonian,16
E09000029,Sutton,Other European language (EU): Slovenian,9
E09000029,Sutton,Other European language (EU): Maltese,17
E09000029,Sutton,Other European language (EU): Any other European language (EU),20
E09000029,Sutton,Other European language (non EU): Albanian,466
E09000029,Sutton,Other European language (non EU): Ukrainian,158
E09000029,Sutton,Other European language (non EU): Any other Eastern European language (non EU),2
E09000029,Sutton,Other European language (non EU): Northern European language (non EU),16
E09000029,Sutton,"Other European language (EU and non-EU): Bosnian, Croatian, Serbian, and Montenegrin",121
E09000029,Sutton,Other European language (non-national): Any Romani language,0
E09000029,Sutton,Other European language (non-national): Yiddish,0
E09000029,Sutton,Russian,550
E09000029,Sutton,Turkish,783
E09000029,Sutton,Arabic,603
E09000029,Sutton,West or Central Asian language: Hebrew,4
E09000029,Sutton,West or Central Asian language: Kurdish,176
E09000029,Sutton,West or Central Asian language: Persian or Farsi,432
E09000029,Sutton,West or Central Asian language: Pashto,130
E09000029,Sutton,West or Central Asian language: Any other West or Central Asian language,71
E09000029,Sutton,South Asian language: Urdu,1872
E09000029,Sutton,South Asian language: Hindi,615
E09000029,Sutton,South Asian language: Panjabi,214
E09000029,Sutton,South Asian language: Pakistani Pahari (with Mirpuri and Potwari),0
E09000029,Sutton,South Asian language: Bengali (with Sylheti and Chatgaya),544
E09000029,Sutton,South Asian language: Gujarati,852
E09000029,Sutton,South Asian language: Marathi,215
E09000029,Sutton,South Asian language: Telugu,496
E09000029,Sutton,South Asian language: Tamil,4383
E09000029,Sutton,South Asian language: Malayalam,511
E09000029,Sutton,South Asian language: Sinhala,171
E09000029,Sutton,South Asian language: Nepalese,385
E09000029,Sutton,South Asian language: Any other South Asian language,239
E09000029,Sutton,East Asian language: Mandarin Chinese,264
E09000029,Sutton,East Asian language: Cantonese Chinese,560
E09000029,Sutton,East Asian language: All other Chinese,717
E09000029,Sutton,East Asian language: Japanese,167
E09000029,Sutton,East Asian language: Korean,443
E09000029,Sutton,East Asian language: Vietnamese,99
E09000029,Sutton,East Asian language: Thai,128
E09000029,Sutton,East Asian language: Malay,27
E09000029,Sutton,East Asian language: Tagalog or Filipino,500
E09000029,Sutton,East Asian language: Any other East Asian language,53
E09000029,Sutton,Oceanic or Australian language,1
E09000029,Sutton,North or South American language,1
E09000029,Sutton,Caribbean Creole: English-based Caribbean Creole,1
E09000029,Sutton,Caribbean Creole: Any other Caribbean Creole,35
E09000029,Sutton,African language: Amharic,16
E09000029,Sutton,African language: Tigrinya,25
E09000029,Sutton,African language: Somali,57
E09000029,Sutton,African language: Krio,10
E09000029,Sutton,African language: Akan,130
E09000029,Sutton,African language: Yoruba,41
E09000029,Sutton,African language: Igbo,34
E09000029,Sutton,African language: Swahili or Kiswahili,15
E09000029,Sutton,African language: Luganda,33
E09000029,Sutton,African language: Lingala,27
E09000029,Sutton,African language: Shona,55
E09000029,Sutton,African language: Afrikaans,82
E09000029,Sutton,African language: Any other Nigerian language,10
E09000029,Sutton,African language: Any other West African language,25
E09000029,Sutton,African language: Any other African language,61
E09000029,Sutton,Sign language: British Sign Language,84
E09000029,Sutton,Sign language: Any other sign language,12
E09000029,Sutton,Sign language: Any sign communication system,11
E09000029,Sutton,Other language,42
E09000030,Tower Hamlets,English (English or Welsh in Wales),218131
E09000030,Tower Hamlets,Welsh or Cymraeg (in England only),48
E09000030,Tower Hamlets,Other UK language: Gaelic (Irish),4
E09000030,Tower Hamlets,Other UK language: Gaelic (Scottish),1
E09000030,Tower Hamlets,Other UK language: Manx Gaelic,0
E09000030,Tower Hamlets,Other UK language: Gaelic (Not otherwise specified),1
E09000030,Tower Hamlets,Other UK language: Cornish,0
E09000030,Tower Hamlets,Other UK language: Scots,2
E09000030,Tower Hamlets,Other UK language: Ulster Scots,0
E09000030,Tower Hamlets,Other UK language: Romany English,16
E09000030,Tower Hamlets,Other UK language: Irish Traveller Cant,0
E09000030,Tower Hamlets,French,3663
E09000030,Tower Hamlets,Portuguese,3031
E09000030,Tower Hamlets,Spanish,5022
E09000030,Tower Hamlets,Other European language (EU): Italian,6643
E09000030,Tower Hamlets,Other European language (EU): German,1255
