OA21CD,LSOA21CD,MSOA21CD,LAD22CD,LAD22NM,WD22CD,WD22NM,area_of_OA_inside_ward
E00022486,E01004467,E02000909,E09000031,Waltham Forest,E05013903,Wood Street,21076.26301
E00022423,E01004460,E02000905,E09000031,Waltham Forest,E05013884,Chapel End,133.0360768
E00022423,E01004460,E02000905,E09000031,Waltham Forest,E05013902,William Morris,36354.78792
E00022360,E01004447,E02000910,E09000031,Waltham Forest,E05013898,Markhouse,27913.76344
E00022346,E01004446,E02000911,E09000031,Waltham Forest,E05013891,High Street,1654.248425
E00022346,E01004446,E02000911,E09000031,Waltham Forest,E05013899,St James,23218.78496
E00022082,E01004394,E02000911,E09000031,Waltham Forest,E05013891,High Street,22672.98615
E00021862,E01004346,E02000905,E09000031,Waltham Forest,E05013884,Chapel End,39495.79289
E00021862,E01004346,E02000905,E09000031,Waltham Forest,E05013902,William Morris,3.109818701
E00021601,E01004297,E02000890,E09000030,Tower Hamlets,E05009330,St Katharine's & Wapping,29570.90751
E00021601,E01004297,E02000890,E09000030,Tower Hamlets,E05011112,Rotherhithe,49.38173395
E00021007,E01004175,E02000849,E09000029,Sutton,E05013756,Carshalton Central,183.6276853
E00021007,E01004175,E02000849,E09000029,Sutton,E05013769,The Wrythe,171.7788825
E00021007,E01004175,E02000849,E09000029,Sutton,E05013770,Wallington North,49100.7016
E00020645,E01004103,E02000852,E09000029,Sutton,E05013756,Carshalton Central,21421.28645
E00020645,E01004103,E02000852,E09000029,Sutton,E05013765,Sutton Central,99.95861784
E00020167,E01004005,E02000829,E09000028,Southwark,E05011108,Nunhead & Queen's Road,33378.34128
E00020167,E01004005,E02000829,E09000028,Southwark,E05011113,Rye Lane,19.25048952
E00020145,E01004006,E02000829,E09000028,Southwark,E05011108,Nunhead & Queen's Road,32281.07196
E00020145,E01004006,E02000829,E09000028,Southwark,E05011113,Rye Lane,0.041920245
E00019665,E01003909,E02000793,E09000027,Richmond upon Thames,E05013791,Whitton,34870.23221
E00019437,E01003863,E02000787,E09000027,Richmond upon Thames,E05013784,North Richmond,27091.9025
E00019269,E01003833,E02000803,E09000027,Richmond upon Thames,E05013779,Hampton North,30019.73663
E00019230,E01003826,E02000806,E09000027,Richmond upon Thames,E05013778,Hampton,35462.58135
E00019154,E01003814,E02000802,E09000027,Richmond upon Thames,E05013776,Fulwell & Hampton Hill,39223.72485
E00018900,E01003762,E02000759,E09000026,Redbridge,E05011238,Churchfields,40449.76229
E00018441,E01003659,E02000755,E09000026,Redbridge,E05011236,Bridge,36308.67942
E00018427,E01003658,E02000754,E09000026,Redbridge,E05011236,Bridge,30382.11007
E00017981,E01003567,E02000720,E09000025,Newham,E05013912,Forest Gate South,358.8841079
E00017981,E01003567,E02000720,E09000025,Newham,E05013913,Green Street East,22058.95542
E00017927,E01003548,E02000719,E09000025,Newham,E05013911,Forest Gate North,4.979098744
E00017927,E01003548,E02000719,E09000025,Newham,E05013917,Maryland,38276.71958
E00017881,E01003537,E02000737,E09000025,Newham,E05013910,East Ham South,55828.32882
E00017816,E01003526,E02000731,E09000025,Newham,E05013905,Boleyn,21.31236129
E00017816,E01003526,E02000731,E09000025,Newham,E05013909,East Ham,19543.42907
E00017773,E01003518,E02000745,E09000025,Newham,E05013904,Beckton,49.56147415
E00017773,E01003518,E02000745,E09000025,Newham,E05013908,Custom House,26153.52973
E00017684,E01003503,E02000743,E09000025,Newham,E05013906,Canning Town North,17345.64955
E00017408,E01003436,E02000711,E09000024,Merton,E05013822,Ravensbury,46524.58882
E00017313,E01003421,E02000709,E09000024,Merton,E05013811,Cannon Hill,21.67419546
E00017313,E01003421,E02000709,E09000024,Merton,E05013819,Lower Morden,49313.64401
E00017305,E01003420,E02000713,E09000024,Merton,E05013819,Lower Morden,57042.85339
E00017175,E01003397,E02000695,E09000024,Merton,E05013815,Graveney,28804.71002
E00016999,E01003356,E02000697,E09000024,Merton,E05013810,Abbey,28302.24198
E00016999,E01003356,E02000697,E09000024,Merton,E05013820,Merton Park,12.70285796
E00016999,E01003356,E02000697,E09000024,Merton,E05013829,Wimbledon Town & Dundonald,201.3428405
E00016815,E01003323,E02000670,E09000023,Lewisham,E05013724,Hither Green,0.711316923
E00016815,E01003323,E02000670,E09000023,Lewisham,E05013730,Rushey Green,50883.65411
E00016795,E01003318,E02000672,E09000023,Lewisham,E05013730,Rushey Green,32994.54705
E00016794,E01003320,E02000670,E09000023,Lewisham,E05013724,Hither Green,8419.972614
E00016794,E01003320,E02000670,E09000023,Lewisham,E05013730,Rushey Green,42306.97998
E00016645,E01033341,E02007009,E09000023,Lewisham,E05013726,Lee Green,20.75841486
E00016645,E01033341,E02007009,E09000023,Lewisham,E05013727,Lewisham Central,35373.94697
E00016544,E01003279,E02000663,E09000023,Lewisham,E05013725,Ladywell,37343.04971
E00016508,E01003270,E02000675,E09000023,Lewisham,E05013723,Grove Park,53355.7876
E00016456,E01003255,E02000673,E09000023,Lewisham,E05013722,Forest Hill,28080.81783
E00016376,E01003239,E02006783,E09000023,Lewisham,E05013720,Downham,61716.2651
E00015939,E01003159,E02000639,E09000022,Lambeth,E05014095,Brixton Acre Lane,5.581451321
E00015939,E01003159,E02000639,E09000022,Lambeth,E05014101,Clapham Park,46035.78841
E00015923,E01003155,E02000646,E09000022,Lambeth,E05014116,Streatham Wells,28692.0656
E00015682,E01003112,E02000619,E09000022,Lambeth,E05014105,Kennington,38376.53064
E00015555,E01003079,E02000644,E09000022,Lambeth,E05014106,Knight's Hill,31427.58554
E00015555,E01003079,E02000644,E09000022,Lambeth,E05014113,Streatham Hill East,9222.869134
E00015555,E01003079,E02000644,E09000022,Lambeth,E05014116,Streatham Wells,229.3036096
E00015532,E01003082,E02000648,E09000022,Lambeth,E05014106,Knight's Hill,16378.70269
E00015479,E01003066,E02000645,E09000022,Lambeth,E05014103,Gipsy Hill,48.10125776
E00015479,E01003066,E02000645,E09000022,Lambeth,E05014106,Knight's Hill,23314.70328
E00015479,E01003066,E02000645,E09000022,Lambeth,E05014119,West Dulwich,23699.76461
E00015110,E01003004,E02000615,E09000021,Kingston upon Thames,E05013935,Hook & Chessington North,35229.84257
E00015110,E01003004,E02000615,E09000021,Kingston upon Thames,E05013936,King George's & Sunray,6862.627345
E00015100,E01002998,E02000613,E09000021,Kingston upon Thames,E05013945,Tolworth,30078.39259
E00014927,E01002968,E02000606,E09000021,Kingston upon Thames,E05013938,Kingston Town,40147.88318
E00014721,E01002926,E02000607,E09000021,Kingston upon Thames,E05013929,Berrylands,46794.27866
E00014426,E01002871,E02000583,E09000020,Kensington and Chelsea,E05009390,Campden,128.9202694
E00014426,E01002871,E02000583,E09000020,Kensington and Chelsea,E05009397,Holland,232.9297086
E00014426,E01002871,E02000583,E09000020,Kensington and Chelsea,E05009398,Norland,28802.59734
E00014426,E01002871,E02000583,E09000020,Kensington and Chelsea,E05009400,Pembridge,144.3966389
E00013408,E01002700,E02000570,E09000019,Islington,E05013698,Barnsbury,29286.71669
E00013320,E01034035,E02000539,E09000018,Hounslow,E05013625,Isleworth,35985.0399
E00013269,E01002669,E02000539,E09000018,Hounslow,E05013623,Hounslow South,43486.00718
E00013269,E01002669,E02000539,E09000018,Hounslow,E05013625,Isleworth,105.8884833
E00012820,E01002578,E02000532,E09000018,Hounslow,E05013610,Chiswick Homefields,29873.2503
E00012820,E01002578,E02000532,E09000018,Hounslow,E05013611,Chiswick Riverside,172.3033931
E00012583,E01002531,E02000522,E09000017,Hillingdon,E05013581,West Drayton,46026.21579
E00012470,E01002503,E02000520,E09000017,Hillingdon,E05013569,Hayes Town,39199.78195
E00012439,E01002499,E02006796,E09000017,Hillingdon,E05013579,South Ruislip,56455.95351
E00012331,E01002474,E02000495,E09000017,Hillingdon,E05013574,Northwood,40877.32312
E00012215,E01002453,E02000507,E09000017,Hillingdon,E05013571,Hillingdon East,36353.58264
E00011791,E01002359,E02000483,E09000016,Havering,E05013982,St Andrew's,44250.27871
E00011372,E01002276,E02000464,E09000016,Havering,E05013971,Gooshays,36839.5981
E00011240,E01002246,E02000480,E09000016,Havering,E05013980,Rush Green & Crowlands,45914.07427
E00011211,E01002251,E02000480,E09000016,Havering,E05013980,Rush Green & Crowlands,37065.86894
E00011211,E01002251,E02000480,E09000016,Havering,E05014059,Eastbrook & Rush Green,135.8634464
E00011151,E01002232,E02000443,E09000015,Harrow,E05013548,Harrow Weald,43347.44296
E00011151,E01002232,E02000443,E09000015,Harrow,E05013561,Wealdstone North,1081.596157
E00010991,E01002195,E02000454,E09000015,Harrow,E05013556,Pinner South,47759.88259
E00010706,E01002133,E02000459,E09000015,Harrow,E05013547,Harrow on the Hill,12043.4054
E00010706,E01002133,E02000459,E09000015,Harrow,E05013559,Roxeth,22.77550279
E00010706,E01002133,E02000459,E09000015,Harrow,E05013563,West Harrow,12288.23369
E00010642,E01002124,E02000442,E09000015,Harrow,E05013545,Edgware,36971.6817
E00010332,E01002050,E02000425,E09000014,Haringey,E05013599,South Tottenham,17051.39576
E00010291,E01002049,E02000422,E09000014,Haringey,E05013597,St Ann's,34692.57389
E00010150,E01002022,E02000417,E09000014,Haringey,E05013589,Fortis Green,27.39683525
E00010150,E01002022,E02000417,E09000014,Haringey,E05013594,Muswell Hill,38649.55923
E00009204,E01001849,E02000362,E09000012,Hackney,E05009319,Bow East,1735.544231
E00009204,E01001849,E02000362,E09000012,Hackney,E05009374,Hackney Wick,46315.88398
E00009191,E01001847,E02000362,E09000012,Hackney,E05009374,Hackney Wick,21170.30961
E00009191,E01001847,E02000362,E09000012,Hackney,E05009379,King's Park,1.093211665
E00009093,E01001823,E02000345,E09000012,Hackney,E05009383,Springfield,58886.54274
E00008471,E01001700,E02000323,E09000011,Greenwich,E05014089,Shooters Hill,16001.34989
E00008471,E01001700,E02000323,E09000011,Greenwich,E05014093,Woolwich Common,5208.797221
E00008380,E01001678,E02000329,E09000011,Greenwich,E05014088,Plumstead Common,32349.56613
E00008206,E01001649,E02000334,E09000011,Greenwich,E05014077,Eltham Page,828.3624871
E00008206,E01001649,E02000334,E09000011,Greenwich,E05014083,Kidbrooke Park,42340.10773
E00167110,E01035706,E02007114,E09000030,Tower Hamlets,E05009318,Blackwall & Cubitt Town,32600.32654
E00167110,E01035706,E02007114,E09000030,Tower Hamlets,E05009323,Canary Wharf,34.44576037
E00167996,E01003949,E02000838,E09000028,Southwark,E05011099,Dulwich Hill,2589.022353
E00167996,E01003949,E02000838,E09000028,Southwark,E05011101,Dulwich Wood,29693.56627
E00007997,E01001611,E02000335,E09000011,Greenwich,E05014078,Eltham Park & Progress,29544.94896
E00007997,E01001611,E02000335,E09000011,Greenwich,E05014083,Kidbrooke Park,33.50503933
E00007894,E01001590,E02000326,E09000011,Greenwich,E05014075,Charlton Village & Riverside,29205.85063
E00007894,E01001590,E02000326,E09000011,Greenwich,E05014082,Greenwich Peninsula,3.024792968
E00007454,E01001493,E02000302,E09000010,Enfield,E05013683,Highfield,37778.93402
E00007301,E01001471,E02000286,E09000010,Enfield,E05013690,Ridgeway,22647.4339
E00007187,E01033150,E02000279,E09000010,Enfield,E05013680,Enfield Lock,44392.54838
E00006986,E01001406,E02000291,E09000010,Enfield,E05013676,Bush Hill Park,83.98310239
E00006986,E01001406,E02000291,E09000010,Enfield,E05013691,Southbury,32598.48442
E00006941,E01001390,E02000312,E09000010,Enfield,E05013586,Bounds Green,121.1764987
E00006941,E01001390,E02000312,E09000010,Enfield,E05013686,New Southgate,25113.65302
E00006796,E01001370,E02006971,E09000009,Ealing,E05013538,Southall Green,50235.61656
E00006712,E01001345,E02000242,E09000009,Ealing,E05013534,Perivale,63359.41834
E00006626,E01001329,E02000246,E09000009,Ealing,E05013532,Northolt West End,43462.36008
E00006511,E01001305,E02000272,E09000009,Ealing,E05013530,Northfield,28331.59804
E00006511,E01001305,E02000272,E09000009,Ealing,E05013541,Walpole,0.385394404
E00006419,E01001290,E02000259,E09000009,Ealing,E05013529,North Hanwell,34725.9943
E00006355,E01001280,E02000248,E09000009,Ealing,E05013520,Ealing Broadway,16.37947278
E00006355,E01001280,E02000248,E09000009,Ealing,E05013524,Hanger Hill,43514.47613
E00005666,E01001145,E02000201,E09000008,Croydon,E05011485,South Norwood,33960.94021
E00005666,E01001145,E02000201,E09000008,Croydon,E05011489,Woodside,0.0192545
E00005610,E01001131,E02000211,E09000008,Croydon,E05011482,Shirley North,43998.80955
E00005610,E01001131,E02000211,E09000008,Croydon,E05013999,Kelsey & Eden Park,0.00328865
E00005408,E01001088,E02000197,E09000008,Croydon,E05011472,Norbury & Pollards Hill,24302.61615
E00005369,E01001076,E02000229,E09000008,Croydon,E05011471,New Addington South,45719.88854
E00005306,E01001066,E02000227,E09000008,Croydon,E05011480,Selsdon & Addington Village,42700.05013
E00005293,E01001063,E02000219,E09000008,Croydon,E05011482,Shirley North,39772.49975
E00005293,E01001063,E02000219,E09000008,Croydon,E05011483,Shirley South,967.3509288
E00005144,E01001035,E02006988,E09000008,Croydon,E05011484,South Croydon,30385.59396
E00005134,E01001035,E02006988,E09000008,Croydon,E05011468,Fairfield,0.02560515
E00005134,E01001035,E02006988,E09000008,Croydon,E05011475,Park Hill & Whitgift,183.6467759
E00005134,E01001035,E02006988,E09000008,Croydon,E05011484,South Croydon,52473.68191
E00004995,E01000997,E02000202,E09000008,Croydon,E05011464,Bensham Manor,29694.65456
E00174990,E01033579,E02006997,E09000025,Newham,E05013924,Stratford,44102.59422
E00004875,E01000981,E02000210,E09000008,Croydon,E05011462,Addiscombe East,21681.48904
E00004528,E01000918,E02000193,E09000007,Camden,E05013662,Holborn & Covent Garden,18597.23146
E00004528,E01000918,E02000193,E09000007,Camden,E05013806,St James's,292.9106487
E00003984,E01000809,E02000148,E09000006,Bromley,E05013990,Bromley Common & Holwood,9.841382344
E00003984,E01000809,E02000148,E09000006,Bromley,E05014003,Petts Wood & Knoll,45135.30438
E00176463,E01034608,E02000515,E09000017,Hillingdon,E05013584,Yiewsley,34405.14937
E00176562,E01001705,E02000317,E09000011,Greenwich,E05014094,Woolwich Dockyard,48554.65586
E00003931,E01000796,E02000135,E09000006,Bromley,E05014002,Penge & Cator,26621.04133
E00003926,E01000799,E02000130,E09000006,Bromley,E05013994,Clock House,1.836593351
E00003926,E01000799,E02000130,E09000006,Bromley,E05014002,Penge & Cator,60667.72401
E00177656,E01033868,E02000808,E09000028,Southwark,E05011095,Borough & Bankside,30067.66512
E00177656,E01033868,E02000808,E09000028,Southwark,E05011098,Chaucer,4.306715653
E00177656,E01033868,E02000808,E09000028,Southwark,E05011114,St George's,9474.31321
E00178769,E01033922,E02006954,E09000003,Barnet,E05013630,Burnt Oak,14.24737159
E00178769,E01033922,E02006954,E09000003,Barnet,E05013633,Colindale South,38789.50705
E00178818,E01001508,E02000288,E09000010,Enfield,E05013684,Jubilee,2.57691397
E00178818,E01001508,E02000288,E09000010,Enfield,E05013689,Ponders End,27848.6852
E00003865,E01000792,E02000158,E09000006,Bromley,E05014001,Orpington,27072.75067
E00179247,E01034036,E02000540,E09000018,Hounslow,E05013620,Hounslow Central,27302.59042
E00179247,E01034036,E02000540,E09000018,Hounslow,E05013621,Hounslow East,426.8164255
E00003825,E01000782,E02000127,E09000006,Bromley,E05014000,Mottingham,26815.6576
E00003320,E01000683,E02000161,E09000006,Bromley,E05013992,Chelsfield,323.0682618
E00003320,E01000683,E02000161,E09000006,Bromley,E05013997,Farnborough & Crofton,42387.49772
E00003230,E01000668,E02000146,E09000006,Bromley,E05013988,Bickley & Sundridge,244.8541253
E00003230,E01000668,E02000146,E09000006,Bromley,E05013990,Bromley Common & Holwood,43812.74397
E00003202,E01000662,E02000152,E09000006,Bromley,E05013990,Bromley Common & Holwood,54240.91181
E00180951,E01034145,E02000217,E09000008,Croydon,E05011468,Fairfield,42123.16496
E00002475,E01000512,E02000110,E09000005,Brent,E05013517,Willesden Green,38023.13108
E00002226,E01000450,E02000073,E09000004,Bexley,E05011233,West Heath,40963.46132
E00002130,E01000433,E02000072,E09000004,Bexley,E05011225,Erith,5.299484503
E00002130,E01000433,E02000072,E09000004,Bexley,E05011231,Slade Green & Northend,44784.6034
E00002066,E01000421,E02000073,E09000004,Bexley,E05011233,West Heath,54391.11504
E00002040,E01000422,E02000066,E09000004,Bexley,E05011232,Thamesmead East,29262.11658
E00182123,E01001615,E02000340,E09000011,Greenwich,E05014079,Eltham Town & Avery Hill,29417.22753
E00182375,E01033736,E02006991,E09000011,Greenwich,E05013922,Royal Albert,113.0697698
E00182375,E01033736,E02006991,E09000011,Greenwich,E05014092,Woolwich Arsenal,62096.29125
E00001685,E01000340,E02000082,E09000004,Bexley,E05011220,Blackfen & Lamorbey,42382.98323
E00001566,E01000319,E02000050,E09000003,Barnet,E05013648,West Finchley,38582.25163
E00182601,E01000694,E02000133,E09000006,Bromley,E05013993,Chislehurst,747.9993945
E00182601,E01000694,E02000133,E09000006,Bromley,E05014000,Mottingham,60938.50732
E00001522,E01000309,E02000054,E09000003,Barnet,E05013643,Hendon,657.8388153
E00001522,E01000309,E02000054,E09000003,Barnet,E05013649,West Hendon,46278.51744
E00001350,E01000284,E02000035,E09000003,Barnet,E05013646,Totteridge & Woodside,45907.78143
E00001350,E01000284,E02000035,E09000003,Barnet,E05013651,Woodhouse,0.903117899
E00000998,E01000199,E02000048,E09000003,Barnet,E05013639,Finchley Church End,32081.93369
E00000998,E01000199,E02000048,E09000003,Barnet,E05013645,Mill Hill,29.130478
E00183720,E01001844,E02000366,E09000012,Hackney,E05009374,Hackney Wick,35015.2289
E00183720,E01001844,E02000366,E09000012,Hackney,E05009376,Homerton,183.6742578
E00183720,E01001844,E02000366,E09000012,Hackney,E05009386,Victoria,96.45079612
E00000928,E01000187,E02000037,E09000003,Barnet,E05013638,Edgwarebury,52316.40281
E00183939,E01032782,E02006854,E09000030,Tower Hamlets,E05009323,Canary Wharf,22255.58152
E00184063,E01035676,E02000877,E09000030,Tower Hamlets,E05009327,Mile End,36602.29846
E00184063,E01035676,E02000877,E09000030,Tower Hamlets,E05009329,St Dunstan's,530.8895749
E00000893,E01000177,E02000052,E09000003,Barnet,E05013636,East Finchley,33143.58625
E00000870,E01000179,E02000052,E09000003,Barnet,E05013636,East Finchley,34431.44568
E00000852,E01000173,E02000029,E09000003,Barnet,E05013635,East Barnet,45359.31202
E00000711,E01000140,E02000064,E09000003,Barnet,E05013631,Childs Hill,31043.97612
E00000518,E01000104,E02000015,E09000002,Barking and Dagenham,E05014070,Village,49896.90637
E00185709,E01004422,E02000916,E09000031,Waltham Forest,E05013895,Lea Bridge,36986.71492
E00000454,E01000093,E02000023,E09000002,Barking and Dagenham,E05014068,Thames View,26004.28712
