OA21CD,LSOA21CD,MSOA21CD,LAD22CD,LAD22NM,WD22CD,WD22NM,area_of_OA_inside_ward
E00020658,E01004101,E02000852,E09000029,Sutton,E05013756,Carshalton Central,48006.06194
E00020658,E01004101,E02000852,E09000029,Sutton,E05013765,Sutton Central,27.13442354
E00020658,E01004101,E02000852,E09000029,Sutton,E05013769,The Wrythe,102.6506841
E00020480,E01004067,E02000828,E09000028,Southwark,E05011113,Rye Lane,43168.16101
E00020439,E01004055,E02000807,E09000028,Southwark,E05011117,Surrey Docks,37623.56615
E00019889,E01003956,E02000836,E09000028,Southwark,E05011099,Dulwich Hill,6907.7328
E00019889,E01003956,E02000836,E09000028,Southwark,E05011103,Goose Green,19961.19293
E00019595,E01003895,E02000792,E09000027,Richmond upon Thames,E05013785,St Margarets & North Twickenham,44.26607429
E00019595,E01003895,E02000792,E09000027,Richmond upon Thames,E05013789,Twickenham Riverside,31203.70582
E00019522,E01003880,E02000799,E09000027,Richmond upon Thames,E05013787,South Twickenham,31584.83765
E00019450,E01003872,E02000790,E09000027,Richmond upon Thames,E05013785,St Margarets & North Twickenham,29496.84026
E00019403,E01003854,E02000786,E09000027,Richmond upon Thames,E05013783,Mortlake & Barnes Common,25265.05261
E00019327,E01003842,E02000796,E09000027,Richmond upon Thames,E05013781,Heathfield,56822.74961
E00018721,E01003725,E02000753,E09000026,Redbridge,E05011242,Fairlop,58.52290179
E00018721,E01003725,E02000753,E09000026,Redbridge,E05011245,Hainault,26296.05863
E00018641,E01003710,E02000758,E09000026,Redbridge,E05011243,Fullwell,59461.32205
E00018315,E01003632,E02000733,E09000025,Newham,E05013927,West Ham,27557.21205
E00018127,E01003593,E02000740,E09000025,Newham,E05013920,Plaistow West & Canning Town East,24176.11009
E00017781,E01003516,E02000745,E09000025,Newham,E05013908,Custom House,26376.07995
E00017781,E01003516,E02000745,E09000025,Newham,E05013919,Plaistow South,10.21305965
E00017548,E01003467,E02000708,E09000024,Merton,E05013811,Cannon Hill,5512.014663
E00017548,E01003467,E02000708,E09000024,Merton,E05013827,West Barnes,30519.34769
E00017516,E01003460,E02000690,E09000024,Merton,E05013816,Hillside,263.7176711
E00017516,E01003460,E02000690,E09000024,Merton,E05013825,Village,52183.53024
E00017450,E01003449,E02000712,E09000024,Merton,E05013824,St Helier,34335.57517
E00017432,E01003446,E02000704,E09000024,Merton,E05013823,Raynes Park,27388.22954
E00017074,E01003376,E02000700,E09000024,Merton,E05013817,Lavender Fields,35839.45343
E00016831,E01003331,E02000685,E09000023,Lewisham,E05013722,Forest Hill,282.9151954
E00016831,E01003331,E02000685,E09000023,Lewisham,E05013731,Sydenham,23966.19571
E00016722,E01003298,E02006798,E09000023,Lewisham,E05013719,Deptford,28293.43543
E00016722,E01003298,E02006798,E09000023,Lewisham,E05013721,Evelyn,404.4013984
E00016496,E01003264,E02000683,E09000023,Lewisham,E05013723,Grove Park,29759.29644
E00016496,E01003264,E02000683,E09000023,Lewisham,E05014000,Mottingham,133.4461694
E00016293,E01003217,E02000674,E09000023,Lewisham,E05013717,Catford South,33457.09385
E00016260,E01003219,E02000677,E09000023,Lewisham,E05013717,Catford South,48871.20181
E00016226,E01003213,E02000660,E09000023,Lewisham,E05013716,Brockley,31285.59566
E00016226,E01003213,E02000660,E09000023,Lewisham,E05013725,Ladywell,173.2154635
E00015539,E01003086,E02000648,E09000022,Lambeth,E05011467,Crystal Palace & Upper Norwood,439.7565055
E00015539,E01003086,E02000648,E09000022,Lambeth,E05014106,Knight's Hill,43705.04124
E00015480,E01003067,E02000650,E09000022,Lambeth,E05011101,Dulwich Wood,86.48002514
E00015480,E01003067,E02000650,E09000022,Lambeth,E05014103,Gipsy Hill,25834.84398
E00015305,E01003036,E02000629,E09000022,Lambeth,E05014102,Clapham Town,24417.36349
E00015135,E01003001,E02000614,E09000021,Kingston upon Thames,E05013945,Tolworth,41655.40231
E00015124,E01003002,E02000613,E09000021,Kingston upon Thames,E05013944,Surbiton Hill,39.10718471
E00015124,E01003002,E02000613,E09000021,Kingston upon Thames,E05013945,Tolworth,40267.27354
E00015098,E01002998,E02000613,E09000021,Kingston upon Thames,E05013945,Tolworth,35111.17522
E00014710,E01002923,E02000610,E09000021,Kingston upon Thames,E05013944,Surbiton Hill,29717.23225
E00013001,E01002614,E02000552,E09000018,Hounslow,E05013615,Hanworth Park,24981.57853
E00012998,E01002616,E02000552,E09000018,Hounslow,E05013615,Hanworth Park,51077.17629
E00012846,E01002576,E02000533,E09000018,Hounslow,E05013610,Chiswick Homefields,43.6041241
E00012846,E01002576,E02000533,E09000018,Hounslow,E05013611,Chiswick Riverside,42153.9553
E00012776,E01002564,E02006973,E09000018,Hounslow,E05013530,Northfield,556.935434
E00012776,E01002564,E02006973,E09000018,Hounslow,E05013607,Brentford East,37444.41191
E00012776,E01002564,E02006973,E09000018,Hounslow,E05013608,Brentford West,3.474199193
E00012386,E01002489,E02000523,E09000017,Hillingdon,E05013576,Pinkwell,44042.8119
E00012095,E01002427,E02000511,E09000017,Hillingdon,E05013565,Charville,40288.64491
E00011861,E01002370,E02000491,E09000016,Havering,E05013967,Beam Park,23491.18619
E00011830,E01002375,E02000491,E09000016,Havering,E05013984,South Hornchurch,37331.56454
E00011804,E01002363,E02000483,E09000016,Havering,E05013982,St Andrew's,43385.05684
E00011784,E01002365,E02000486,E09000016,Havering,E05013969,Elm Park,35109.13362
E00011731,E01002351,E02000479,E09000016,Havering,E05013976,Hylands & Harrow Lodge,19722.76764
E00011731,E01002351,E02000479,E09000016,Havering,E05013981,St Alban's,36247.67286
E00011672,E01002339,E02000471,E09000016,Havering,E05013977,Marshalls & Rise Park,45123.02811
E00011645,E01002329,E02000474,E09000016,Havering,E05013978,Mawneys,38167.01636
E00011060,E01002211,E02000460,E09000015,Harrow,E05013558,Roxbourne,44960.87354
E00010805,E01002153,E02000451,E09000015,Harrow,E05013554,North Harrow,52265.96509
E00010641,E01002125,E02000442,E09000015,Harrow,E05013508,Queensbury,10.14356999
E00010641,E01002125,E02000442,E09000015,Harrow,E05013545,Edgware,42445.63823
E00010635,E01002122,E02000439,E09000015,Harrow,E05013545,Edgware,44294.29811
E00010309,E01002051,E02000425,E09000014,Haringey,E05013598,Seven Sisters,13557.02398
E00010309,E01002051,E02000425,E09000014,Haringey,E05013599,South Tottenham,8125.294473
E00010298,E01002053,E02000428,E09000014,Haringey,E05013591,Hermitage & Gardens,9.689335951
E00010298,E01002053,E02000428,E09000014,Haringey,E05013598,Seven Sisters,49633.44805
E00010106,E01002016,E02000424,E09000014,Haringey,E05013593,Hornsey,41503.96662
E00010106,E01002016,E02000424,E09000014,Haringey,E05013600,Stroud Green,87.82621391
E00009670,E01001933,E02000382,E09000013,Hammersmith and Fulham,E05013746,Ravenscourt,29989.50874
E00009464,E01001900,E02000384,E09000013,Hammersmith and Fulham,E05013741,Hammersmith Broadway,20049.89646
E00009394,E01001880,E02000388,E09000013,Hammersmith and Fulham,E05009402,Redcliffe,0.84011887
E00009394,E01001880,E02000388,E09000013,Hammersmith and Fulham,E05013742,Lillie,24566.29757
E00009394,E01001880,E02000388,E09000013,Hammersmith and Fulham,E05013749,Walham Green,4.85232235
E00008928,E01001791,E02000359,E09000012,Hackney,E05009379,King's Park,22395.97258
E00008832,E01001773,E02000369,E09000012,Hackney,E05009375,Haggerston,29790.53912
E00008487,E01001702,E02000327,E09000011,Greenwich,E05014089,Shooters Hill,8469.78196
E00008487,E01001702,E02000327,E09000011,Greenwich,E05014093,Woolwich Common,10947.23912
E00008445,E01001704,E02000323,E09000011,Greenwich,E05014088,Plumstead Common,27207.06369
E00008445,E01001704,E02000323,E09000011,Greenwich,E05014089,Shooters Hill,20.72206085
E00008372,E01001685,E02000329,E09000011,Greenwich,E05014088,Plumstead Common,28217.82093
E00008252,E01001653,E02000341,E09000011,Greenwich,E05014085,Middle Park & Horn Park,37975.96315
E00008173,E01001642,E02006931,E09000011,Greenwich,E05014081,Greenwich Park,35211.97714
E00008104,E01001632,E02000319,E09000011,Greenwich,E05014087,Plumstead & Glyndon,22188.94019
E00007888,E01001590,E02000326,E09000011,Greenwich,E05014075,Charlton Village & Riverside,21902.98078
E00007884,E01001580,E02000333,E09000011,Greenwich,E05014073,Blackheath Westcombe,37797.55892
E00007857,E01001584,E02000333,E09000011,Greenwich,E05014073,Blackheath Westcombe,47493.36225
E00007675,E01001548,E02000278,E09000010,Enfield,E05013675,Bullsmoor,36537.01457
E00007492,E01001502,E02000294,E09000010,Enfield,E05013689,Ponders End,49747.34168
E00007408,E01001491,E02000299,E09000010,Enfield,E05013682,Haselbury,80.13344967
E00007408,E01001491,E02000299,E09000010,Enfield,E05013685,Lower Edmonton,31790.77248
E00007371,E01001477,E02000294,E09000010,Enfield,E05013684,Jubilee,32759.46209
E00007274,E01001458,E02006793,E09000010,Enfield,E05013679,Edmonton Green,57.49970115
E00007274,E01001458,E02006793,E09000010,Enfield,E05013682,Haselbury,21166.23689
E00007074,E01001427,E02000306,E09000010,Enfield,E05013679,Edmonton Green,22564.5006
E00167133,E01004280,E02006853,E09000030,Tower Hamlets,E05009323,Canary Wharf,28101.44945
E00167133,E01004280,E02006853,E09000030,Tower Hamlets,E05011117,Surrey Docks,36.33206713
E00167165,E01032781,E02006854,E09000030,Tower Hamlets,E05009323,Canary Wharf,28510.93089
E00167165,E01032781,E02006854,E09000030,Tower Hamlets,E05011117,Surrey Docks,35.61261816
E00167234,E01004249,E02000881,E09000030,Tower Hamlets,E05009325,Lansbury,22120.00382
E00006944,E01001394,E02000311,E09000010,Enfield,E05013673,Bowes,35339.00717
E00006575,E01001318,E02000240,E09000009,Ealing,E05013531,Northolt Mandeville,28788.70118
E00006401,E01001282,E02000253,E09000009,Ealing,E05013529,North Hanwell,22913.02537
E00006401,E01001282,E02000253,E09000009,Ealing,E05013535,Pitshanger,48.05514889
E00006282,E01001257,E02000245,E09000009,Ealing,E05013523,Greenford Broadway,31658.08269
E00006030,E01001205,E02000255,E09000009,Ealing,E05013535,Pitshanger,44425.48957
E00005959,E01001188,E02000207,E09000008,Croydon,E05011489,Woodside,32805.25099
E00005771,E01001162,E02000194,E09000008,Croydon,E05011467,Crystal Palace & Upper Norwood,45583.62954
E00005560,E01001109,E02000206,E09000008,Croydon,E05011479,Selhurst,41345.08977
E00005236,E01001046,E02000216,E09000008,Croydon,E05011463,Addiscombe West,25441.68252
E00005236,E01001046,E02000216,E09000008,Croydon,E05011475,Park Hill & Whitgift,2509.711409
E00168866,E01033030,E02000550,E09000018,Hounslow,E05013613,Feltham North,0.030281801
E00168866,E01033030,E02000550,E09000018,Hounslow,E05013614,Feltham West,25413.19923
E00168866,E01033030,E02000550,E09000018,Hounslow,E05013615,Hanworth Park,155.3433105
E00168870,E01033030,E02000550,E09000018,Hounslow,E05013614,Feltham West,27329.54775
E00005227,E01034142,E02000213,E09000008,Croydon,E05011468,Fairfield,28993.75711
E00005213,E01034152,E02006988,E09000008,Croydon,E05011468,Fairfield,21787.60631
E00005193,E01001047,E02006988,E09000008,Croydon,E05011468,Fairfield,24349.81243
E00005193,E01001047,E02006988,E09000008,Croydon,E05011484,South Croydon,35.2505492
E00005158,E01001038,E02000222,E09000008,Croydon,E05011484,South Croydon,28491.65934
E00005130,E01001023,E02000234,E09000008,Croydon,E05011466,Coulsdon Town,45867.10203
E00004936,E01000986,E02000214,E09000008,Croydon,E05011462,Addiscombe East,37527.83612
E00171071,E01035488,E02000926,E09000032,Wandsworth,E05013747,Sands End,1.326577818
E00171071,E01035488,E02000926,E09000032,Wandsworth,E05014018,St Mary's,40897.31996
E00004303,E01000871,E02000170,E09000007,Camden,E05013656,Fortune Green,33951.26983
E00004282,E01000875,E02000178,E09000007,Camden,E05013656,Fortune Green,37721.00369
E00004122,E01000847,E02000179,E09000007,Camden,E05013667,Primrose Hill,25466.86516
E00004113,E01000836,E02000156,E09000006,Bromley,E05014008,West Wickham,44965.13833
E00004062,E01000827,E02000147,E09000006,Bromley,E05013991,Bromley Town,154.1017665
E00004062,E01000827,E02000147,E09000006,Bromley,E05014005,Shortlands & Park Langley,38291.55722
E00004010,E01000816,E02006782,E09000006,Bromley,E05013720,Downham,7.300167387
E00004010,E01000816,E02006782,E09000006,Bromley,E05014004,Plaistow,31951.96678
E00003584,E01000729,E02000140,E09000006,Bromley,E05014007,St Paul's Cray,47432.55797
E00003493,E01000724,E02000145,E09000006,Bromley,E05014006,St Mary Cray,37113.60931
E00003472,E01000712,E02000138,E09000006,Bromley,E05013987,Beckenham Town & Copers Cope,30349.64613
E00174787,E01035651,E02000560,E09000019,Islington,E05013703,Finsbury Park,24178.11442
E00174787,E01035651,E02000560,E09000019,Islington,E05013712,Tollington,4964.523559
E00174944,E01001004,E02000208,E09000008,Croydon,E05011464,Bensham Manor,37220.83028
E00174971,E01003536,E02000736,E09000025,Newham,E05013910,East Ham South,19902.33676
E00003438,E01000711,E02000132,E09000006,Bromley,E05013987,Beckenham Town & Copers Cope,39375.45499
E00003115,E01000652,E02000148,E09000006,Bromley,E05013988,Bickley & Sundridge,38801.00538
E00002906,E01000602,E02000113,E09000005,Brent,E05013510,Stonebridge,44360.56224
E00002906,E01000602,E02000113,E09000005,Brent,E05013512,Tokyngton,474.2849357
E00175179,E01033590,E02007017,E09000026,Redbridge,E05011237,Chadwell,37831.734
E00002452,E01000497,E02000103,E09000005,Brent,E05013499,Cricklewood & Mapesbury,14.29195801
E00002452,E01000497,E02000103,E09000005,Brent,E05013500,Dollis Hill,45898.73307
E00002452,E01000497,E02000103,E09000005,Brent,E05013634,Cricklewood,0.385180931
E00002446,E01033934,E02000102,E09000005,Brent,E05013500,Dollis Hill,31763.96264
E00002394,E01000489,E02000122,E09000005,Brent,E05013498,Brondesbury Park,27278.75339
E00002333,E01000474,E02000118,E09000005,Brent,E05013514,Wembley Central,28023.65642
E00002211,E01000454,E02000077,E09000004,Bexley,E05011224,East Wickham,39593.77508
E00176269,E01001731,E02000361,E09000012,Hackney,E05009372,Hackney Central,11.15878207
E00176269,E01001731,E02000361,E09000012,Hackney,E05009376,Homerton,39978.7651
E00002072,E01000418,E02000066,E09000004,Bexley,E05011218,Belvedere,209.9829197
E00002072,E01000418,E02000066,E09000004,Bexley,E05011232,Thamesmead East,29552.35643
E00001558,E01000317,E02000042,E09000003,Barnet,E05013648,West Finchley,34081.28916
E00001454,E01000298,E02000046,E09000003,Barnet,E05013648,West Finchley,40909.35878
E00001280,E01000255,E02000040,E09000003,Barnet,E05013645,Mill Hill,45085.45601
E00001246,E01000251,E02000025,E09000003,Barnet,E05013628,Barnet Vale,31362.34672
E00001229,E01000250,E02000024,E09000003,Barnet,E05013628,Barnet Vale,45954.26509
E00001229,E01000250,E02000024,E09000003,Barnet,E05013644,High Barnet,6910.216747
E00001073,E01000220,E02000060,E09000003,Barnet,E05013642,Golders Green,28496.78822
E00001009,E01000196,E02000051,E09000003,Barnet,E05013639,Finchley Church End,25079.73797
E00000956,E01000193,E02000041,E09000003,Barnet,E05013543,Canons,21.49231964
E00000956,E01000193,E02000041,E09000003,Barnet,E05013637,Edgware,46982.03698
E00000838,E01000171,E02000029,E09000003,Barnet,E05013628,Barnet Vale,55.22117066
E00000838,E01000171,E02000029,E09000003,Barnet,E05013635,East Barnet,32582.36713
E00179029,E01002022,E02000417,E09000014,Haringey,E05013589,Fortis Green,196.7192826
E00179029,E01002022,E02000417,E09000014,Haringey,E05013594,Muswell Hill,35750.52882
E00179206,E01001257,E02000245,E09000009,Ealing,E05013523,Greenford Broadway,37851.5533
E00179206,E01001257,E02000245,E09000009,Ealing,E05013526,Lady Margaret,150.787748
E00000637,E01000132,E02000044,E09000003,Barnet,E05013630,Burnt Oak,27704.28508
E00000627,E01000129,E02000047,E09000003,Barnet,E05013504,Kingsbury,0.184434841
E00000627,E01000129,E02000047,E09000003,Barnet,E05013508,Queensbury,30.04168849
E00000627,E01000129,E02000047,E09000003,Barnet,E05013630,Burnt Oak,20234.78618
E00000499,E01000099,E02006799,E09000002,Barking and Dagenham,E05014069,Valence,36866.11019
E00000499,E01000099,E02006799,E09000002,Barking and Dagenham,E05014071,Whalebone,6.151715409
E00000497,E01000100,E02000005,E09000002,Barking and Dagenham,E05014069,Valence,33458.53812
E00000497,E01000100,E02000005,E09000002,Barking and Dagenham,E05014071,Whalebone,15.37497061
E00000423,E01000086,E02000014,E09000002,Barking and Dagenham,E05014062,Goresbrook,29533.14145
E00000405,E01000080,E02000008,E09000002,Barking and Dagenham,E05014067,Parsloes,25215.72204
E00000357,E01000066,E02000012,E09000002,Barking and Dagenham,E05014064,Longbridge,37545.9468
E00000152,E01000031,E02000003,E09000002,Barking and Dagenham,E05014058,Chadwell Heath,42508.10299
E00000152,E01000031,E02000003,E09000002,Barking and Dagenham,E05014071,Whalebone,10.87166859
E00182549,E01000661,E02000152,E09000006,Bromley,E05013990,Bromley Common & Holwood,32688.99614
E00183956,E01033699,E02007108,E09000012,Hackney,E05009370,Dalston,20978.62788
E00183956,E01033699,E02007108,E09000012,Hackney,E05013709,Mildmay,8.717235565
E00184005,E01035658,E02000864,E09000030,Tower Hamlets,E05009319,Bow East,26496.81376
E00184352,E01002974,E02000602,E09000021,Kingston upon Thames,E05013941,Norbiton,34059.90646
E00184465,E01034615,E02000521,E09000017,Hillingdon,E05013581,West Drayton,19520.49381
E00184492,E01034594,E02000447,E09000015,Harrow,E05013550,Headstone,42315.22697
E00165794,E01032569,E02006788,E09000008,Croydon,E05011482,Shirley North,32373.81525
E00165794,E01032569,E02006788,E09000008,Croydon,E05011489,Woodside,2.240796652
E00165794,E01032569,E02006788,E09000008,Croydon,E05013999,Kelsey & Eden Park,6.217885128
E00175041,E01003626,E02000728,E09000025,Newham,E05013915,Little Ilford,351.8239854
E00175041,E01003626,E02000728,E09000025,Newham,E05013926,Wall End,29778.47574
E00175052,E01003563,E02000724,E09000025,Newham,E05013913,Green Street East,16480.98778
E00175052,E01003563,E02000724,E09000025,Newham,E05013916,Manor Park,17.20995194
E00175052,E01003563,E02000724,E09000025,Newham,E05013921,Plashet,6.215118071
E00175056,E01003587,E02000717,E09000025,Newham,E05013916,Manor Park,24602.67906
E00175056,E01003587,E02000717,E09000025,Newham,E05013921,Plashet,0.444375151
E00177490,E01033881,E02000822,E09000028,Southwark,E05011102,Faraday,42267.4781
E00182600,E01034386,E02000144,E09000006,Bromley,E05013991,Bromley Town,51065.93928
E00183105,E01004551,E02000934,E09000032,Wandsworth,E05014012,Falconbrook,15391.69562
E00183105,E01004551,E02000934,E09000032,Wandsworth,E05014014,Lavender,20754.22443
E00185671,E01034479,E02000022,E09000002,Barking and Dagenham,E05014061,Gascoigne,32534.40292
E00000523,E01000104,E02000015,E09000002,Barking and Dagenham,E05013969,Elm Park,0.00137044
E00000523,E01000104,E02000015,E09000002,Barking and Dagenham,E05014070,Village,67837.88674
E00002036,E01000414,E02000080,E09000004,Bexley,E05011226,Falconwood & Welling,31216.57538
E00002552,E01000525,E02000123,E09000005,Brent,E05013501,Harlesden & Kensal Green,23098.3044
E00002552,E01000525,E02000123,E09000005,Brent,E05013510,Stonebridge,3.132457504
E00004174,E01035711,E02000191,E09000007,Camden,E05013653,Bloomsbury,44135.22179
E00004249,E01035707,E02000180,E09000007,Camden,E05013654,Camden Square,17121.61483
E00004678,E01000937,E02007115,E09000007,Camden,E05013666,King's Cross,32964.4081
E00005040,E01001007,E02000209,E09000008,Croydon,E05011465,Broad Green,26392.04618
E00005040,E01001007,E02000209,E09000008,Croydon,E05013754,Beddington,591.9110931
E00005740,E01001150,E02000199,E09000008,Croydon,E05011486,Thornton Heath,47141.01804
E00006001,E01001202,E02000262,E09000009,Ealing,E05013527,North Acton,20631.72355
E00006001,E01001202,E02000262,E09000009,Ealing,E05013536,South Acton,15513.9971
E00006042,E01001210,E02000253,E09000009,Ealing,E05013535,Pitshanger,38941.99364
E00006160,E01001229,E02000268,E09000009,Ealing,E05013521,Ealing Common,31022.09068
E00006756,E01001355,E02000270,E09000009,Ealing,E05013536,South Acton,35206.70002
E00006756,E01001355,E02000270,E09000009,Ealing,E05013540,Southfield,94.3752983
E00006818,E01001369,E02000275,E09000009,Ealing,E05013533,Norwood Green,130.5933252
E00006818,E01001369,E02000275,E09000009,Ealing,E05013538,Southall Green,35442.55308
E00006819,E01001371,E02006971,E09000009,Ealing,E05013538,Southall Green,51206.505
E00006867,E01001382,E02000269,E09000009,Ealing,E05013541,Walpole,26317.05394
E00007624,E01001537,E02000281,E09000010,Enfield,E05013693,Town,14.48642296
E00007624,E01001537,E02000281,E09000010,Enfield,E05013695,Whitewebbs,37681.98413
E00007747,E01001554,E02006793,E09000010,Enfield,E05013587,Bruce Castle,134.7893357
E00007747,E01001554,E02006793,E09000010,Enfield,E05013694,Upper Edmonton,43264.5387
E00008739,E01035643,E02000369,E09000012,Hackney,E05009377,Hoxton East & Shoreditch,44470.30007
E00009387,E01001884,E02000388,E09000013,Hammersmith and Fulham,E05013742,Lillie,23701.49579
E00009387,E01001884,E02000388,E09000013,Hammersmith and Fulham,E05013751,West Kensington,149.8646342
E00009392,E01001881,E02000388,E09000013,Hammersmith and Fulham,E05013742,Lillie,25681.80801
E00009392,E01001881,E02000388,E09000013,Hammersmith and Fulham,E05013749,Walham Green,6852.17393
E00009567,E01001913,E02000385,E09000013,Hammersmith and Fulham,E05013738,Fulham Reach,1509.433525
E00009567,E01001913,E02000385,E09000013,Hammersmith and Fulham,E05013751,West Kensington,23278.26856
E00009903,E01001969,E02000397,E09000014,Haringey,E05013586,Bounds Green,92.54669041
E00009903,E01001969,E02000397,E09000014,Haringey,E05013605,Woodside,28198.09179
E00009951,E01001989,E02000429,E09000014,Haringey,E05013588,Crouch End,43666.64659
E00009962,E01001986,E02000430,E09000014,Haringey,E05013588,Crouch End,23723.77945
E00009965,E01001985,E02000429,E09000014,Haringey,E05013588,Crouch End,32334.02129
E00009982,E01001984,E02000429,E09000014,Haringey,E05013588,Crouch End,36533.13466
E00009982,E01001984,E02000429,E09000014,Haringey,E05013705,Hillrise,119.7868369
E00012984,E01002605,E02000551,E09000018,Hounslow,E05013616,Hanworth Village,43425.81519
E00012984,E01002605,E02000551,E09000018,Hounslow,E05013779,Hampton North,0.105086979
E00013314,E01002686,E02000531,E09000018,Hounslow,E05013626,Osterley & Spring Grove,7.246907167
E00013314,E01002686,E02000531,E09000018,Hounslow,E05013627,Syon & Brentford Lock,44620.15154
E00013404,E01002700,E02000570,E09000019,Islington,E05013698,Barnsbury,35020.08779
E00013774,E01002764,E02000563,E09000019,Islington,E05013706,Holloway,22919.80361
E00013774,E01002764,E02000563,E09000019,Islington,E05013713,Tufnell Park,671.12277
E00013889,E01002785,E02000561,E09000019,Islington,E05013713,Tufnell Park,39342.33974
E00013900,E01002789,E02000561,E09000019,Islington,E05013713,Tufnell Park,31198.9163
E00014417,E01002875,E02000583,E09000020,Kensington and Chelsea,E05009398,Norland,47885.96125
E00014462,E01002877,E02000579,E09000020,Kensington and Chelsea,E05009399,Notting Dale,226.1480505
E00014462,E01002877,E02000579,E09000020,Kensington and Chelsea,E05009404,St. Helen's,24055.86812
E00014664,E01002912,E02000596,E09000020,Kensington and Chelsea,E05009402,Redcliffe,337.0019217
E00014664,E01002912,E02000596,E09000020,Kensington and Chelsea,E05009405,Stanley,49439.96312
E00015066,E01002989,E02000608,E09000021,Kingston upon Thames,E05013943,St Mark's & Seething Wells,35155.62558
E00015511,E01003078,E02000631,E09000022,Lambeth,E05011097,Champion Hill,659.7150214
E00015511,E01003078,E02000631,E09000022,Lambeth,E05014104,Herne Hill & Loughborough Junction,60868.67677
E00015732,E01003116,E02000646,E09000022,Lambeth,E05014020,South Balham,502.0909646
E00015732,E01003116,E02000646,E09000022,Lambeth,E05014115,Streatham St Leonard's,46403.4159
E00016094,E01003180,E02000622,E09000022,Lambeth,E05014107,Myatt's Fields,31565.28826
E00016818,E01003323,E02000670,E09000023,Lewisham,E05013730,Rushey Green,47942.43125
E00016867,E01003328,E02000687,E09000023,Lewisham,E05013731,Sydenham,30186.07618
E00017612,E01003486,E02000746,E09000025,Newham,E05013904,Beckton,26526.12889
E00017665,E01003489,E02000732,E09000025,Newham,E05013905,Boleyn,23180.03216
E00017665,E01003489,E02000732,E09000025,Newham,E05013913,Green Street East,419.6471827
E00017665,E01003489,E02000732,E09000025,Newham,E05013914,Green Street West,0.535782636
E00017665,E01003489,E02000732,E09000025,Newham,E05013918,Plaistow North,35.03274202
E00017703,E01003501,E02000743,E09000025,Newham,E05013906,Canning Town North,7317.428352
E00017703,E01003501,E02000743,E09000025,Newham,E05013920,Plaistow West & Canning Town East,12690.07373
E00018063,E01003578,E02000716,E09000025,Newham,E05013915,Little Ilford,11681.52013
E00018063,E01003578,E02000716,E09000025,Newham,E05013916,Manor Park,20415.60667
E00018394,E01003649,E02000762,E09000026,Redbridge,E05011235,Barkingside,58249.78993
E00018394,E01003649,E02000762,E09000026,Redbridge,E05011239,Clayhall,4.520414198
E00020207,E01004014,E02000825,E09000028,Southwark,E05011110,Peckham,18599.61226
E00020253,E01004024,E02000817,E09000028,Southwark,E05011106,North Bermondsey,44345.47696
E00020253,E01004024,E02000817,E09000028,Southwark,E05011116,South Bermondsey,24.40535229
E00020401,E01004047,E02000833,E09000028,Southwark,E05011097,Champion Hill,31789.9913
E00020615,E01004090,E02000860,E09000029,Sutton,E05013755,Belmont,28411.09971
E00021324,E01004230,E02000866,E09000030,Tower Hamlets,E05009320,Bow West,17188.64454
E00021325,E01004230,E02000866,E09000030,Tower Hamlets,E05009320,Bow West,16318.94821
E00021527,E01004281,E02000894,E09000030,Tower Hamlets,E05009324,Island Gardens,22399.50236
E00021557,E01004281,E02000894,E09000030,Tower Hamlets,E05009318,Blackwall & Cubitt Town,32.47423824
E00021557,E01004281,E02000894,E09000030,Tower Hamlets,E05009323,Canary Wharf,537.7722345
E00021557,E01004281,E02000894,E09000030,Tower Hamlets,E05009324,Island Gardens,40900.58746
E00021584,E01004288,E02000882,E09000030,Tower Hamlets,E05009329,St Dunstan's,1886.064696
E00021584,E01004288,E02000882,E09000030,Tower Hamlets,E05009334,Stepney Green,26273.40829
E00021678,E01004308,E02000878,E09000030,Tower Hamlets,E05009333,Spitalfields & Banglatown,33672.39659
E00022604,E01004490,E02000953,E09000032,Wandsworth,E05014027,Wandsworth Common,25510.95909
E00022611,E01004491,E02000953,E09000032,Wandsworth,E05014027,Wandsworth Common,20681.14758
E00022656,E01004502,E02000942,E09000032,Wandsworth,E05014011,East Putney,24375.1685
E00023601,E01004674,E02000964,E09000033,Westminster,E05013795,Harrow Road,21696.86463
E00023831,E01004717,E02000970,E09000033,Westminster,E05013801,Marylebone,13226.77601
E00023873,E01004719,E02000963,E09000033,Westminster,E05013507,Queens Park,0.306075078
E00023873,E01004719,E02000963,E09000033,Westminster,E05013804,Queen's Park,26203.94934
E00024076,E01004757,E02000969,E09000033,Westminster,E05013793,Bayswater,18.82208724
E00024076,E01004757,E02000969,E09000033,Westminster,E05013809,Westbourne,46510.10564
E00024103,E01004754,E02000969,E09000033,Westminster,E05013809,Westbourne,30822.0812
E00024108,E01035716,E02000972,E09000033,Westminster,E05013808,West End,16012.10133
E00023306,E01004627,E02000941,E09000032,Wandsworth,E05014028,Wandsworth Town,20815.11738
E00023221,E01004606,E02000928,E09000032,Wandsworth,E05014022,Thamesfield,20230.29549
E00023184,E01004597,E02000947,E09000032,Wandsworth,E05014021,Southfields,22540.14059
E00022486,E01004467,E02000909,E09000031,Waltham Forest,E05013887,Forest,4.965418146
E00022486,E01004467,E02000909,E09000031,Waltham Forest,E05013900,Upper Walthamstow,3170.784219
