gss_code_ward,ward_name,la_gss_code,la_name,category,count_21,count_11,change
E05009328,Poplar,E09000030,Tower Hamlets,"Underground, metro, light rail, tram",563,1161,-598
E05009328,Poplar,E09000030,Tower Hamlets,Work mainly at or from home,1341,65,1276
E05009329,St Dunstan's,E09000030,Tower Hamlets,Bicycle,295,260,35
E05009329,St Dunstan's,E09000030,Tower Hamlets,"Bus, minibus or coach",424,611,-187
E05009329,St Dunstan's,E09000030,Tower Hamlets,Driving a car or van,746,660,86
E05009329,St Dunstan's,E09000030,Tower Hamlets,"Motorcycle, scooter or moped",48,23,25
E05009329,St Dunstan's,E09000030,Tower Hamlets,Not in employment or aged 15 years and under,8477,4245,4232
E05009329,St Dunstan's,E09000030,Tower Hamlets,On foot,627,578,49
E05009329,St Dunstan's,E09000030,Tower Hamlets,Other method of travel to work,69,35,34
E05009329,St Dunstan's,E09000030,Tower Hamlets,Passenger in a car or van,49,53,-4
E05009329,St Dunstan's,E09000030,Tower Hamlets,Taxi,42,24,18
E05009329,St Dunstan's,E09000030,Tower Hamlets,Train,389,323,66
E05009329,St Dunstan's,E09000030,Tower Hamlets,"Underground, metro, light rail, tram",892,1579,-687
E05009329,St Dunstan's,E09000030,Tower Hamlets,Work mainly at or from home,2307,111,2196
E05009330,St Katharine's & Wapping,E09000030,Tower Hamlets,Bicycle,290,506,-216
E05009330,St Katharine's & Wapping,E09000030,Tower Hamlets,"Bus, minibus or coach",161,768,-607
E05009330,St Katharine's & Wapping,E09000030,Tower Hamlets,Driving a car or van,445,628,-183
E05009330,St Katharine's & Wapping,E09000030,Tower Hamlets,"Motorcycle, scooter or moped",24,93,-69
E05009330,St Katharine's & Wapping,E09000030,Tower Hamlets,Not in employment or aged 15 years and under,4264,2027,2237
E05009330,St Katharine's & Wapping,E09000030,Tower Hamlets,On foot,670,2022,-1352
E05009330,St Katharine's & Wapping,E09000030,Tower Hamlets,Other method of travel to work,63,40,23
E05009330,St Katharine's & Wapping,E09000030,Tower Hamlets,Passenger in a car or van,36,47,-11
E05009330,St Katharine's & Wapping,E09000030,Tower Hamlets,Taxi,43,135,-92
E05009330,St Katharine's & Wapping,E09000030,Tower Hamlets,Train,141,282,-141
E05009330,St Katharine's & Wapping,E09000030,Tower Hamlets,"Underground, metro, light rail, tram",717,2325,-1608
E05009330,St Katharine's & Wapping,E09000030,Tower Hamlets,Work mainly at or from home,5188,345,4843
E05009331,St Peter's,E09000030,Tower Hamlets,Bicycle,676,1026,-350
E05009331,St Peter's,E09000030,Tower Hamlets,"Bus, minibus or coach",639,1290,-651
E05009331,St Peter's,E09000030,Tower Hamlets,Driving a car or van,820,812,8
E05009331,St Peter's,E09000030,Tower Hamlets,"Motorcycle, scooter or moped",55,57,-2
E05009331,St Peter's,E09000030,Tower Hamlets,Not in employment or aged 15 years and under,10135,5701,4434
E05009331,St Peter's,E09000030,Tower Hamlets,On foot,1050,1368,-318
E05009331,St Peter's,E09000030,Tower Hamlets,Other method of travel to work,122,58,64
E05009331,St Peter's,E09000030,Tower Hamlets,Passenger in a car or van,64,59,5
E05009331,St Peter's,E09000030,Tower Hamlets,Taxi,68,34,34
E05009331,St Peter's,E09000030,Tower Hamlets,Train,417,523,-106
E05009331,St Peter's,E09000030,Tower Hamlets,"Underground, metro, light rail, tram",1157,2980,-1823
E05009331,St Peter's,E09000030,Tower Hamlets,Work mainly at or from home,4779,410,4369
E05009332,Shadwell,E09000030,Tower Hamlets,Bicycle,295,240,55
E05009332,Shadwell,E09000030,Tower Hamlets,"Bus, minibus or coach",353,573,-220
E05009332,Shadwell,E09000030,Tower Hamlets,Driving a car or van,646,608,38
E05009332,Shadwell,E09000030,Tower Hamlets,"Motorcycle, scooter or moped",35,34,1
E05009332,Shadwell,E09000030,Tower Hamlets,Not in employment or aged 15 years and under,7644,4214,3430
E05009332,Shadwell,E09000030,Tower Hamlets,On foot,716,864,-148
E05009332,Shadwell,E09000030,Tower Hamlets,Other method of travel to work,83,37,46
E05009332,Shadwell,E09000030,Tower Hamlets,Passenger in a car or van,30,41,-11
E05009332,Shadwell,E09000030,Tower Hamlets,Taxi,28,21,7
E05009332,Shadwell,E09000030,Tower Hamlets,Train,411,449,-38
E05009332,Shadwell,E09000030,Tower Hamlets,"Underground, metro, light rail, tram",836,1587,-751
E05009332,Shadwell,E09000030,Tower Hamlets,Work mainly at or from home,1906,137,1769
E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,Bicycle,312,471,-159
E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,"Bus, minibus or coach",311,687,-376
E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,Driving a car or van,453,374,79
E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,"Motorcycle, scooter or moped",35,28,7
E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,Not in employment or aged 15 years and under,6813,4346,2467
E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,On foot,906,1954,-1048
E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,Other method of travel to work,78,45,33
E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,Passenger in a car or van,28,31,-3
E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,Taxi,34,27,7
E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,Train,285,379,-94
E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,"Underground, metro, light rail, tram",695,1865,-1170
E05009333,Spitalfields & Banglatown,E09000030,Tower Hamlets,Work mainly at or from home,3282,301,2981
E05009334,Stepney Green,E09000030,Tower Hamlets,Bicycle,292,313,-21
E05009334,Stepney Green,E09000030,Tower Hamlets,"Bus, minibus or coach",455,713,-258
E05009334,Stepney Green,E09000030,Tower Hamlets,Driving a car or van,665,624,41
E05009334,Stepney Green,E09000030,Tower Hamlets,"Motorcycle, scooter or moped",43,25,18
E05009334,Stepney Green,E09000030,Tower Hamlets,Not in employment or aged 15 years and under,7211,3982,3229
E05009334,Stepney Green,E09000030,Tower Hamlets,On foot,732,824,-92
E05009334,Stepney Green,E09000030,Tower Hamlets,Other method of travel to work,63,43,20
E05009334,Stepney Green,E09000030,Tower Hamlets,Passenger in a car or van,41,52,-11
E05009334,Stepney Green,E09000030,Tower Hamlets,Taxi,42,27,15
E05009334,Stepney Green,E09000030,Tower Hamlets,Train,319,334,-15
E05009334,Stepney Green,E09000030,Tower Hamlets,"Underground, metro, light rail, tram",749,1426,-677
E05009334,Stepney Green,E09000030,Tower Hamlets,Work mainly at or from home,1831,111,1720
E05009335,Weavers,E09000030,Tower Hamlets,Bicycle,387,782,-395
E05009335,Weavers,E09000030,Tower Hamlets,"Bus, minibus or coach",418,1021,-603
E05009335,Weavers,E09000030,Tower Hamlets,Driving a car or van,508,472,36
E05009335,Weavers,E09000030,Tower Hamlets,"Motorcycle, scooter or moped",27,67,-40
E05009335,Weavers,E09000030,Tower Hamlets,Not in employment or aged 15 years and under,6379,3540,2839
E05009335,Weavers,E09000030,Tower Hamlets,On foot,816,1662,-846
E05009335,Weavers,E09000030,Tower Hamlets,Other method of travel to work,69,52,17
E05009335,Weavers,E09000030,Tower Hamlets,Passenger in a car or van,24,33,-9
E05009335,Weavers,E09000030,Tower Hamlets,Taxi,49,54,-5
E05009335,Weavers,E09000030,Tower Hamlets,Train,238,341,-103
E05009335,Weavers,E09000030,Tower Hamlets,"Underground, metro, light rail, tram",662,1646,-984
E05009335,Weavers,E09000030,Tower Hamlets,Work mainly at or from home,3692,331,3361
E05009336,Whitechapel,E09000030,Tower Hamlets,Bicycle,362,505,-143
E05009336,Whitechapel,E09000030,Tower Hamlets,"Bus, minibus or coach",485,725,-240
E05009336,Whitechapel,E09000030,Tower Hamlets,Driving a car or van,633,518,115
E05009336,Whitechapel,E09000030,Tower Hamlets,"Motorcycle, scooter or moped",27,48,-21
E05009336,Whitechapel,E09000030,Tower Hamlets,Not in employment or aged 15 years and under,9399,4080,5319
E05009336,Whitechapel,E09000030,Tower Hamlets,On foot,1382,2324,-942
E05009336,Whitechapel,E09000030,Tower Hamlets,Other method of travel to work,109,77,32
E05009336,Whitechapel,E09000030,Tower Hamlets,Passenger in a car or van,40,48,-8
E05009336,Whitechapel,E09000030,Tower Hamlets,Taxi,57,33,24
E05009336,Whitechapel,E09000030,Tower Hamlets,Train,406,410,-4
E05009336,Whitechapel,E09000030,Tower Hamlets,"Underground, metro, light rail, tram",1100,2401,-1301
E05009336,Whitechapel,E09000030,Tower Hamlets,Work mainly at or from home,4991,228,4763
E05009367,Brownswood,E09000012,Hackney,Bicycle,355,603,-248
E05009367,Brownswood,E09000012,Hackney,"Bus, minibus or coach",404,957,-553
E05009367,Brownswood,E09000012,Hackney,Driving a car or van,357,451,-94
E05009367,Brownswood,E09000012,Hackney,"Motorcycle, scooter or moped",18,48,-30
E05009367,Brownswood,E09000012,Hackney,Not in employment or aged 15 years and under,3636,1801,1835
E05009367,Brownswood,E09000012,Hackney,On foot,233,257,-24
